mmsi,x,y,time,colreg_compliant,distance_risk_of_collision,distance_risk_of_collision_front,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher
210445000,10683.2,10040,240,0.9798,0.99033,8.53745e-06,0,1,0,0,0,0.0491601,0.90198,0.0488601
219829000,16460.7,10913,240,0.979981,0.98997,1.85375e-05,1,0,0,0,0,0.0514401,0.89775,0.0508101
210445000,10730.9,9837.07,300,0.97984,0.98998,0,0,1,0,0,0,0.05057,0.90081,0.04862
219829000,16413.1,10775.4,300,0.97956,0.99036,0,1,0,0,0,0,0.04927,0.90091,0.04982
210445000,10779.6,9630.41,360,0.97968,0.99042,8.53745e-06,0,1,0,0,0,0.0499801,0.90132,0.0487001
219829000,16368,10637.3,360,0.98042,0.98915,0,1,0,0,0,0,0.04934,0.90079,0.04987
210445000,10873.2,9462.52,420,0.971116,0.979984,0.000473067,0,1,0,0,0,0.052222,0.896739,0.0510389
219829000,16322.9,10499.2,420,0.98007,0.99019,8.70849e-06,1,0,0,0,0,0.0499131,0.900012,0.0500754
210445000,11047.7,9456.74,480,0.916849,0.886059,0.00351537,0,1,0,0,0,0.0550682,0.889731,0.0552011
219829000,16277.8,10361.1,480,0.980052,0.98998,7.99666e-06,1,0,0,0,0,0.0497496,0.901263,0.0489877
210445000,11262.6,9476.74,540,0.789237,0.642277,0.0160261,0,1,0,0,0,0.0878042,0.868485,0.0437105
219829000,16238,10223.9,540,0.980428,0.99049,3.69198e-05,1,0,0,0,0,0.0502231,0.899962,0.0498144
210445000,11504.3,9421.59,600,0.632766,0.288951,0.0237586,0,1,0,0,0,0.0501431,0.853354,0.0965034
219829000,16194.9,10080.7,600,0.979944,0.99008,1.36551e-05,1,0,0,0,0,0.05128,0.899553,0.0491667
210445000,11777.1,9326.92,660,0.52057,0.0939549,0.0469516,0,1,0,0,0,0.0850393,0.895088,0.0198725
219829000,16146.4,9946.41,660,0.980167,0.99037,6.39148e-06,1,0,0,0,0,0.0483455,0.901405,0.0502496
210445000,12038.2,9211.61,720,0.979748,0.990583,1,0,1,0,0,0,0.0449406,0.904166,0.0508934
219829000,16079.9,9813.88,720,0.980664,0.99044,6.3908e-06,1,0,0,0,0,0.0466176,0.903574,0.0498086
210445000,12299.3,9096.31,780,0.254109,0.255263,0.0712897,0,1,0,0,0,0.0572479,0.865443,0.0773087
219829000,16011.7,9678.49,780,0.980114,0.98942,1.26794e-05,1,0,0,0,0,0.0460359,0.903829,0.0501347
