mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision,current_risk_of_collision
210445000,10683.2,10040,240,0.979824,0.985922,0,0,1,0,0,0,0.0492393,0.880649,0.0701122,0.897296,0.121935
219829000,16460.7,10913,240,0.979466,0.989646,0,1,0,0,0,0,0.0364018,0.913153,0.0504453,0.925649,0.124724
210445000,10730.9,9837.07,300,0.979572,0.986421,2.34234e-05,0,1,0,0,0,0.0495491,0.879216,0.0712347,0.898257,0.121146
219829000,16413.1,10775.4,300,0.98063,0.989693,2.25831e-05,1,0,0,0,0,0.0352949,0.914292,0.0504136,0.926423,0.124863
210445000,10779.6,9630.41,360,0.979321,0.985969,5.89752e-06,0,1,0,0,0,0.049085,0.880685,0.0702296,0.897319,0.119785
219829000,16368,10637.3,360,0.979853,0.990052,1.27931e-05,1,0,0,0,0,0.0353469,0.914293,0.0503605,0.927117,0.126086
210445000,10873.2,9462.52,420,0.936831,0.94667,0.00292066,0,1,0,0,0,0.0514892,0.888618,0.0598925,0.0487531,0.0487531
219829000,16322.9,10499.2,420,0.980177,0.989891,2.58323e-05,1,0,0,0,0,0.0187251,0.929829,0.051446,0.99362,0.969094
210445000,11047.7,9456.74,480,0.927502,0.941949,0.00233773,0,1,0,0,0,0.0517385,0.891591,0.056671,0.0493986,0.0100449
219829000,16277.8,10361.1,480,0.979712,0.989919,1.43648e-05,1,0,0,0,0,0.017715,0.931815,0.0504697,0.993592,0.22495
210445000,11262.6,9476.74,540,0.97263,0.0122979,0.00148208,0,1,0,0,0,0.0545241,0.943486,0.00199025,0.989184,0.658851
219829000,16238,10223.9,540,0.98041,0.989493,1.78328e-05,1,0,0,0,0,0.00503934,0.942086,0.052875,0.999948,0.665424
210445000,11504.3,9421.59,600,0.981864,0.00203436,0.000789056,0,1,0,0,0,0.0523164,0.946661,0.00102227,0.998755,0.994424
219829000,16194.9,10080.7,600,0.97999,0.989069,1.52701e-05,1,0,0,0,0,0.00535351,0.942009,0.0526376,0.99996,0.994276
210445000,11777.1,9326.92,660,0.979421,0.0016829,0.00171087,0,1,0,0,0,0.0454893,0.953591,0.000919403,1,0.998732
219829000,16146.4,9946.41,660,0.979884,0.990199,6.56257e-06,1,0,0,0,0,0.00463998,0.944173,0.0511868,1,1
210445000,12038.2,9211.61,720,0.770185,0.777499,0.785174,0,1,0,0,0,0.0732986,0.877906,0.0487957,1,1
219829000,16079.9,9813.88,720,0.979383,0.989872,1.13308e-05,1,0,0,0,0,0.000377787,0.947884,0.0517385,1,0.999868
210445000,12299.3,9096.31,780,0.719208,0.726218,0.733869,0,1,0,0,0,0.0356348,0.903685,0.0606803,1,1
219829000,16011.7,9678.49,780,0.979368,0.989487,9.74942e-06,1,0,0,0,0,0.000496907,0.946846,0.0526574,1,0.999595
210445000,12560.4,8981.09,840,0.764001,0.772014,0.779149,0,1,0,0,0,0.0468244,0.901062,0.0521131,1,1
219829000,15944.4,9545.71,840,0.979611,0.989917,4.18287e-06,1,0,0,0,0,0.000546882,0.94644,0.0530129,1,0.998841
210445000,12821.4,8865.82,900,0.77666,0.786242,0.79235,0,1,0,0,0,0.0475158,0.903746,0.0487387,1,1
219829000,15877.8,9413.05,900,0.97995,0.990022,1.80873e-05,1,0,0,0,0,0.000368583,0.946472,0.0531593,1,0.998017
210445000,13082.6,8750.56,960,0.827208,0.834452,0.843067,0,1,0,0,0,0.0370677,0.920634,0.0422979,1,0.998827
219829000,15809.7,9278.71,960,0.979029,0.989488,6.2244e-06,1,0,0,0,0,0.000521305,0.946937,0.0525421,1,0.996478
210445000,13343.7,8635.38,1020,0.799653,0.806439,0.816119,0,1,0,0,0,0.0485683,0.920125,0.0313071,1,0.999992
219829000,15745.7,9146.99,1020,0.980101,0.989478,1.08003e-05,1,0,0,0,0,0.000747707,0.94753,0.0517219,1,0.994092
210445000,13603.8,8518.96,1080,0.979386,0.987943,1,0,1,0,0,0,0.0337463,0.913154,0.0531001,1,0.998495
219829000,15684.1,9014.24,1080,0.979603,0.989949,1.1646e-05,1,0,0,0,0,0.000212688,0.947257,0.0525306,1,0.99112
210445000,13844.8,8352.53,1140,0.981788,0.990259,1,0,1,0,0,0,0.062108,0.89049,0.047402,1,0.999949
219829000,15620.6,8879.58,1140,0.980414,0.990052,4.00768e-06,1,0,0,0,0,0,0.947273,0.0527271,0.99999,0.986448
210445000,14068.2,8172.64,1200,0.974733,0.988592,1,0,1,0,0,0,0.0376769,0.942661,0.0196619,1,0.999802
