mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,has_turned_portwards,has_turned_starboardwards,change_in_speed,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision,current_risk_of_collision,is_changing_course,start
261146000,29198,3933.31,6720,0.982716,0.986111,0.0133429,0,1,0,0,1,0,0,0,0.046414,0.895655,0.0579315,0.0222,0.0222,1,0
211237730,27685.8,-1461.63,6780,0.92147,0.9904,0.000635034,0,1,1,1,0,0,0,0,0.404001,0.56557,0.0304288,0.447251,0.447251,1,0
261146000,29108.2,3856.2,6780,0.990518,0.876608,0.00150605,1,0,0,0,1,0,0,0,0.0497086,0.908278,0.0420134,0.116893,0.116893,1,0
211237730,27607,-1362.63,6840,0.834288,0.850066,0.727872,1,0,0,1,0,0,0,0,0.0577372,0.827003,0.11526,0.877806,0.877806,1,0
261146000,29000.4,3789.39,6840,0.98982,0.99009,6.1305e-05,0,0,0,0,1,0,0,0,0.0499692,0.900542,0.0494892,0.999445,0.999445,1,0
211237730,27540.9,-1258.92,6900,0.98955,0.99015,9.37995e-05,0,0,0,1,0,0,0,0,0.049909,0.899431,0.0506599,0.964137,0.964137,0,1
261146000,28913.9,3703.16,6900,0.99035,0.9904,7.00815e-05,0,0,0,0,1,0,0,0,0.0506619,0.899666,0.0496722,0.965347,0.965347,0,0
211237730,27462.2,-1148.72,6960,0.98996,0.9896,6.08955e-05,0,0,0,1,0,0,0,0,0.049828,0.901094,0.0490779,0.99999,0.99999,0,0
261146000,28799.9,3635.63,6960,0.980257,0.110949,0.0109669,1,0,0,0,1,0,0,0,0.0538447,0.939657,0.00649822,0.897228,0.897228,1,0
211237730,27390.2,-1039.88,7020,0.98987,0.99056,6.41917e-05,0,0,0,1,0,0,0,0,0.0502894,0.900663,0.0490471,0.99999,0.974701,0,0
261146000,28687,3571.5,7020,0.992017,0.106939,0.0121833,1,0,0,0,1,0,0,0,0.0499086,0.94491,0.00518192,0.905423,0.878939,1,0
211237730,27300.9,-926.636,7080,0.989829,0.98956,8.155e-05,0,0,0,1,0,0,0,0,0.0503698,0.899979,0.0496514,0.99998,0.982702,0,0
261146000,28584.8,3488.78,7080,0.99093,0.112236,0.0119127,1,0,0,0,1,0,0,0,0.0502411,0.944167,0.00559141,0.899804,0.885719,0,0
211237730,27219.1,-808.738,7140,0.98915,0.98999,0.000122847,0,0,0,1,0,0,0,0,0.051364,0.898434,0.0502025,1,0.98314,0,0
261146000,28480.4,3418.56,7140,0.991365,0.104444,0.0136467,1,0,0,0,1,0,0,0,0.0520543,0.942578,0.00536723,0.908836,0.89517,0,0
211237730,27122.7,-692.506,7200,0.829999,0.98964,0.00129877,0,0,1,1,0,0,0,0,0.836842,0.155041,0.00811643,0.999636,0.992047,0,0
261146000,28373.6,3344.53,7200,0.989847,0.0956908,0.0147885,1,0,0,0,1,0,0,0,0.0541589,0.937119,0.00872186,0.919393,0.90885,0,0
211237730,27037.2,-566.381,7260,0.832986,0.98985,0.00191739,0,0,1,1,0,0,0,0,0.835574,0.155861,0.00856485,0.996159,0.991864,0,0
261146000,28255.4,3281.75,7260,0.99165,0.0883491,0.0141224,1,0,0,0,1,0,0,0,0.054186,0.938874,0.00693998,0.926408,0.916405,0,0
211237730,26950.6,-446.563,7320,0.835798,0.99024,0.00151164,0,0,0,1,0,0,0,0,0.842472,0.149073,0.00845526,0.999998,0.999953,0,0
261146000,28142.4,3213.91,7320,0.988942,0.100908,0.0133482,1,0,0,0,1,0,0,0,0.0508143,0.944319,0.00486677,0.911776,0.910128,1,0
211237730,26871.7,-337.519,7380,0.833112,0.9898,0.0016287,0,0,0,1,0,0,0,0,0.840034,0.151548,0.00841789,0.999995,0.999981,0,0
261146000,28018.4,3152.74,7380,0.986844,0.0907578,0.0130974,1,0,0,0,1,0,0,0,0.0496663,0.945084,0.00524971,0.921152,0.920195,0,0
211237730,26799.8,-235.976,7440,0.829499,0.9901,0.00156189,0,0,0,1,0,0,0,0,0.836575,0.155053,0.00837186,0.999998,0.998792,0,0
261146000,27908.8,3081.97,7440,0.989129,0.139621,0.012346,1,0,0,0,1,0,0,0,0.0512119,0.944096,0.00469257,0.872015,0.869206,1,0
211237730,26726.9,-130.557,7500,0.824874,0.98993,0.00205434,0,0,0,1,0,0,0,0,0.830684,0.160211,0.00910528,0.998994,0.998975,0,0
261146000,27793.7,3014.29,7500,0.991278,0.0610946,0.0137583,1,0,0,0,1,0,0,0,0.0691623,0.924127,0.00671074,0.951559,0.950288,0,0
211237730,26643.9,-25.9095,7560,0.831189,0.99001,0.00154887,0,0,0,1,0,0,0,0,0.837157,0.154217,0.00862579,0.99903,0.989597,0,0
261146000,27696.4,2942.38,7560,0.9888,0.0179708,0.013896,1,0,0,0,1,0,0,0,0.052221,0.942267,0.00551163,0.994859,0.985642,0,0
211237730,26571,94.9437,7620,0.831418,0.99021,0.00134649,0,0,0,1,0,0,0,0,0.837463,0.15425,0.00828643,0.999029,0.995569,0,0
261146000,27593.1,2878.2,7620,0.987123,0.0180168,0.0148924,1,0,0,0,1,0,0,0,0.050666,0.944799,0.00453506,0.995826,0.991382,0,0
211237730,26493.1,207.403,7680,0.828628,0.9899,0.00163939,0,0,0,1,0,0,0,0,0.835701,0.155739,0.00855973,0.999998,0.978472,0,0
261146000,27494.7,2806.99,7680,0.990611,0.023426,0.0147915,1,0,0,0,1,0,0,0,0.0445633,0.945344,0.0100929,0.991174,0.974902,1,0
211237730,26415.1,337.379,7740,0.832727,0.98993,0.00160592,0,0,0,1,0,0,0,0,0.839711,0.1518,0.00848942,1,1,0,0
261146000,27375.1,2746.81,7740,0.989546,0.0164215,0.0165916,1,0,0,0,1,0,0,0,0.0689664,0.929623,0.00141041,0.999969,0.999968,1,0
211237730,26314.9,450.028,7800,0.826773,0.99004,0.00236379,0,0,1,1,0,0,0,0,0.833127,0.158394,0.00847877,1,0.999862,1,0
261146000,27260.7,2679.11,7800,0.994727,0.0160485,0.0161899,1,0,1,0,1,0,0,0,0.0730728,0.925686,0.00124142,0.999999,0.989681,1,0
211237730,26215.4,577.873,7860,0.822718,0.98968,0.00175736,0,0,1,1,0,0,0,0,0.829829,0.161117,0.00905454,1,0.999231,0,0
261146000,27150.4,2620.05,7860,0.999385,0.0182965,0.0184744,1,0,0,0,1,0,0,0,0.109773,0.888861,0.00136586,0.999999,0.945169,1,0
211237730,26131.5,708.939,7920,0.962362,0.98951,0.000575174,0,0,1,1,0,0,0,0,0.963673,0.0345196,0.00180692,1,0.518623,0,0
261146000,27038.1,2559.31,7920,0.998696,0.0396063,0.0399396,1,0,0,0,1,0,0,0,0.00202327,0.995099,0.00287745,0.999655,0.679677,1,0
211237730,26037.3,843.705,7980,0,0.98965,0.000115412,0,0,1,1,0,0,0,0,0.0494155,0.898952,0.0516325,1,0.997034,1,0
261146000,26929.7,2496.31,7980,0.999366,0.0367235,0.0370691,1,0,0,0,1,0,0,0,0.00251561,0.995072,0.00241201,1,0.999987,0,0
211237730,25947.5,975.498,8040,0,0.9904,0.000118653,0,0,1,1,0,0,0,0,0.0507733,0.898258,0.0509688,1,0.975138,1,0
261146000,26821,2425.74,8040,0.999664,0.0156381,0.0157548,1,0,0,0,1,0,0,0,0.00252324,0.996586,0.000890549,1,0.99998,0,0
211237730,25848,1095.03,8100,0,0.9897,0.000116665,0,0,1,1,0,0,0,0,0.051088,0.896267,0.0526446,1,0.991713,0,0
261146000,26726,2365.34,8100,0.999774,0.995263,1,1,0,0,0,1,0,0,0,0.139272,0.838215,0.0225127,1,0.999642,1,0
211237730,25771.3,1223.67,8160,0,0.98956,0.000113641,0,0,1,1,0,0,0,0,0.0539871,0.865902,0.0801112,1,0.980007,0,0
261146000,26625.6,2302.38,8160,0.84786,0.967034,0.972207,1,0,0,0,1,0,0,0,0.000287646,0.946985,0.0527269,1,0.999681,1,0
211237730,25681.2,1352.03,8220,0,0.99025,0.000105212,0,0,1,1,0,0,0,0,0.0439132,0.878559,0.0775273,1,1,0,0
261146000,26512.2,2244.91,8220,0.999666,0.992758,1,1,0,0,0,1,0,0,0,0.000490215,0.960491,0.0390185,1,0.99984,1,0
211237730,25604.4,1484.67,8280,0,0.99001,7.62834e-05,0,0,1,1,0,0,0,0,0.033392,0.966604,3.78175e-06,1,1,0,0
261146000,26405.2,2188.38,8280,0.988271,0.846793,1,1,0,0,0,1,0,0,0,0.00796171,0.137,0.855038,0.999481,0.993179,1,0
211237730,25504.2,1623.82,8340,0,0.00517254,0.00522434,1,0,1,1,0,0,0,0,0.995038,0.00470442,0.000257736,1,0.999964,1,0
261146000,26290.8,2124.41,8340,0.989222,0.82781,1,1,0,0,0,1,0,0,0,0.00673486,0.15725,0.836015,0.999997,0.978533,1,0
211237730,25437.4,1758.8,8400,0,0.988936,1,1,0,1,1,0,0,0,0,0.0496367,0.901582,0.0487813,1,0.989242,1,0
261146000,26179.4,2057.93,8400,0.991803,0.84397,1,1,0,0,0,1,0,0,0,0.00507791,0.143257,0.851665,0.999997,0.991205,0,0
211237730,25333.6,1888.73,8460,0,0.990966,1,1,0,1,1,0,0,0,0,0.0502847,0.896569,0.0531464,1,0.989105,0,0
261146000,26068,1988.88,8460,0.993177,0.828729,1,1,0,0,0,1,0,0,0,0.00849137,0.155087,0.836422,0.999997,0.971652,1,0
211237730,25235.1,2027.49,8520,0,0.990049,1,1,0,1,1,0,0,0,0,0.0502119,0.900693,0.0490956,0.999999,0.988204,1,0
261146000,25949.8,1924.01,8520,0.993297,0.825606,1,1,0,1,0,1,0,0,0,0.00187017,0.164042,0.834088,0.999997,0.998024,0,0
211237730,25132.9,2175.67,8580,0,0.990703,1,1,0,1,1,0,0,0,0,0.0494717,0.901095,0.0494328,1,0.988641,1,0
261146000,25832.8,1853.65,8580,0.980312,0.844802,1,1,0,0,0,1,0,0,0,0.0146147,0.131899,0.853486,0.999997,0.997584,1,0
211237730,25012.5,2315.58,8640,0,0.989752,1,1,0,1,1,0,0,0,0,0.0496093,0.898266,0.0521252,1,0.992598,1,0
261146000,25733.7,1783.1,8640,0.993211,0.842804,1,1,0,0,0,1,0,0,0,0.00706249,0.142861,0.850077,0.999997,0.999949,0,0
