mmsi,x,y,time,colreg_compliant,distance_risk_of_collision,distance_risk_of_collision_front,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher
210169000,8487.16,16355.1,1800,0.980348,0,0,0.98996,0,0,0,1,0,0,0.0494946,0.900867,0.0496386
375219000,12809,14413.6,1800,0.979641,0,3.04503e-05,0.99036,9.14777e-06,0,0,1,0,0,0.0504877,0.899778,0.0497344
210169000,8889.45,16133.7,1860,0.980001,0,0,0.98982,1.32036e-05,0,0,1,0,0,0.0490318,0.900386,0.0505817
375219000,12534.3,14520.5,1860,0.979969,0,3.22076e-05,0.98995,2.5683e-05,0,0,1,0,0,0.0513415,0.899784,0.0488749
210169000,9307.99,15904.8,1920,0.979831,0,2.39954e-07,0.99031,2.25016e-05,0,0,1,0,0,0.0544807,0.896008,0.049511
375219000,12275.2,14630.9,1920,0.979827,0,1.06921e-05,0.99003,2.03665e-05,0,0,1,0,0,0.0501958,0.899292,0.0505118
210169000,9756.32,15657.1,1980,0.980018,0,5.91052e-05,0.98941,6.441e-06,0,0,1,0,0,0.045575,0.905074,0.0493515
375219000,12000.5,14738.8,1980,0.980048,0,4.62595e-05,0.98988,1.15692e-05,0,0,1,0,0,0.0504217,0.900341,0.0492378
210169000,10193.8,15394,2040,0.979167,0,2.13981e-07,0.99027,1.34333e-07,0,0,1,0,0,0.0471546,0.895828,0.0570175
375219000,11719,14840.3,2040,0.979822,0,7.73743e-05,0.99036,0,0,0,1,0,0,0.0485568,0.901668,0.0497749
210169000,10643,15118.2,2100,0.979954,0,0,0.99008,1.70414e-07,0,0,1,0,0,0.047928,0.911916,0.0401563
375219000,11444.3,14947.3,2100,0.979948,0,6.64889e-08,0.99,2.93521e-07,0,0,1,0,0,0.0492266,0.900475,0.0502988
210169000,11093.9,14847.8,2160,0.980084,0,6.75549e-07,0.9898,8.241e-06,0,0,1,0,0,0.0507308,0.900751,0.048518
375219000,11183,15048.7,2160,0.980068,0,0,0.99057,2.29419e-07,0,0,1,0,0,0.0505372,0.899804,0.0496589
210169000,11546.9,14577.8,2220,0.979734,0,2.27008e-07,0.99007,8.26047e-06,0,0,1,0,0,0.0522698,0.90006,0.0476699
375219000,10884.6,15158,2220,0.97993,0,0,0.99047,2.79369e-07,0,0,1,0,0,0.0504232,0.899425,0.0501517
210169000,12010,14301.8,2280,0.980102,0,6.64622e-07,0.99016,6.95497e-06,0,0,1,0,0,0.0494589,0.897474,0.0530673
375219000,10632.5,15274.7,2280,0.979885,0,7.96467e-05,0.98993,1.31227e-05,0,0,1,0,0,0.0503931,0.899579,0.0500283
210169000,12465.7,14030.9,2340,0.980153,0,2.18464e-07,0.99035,1.03441e-07,0,0,1,0,0,0.0476395,0.904026,0.0483345
375219000,10362.7,15415,2340,0.980042,0,2.8583e-07,0.98991,3.12744e-05,0,0,1,0,0,0.0504062,0.899238,0.0503562
210169000,12879.2,13782,2400,0.980048,0,3.54427e-07,0.99046,2.06783e-07,0,0,1,0,0,0.0472835,0.900592,0.0521244
375219000,10110.1,15552.1,2400,0.979798,0,5.32072e-07,0.98961,1.03324e-07,0,0,1,0,0,0.0515536,0.897167,0.0512796
210169000,13251.1,13535.4,2460,0.980253,0,6.14363e-07,0.99033,1.46095e-07,0,0,1,0,0,0.0451481,0.914579,0.0402732
375219000,9850.46,15693.3,2460,0.979911,0,4.81025e-07,0.989093,1.42736e-07,0,0,1,0,0,0.0501852,0.898952,0.0508629
210169000,13532.3,13265.1,2520,0.978943,0,8.74148e-07,0.98971,1.98885e-07,0,0,1,0,0,0.0518984,0.8938,0.0543014
375219000,9610.01,15839,2520,0.979973,0,5.37994e-05,0.990463,2.65495e-07,0,0,1,0,0,0.049343,0.899301,0.0513564
210169000,13739.4,12986.7,2580,0.980779,0,4.00358e-07,0.989644,1.82833e-07,0,0,1,0,0,0.0565303,0.894824,0.0486453
375219000,9349.94,15979.5,2580,0.979844,0,5.28658e-07,0.989758,3.09521e-05,0,0,1,0,0,0.0492525,0.89997,0.0507779
210169000,13909.2,12699.4,2640,0.979483,0,2.06751e-07,0.98469,1.58623e-07,0,0,1,0,0,0.0469965,0.899706,0.053298
375219000,9109.92,16116.5,2640,0.980042,0,2.62293e-07,0.989392,1.73043e-05,0,0,1,0,0,0.0504011,0.900286,0.0493129
210169000,14057.1,12421.2,2700,0.980386,0,4.08896e-07,0.990479,2.70254e-05,0,0,1,0,0,0.0462591,0.906737,0.0470041
375219000,8854.35,16265.1,2700,0.979855,0,9.67885e-08,0.989091,1.99359e-05,0,0,1,0,0,0.0513286,0.898923,0.0497486
210169000,14187.9,12154.8,2760,0.980856,0,0,0.990496,1.97727e-07,0,0,1,0,0,0.0593213,0.885886,0.0547923
375219000,8626.05,16436.3,2760,0.980164,0,6.85077e-05,0.99016,1.21164e-05,0,0,1,0,0,0.0506374,0.896922,0.0524408
210169000,14333.9,11880.5,2820,0.980204,0,2.06888e-07,0.988911,9.70894e-06,0,0,1,0,0,0.054377,0.897754,0.0478692
375219000,8402.19,16628.1,2820,0.97986,0,1.64099e-07,0.989018,3.13167e-05,0,0,1,0,0,0.0500409,0.898499,0.0514601
