mmsi,x,y,time,colreg_compliant,distance_risk_of_collision,distance_risk_of_collision_front,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher
219022165,-35958.2,-10242.8,540,0.980218,0,0,0.98956,1.13792e-05,1,0,0,0,0,0.049523,0.90126,0.0492165
244150372,-35855.5,-5810.48,540,0.980199,0,0,0.99015,9.08282e-06,0,1,0,0,0,0.0500476,0.900717,0.0492353
219022165,-36116,-9994.7,600,0.979818,0,0,0.98965,4.72853e-06,1,0,0,0,0,0.0509977,0.899225,0.0497777
244150372,-35990.8,-5941.13,600,0.980198,0,0,0.98969,1.80591e-05,0,1,0,0,0,0.0505528,0.899043,0.0504042
219022165,-36269.5,-9754.03,660,0.979964,0,0,0.98995,4.67831e-06,1,0,0,0,0,0.0504247,0.899959,0.0496161
244150372,-36100.1,-6083.01,660,0.980026,0,0,0.98989,9.06179e-06,0,1,0,0,0,0.0505167,0.900057,0.0494262
219022165,-36434.4,-9510.28,720,0.979871,0,0,0.98993,1.08447e-05,1,0,0,0,0,0.0490572,0.901331,0.0496119
244150372,-36213.6,-6234.63,720,0.980134,0,0,0.99021,6.63113e-06,0,1,0,0,0,0.0499023,0.899456,0.0506414
219022165,-36602.2,-9265.43,780,0.980266,0,0,0.98988,8.61968e-06,1,0,0,0,0,0.0512069,0.898884,0.0499089
244150372,-36326.6,-6386.09,780,0.97994,0,0,0.9908,4.97089e-06,0,1,0,0,0,0.0505046,0.897824,0.0516711
219022165,-36765.7,-9025.02,840,0.980055,0,0,0.99013,6.12388e-06,1,0,0,0,0,0.0500887,0.89945,0.0504612
244150372,-36445.8,-6535.2,840,0.979474,0,0,0.99019,1.05993e-05,0,1,0,0,0,0.0496945,0.901158,0.0491474
219022165,-36920,-8789.9,900,0.979944,0,0,0.98979,1.19799e-05,1,0,0,0,0,0.0499273,0.899811,0.0502621
244150372,-36557.5,-6680.86,900,0.980369,0,0,0.98972,1.16071e-05,0,1,0,0,0,0.0505842,0.899568,0.0498481
219022165,-37084.6,-8550.98,960,0.980022,0,0,0.98977,6.3886e-06,1,0,0,0,0,0.0498655,0.899603,0.0505319
244150372,-36653.2,-6840.23,960,0.97993,0,0,0.98963,1.49294e-05,0,1,0,0,0,0.0498639,0.90035,0.0497856
219022165,-37081.8,-8285.14,1020,0.979938,0,0,0.990099,1.3277e-05,1,0,0,0,0,0.04937,0.899951,0.0506794
244150372,-36756.9,-6997.21,1020,0.980083,0,0,0.989833,6.66519e-06,0,1,0,0,0,0.0504866,0.90132,0.0481936
219022165,-36958.3,-8022.75,1080,0.979838,0,0,0.990477,1.01511e-05,1,0,0,0,0,0.0491493,0.899507,0.0513432
244150372,-36862.8,-7155.04,1080,0.980356,0,0,0.990287,1.17839e-05,0,1,0,0,0,0.0507321,0.898868,0.0503998
219022165,-36826.7,-7768.89,1140,0.980121,0,0,0.990259,9.80633e-06,1,0,0,0,0,0.049841,0.901513,0.0486457
244150372,-36964.5,-7312.63,1140,0.980286,0,0,0.990287,8.58408e-06,0,1,0,0,0,0.0505276,0.897192,0.0522802
219022165,-36743.7,-7499.54,1200,0.980052,0,0,0.989963,1.01607e-05,1,0,0,0,0,0.0501353,0.900551,0.0493137
244150372,-37062.5,-7470.77,1200,0.980384,0,0,0.990304,9.90635e-06,0,1,0,0,0,0.0495709,0.900299,0.0501305
219022165,-36721.9,-7213.36,1260,0.980052,0,0,0.989788,9.83866e-06,1,0,0,0,0,0.0493956,0.899512,0.0510928
244150372,-37145.7,-7575.23,1260,0.979739,0,0,0.989597,9.78755e-06,0,1,0,0,0,0.0505868,0.900293,0.0491203
219022165,-36739.1,-6925.13,1320,0.980108,0,0,0.990294,8.53826e-06,1,0,0,0,0,0.049778,0.90071,0.0495124
244150372,-37225.5,-7669.94,1320,0.979941,0,0,0.989753,1.0244e-05,0,1,0,0,0,0.0499795,0.900551,0.0494697
219022165,-36778.6,-6638.45,1380,0.97993,0,0,0.989521,9.79271e-06,1,0,0,0,0,0.0506148,0.898491,0.0508938
244150372,-37305.3,-7764.65,1380,0.979855,0,0,0.989771,1.07121e-05,0,1,0,0,0,0.050358,0.900326,0.049316
219022165,-36821.3,-6356.3,1440,0.979902,0,0,0.989905,9.73471e-06,1,0,0,0,0,0.0510358,0.89932,0.0496445
244150372,-37385.1,-7859.37,1440,0.979897,0,0,0.989589,1.00544e-05,0,1,0,0,0,0.0506083,0.898477,0.050915
219022165,-36866.5,-6071.68,1500,0.980067,0,0,0.989546,1.00857e-05,1,0,0,0,0,0.0500522,0.900988,0.0489597
244150372,-37464.9,-7954.09,1500,0.97934,0,0,0.990346,1.04131e-05,0,1,0,0,0,0.0495878,0.901009,0.0494033
