mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,has_turned_portwards,has_turned_starboardwards,change_in_speed,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision,current_risk_of_collision,is_changing_course,start
261146000,26512.2,2244.91,8220,0.484174,0.406585,1,1,1,0,0,1,0,0,0,0,0.104276,0.895724,0.999999,0.998092,1,0
211237730,25604.4,1484.67,8280,0.980079,0.977559,1,1,1,0,1,0,0,0,0,0.000521002,0.757361,0.242118,0.999999,0.99988,0,0
261146000,26405.2,2188.38,8280,0.47352,0.521572,1,1,1,0,0,1,0,0,0,0,0,1,0.999998,0.995556,1,0
211237730,25504.2,1623.82,8340,0.994516,0.999945,1,1,1,0,1,0,0,0,0,0,0.935305,0.0646954,1,0.999968,1,0
261146000,26290.8,2124.41,8340,0.39199,0.603946,1,1,1,1,0,1,0,0,0,0,0,1,0.999716,0.995574,1,0
211237730,25437.4,1758.8,8400,0.9865,0.994343,1,1,1,0,1,0,0,0,0,0.00762671,0.963233,0.0291399,1,0.999936,1,0
261146000,26179.4,2057.93,8400,0.649792,0.803866,1,1,1,0,0,1,0,0,0,0,0,1,1,0.997665,0,0
211237730,25333.6,1888.73,8460,0.99329,0.999929,1,1,1,0,1,0,0,0,0,0,0.973233,0.0267672,1,0.999927,0,0
261146000,26068,1988.88,8460,0.570287,0.00160898,1,1,1,0,0,1,0,0,0,0,0.422189,0.577811,0.999998,0.99423,1,0
211237730,25235.1,2027.49,8520,0.980378,0.999794,1,1,1,0,1,0,0,0,0,0,0.524719,0.475281,1,0.999775,1,0
261146000,25949.8,1924.01,8520,0.990192,0,1,1,1,1,0,1,0,0,0,0,0,1,0.999998,0.989167,0,0
211237730,25132.9,2175.67,8580,0.991629,0.999917,1,1,1,0,1,0,0,0,0,0,0.999562,0.00043801,1,0.999903,1,0
261146000,25832.8,1853.65,8580,0.636268,0.357084,1,1,1,0,0,1,0,0,0,0,0,1,0.999999,0.994562,1,0
211237730,25012.5,2315.58,8640,0.988872,0.999886,1,1,1,1,1,0,0,0,0,0,0.999414,0.000586284,1,0.999921,1,0
261146000,25733.7,1783.1,8640,0.196324,0.592617,1,1,1,0,0,1,0,0,0,0,0.209005,0.790995,0.999999,0.99897,0,0
211237730,24922.7,2469.01,8700,0.993156,0.946871,1,1,1,0,1,0,0,0,0,0,0.955475,0.0445252,1,0.99992,1,0
261146000,25644.7,1713.43,8700,0.99028,0,1,1,1,0,0,1,0,0,0,0,0,1,0.999996,0.988288,1,0
211237730,24812.2,2606.43,8760,0.994013,0.904906,1,1,1,0,1,0,0,0,0,0,0.841053,0.158947,1,0.999958,1,0
261146000,25548.4,1640.07,8760,0.326,0.670553,1,1,1,0,0,1,0,0,0,0,0,1,0.999833,0.998114,1,0
211237730,24716.9,2749.81,8820,0.992995,0.999928,1,1,1,0,1,0,0,0,0,0,0.992501,0.00749915,1,0.999868,1,0
261146000,25436,1568.5,8820,0.233861,0.76367,1,1,1,0,0,1,0,0,0,0,0,1,0.999999,0.996426,1,0
211237730,24612,2889.14,8880,0.991945,0.999914,1,1,1,0,1,0,0,0,0,0,0.904775,0.0952251,1,0.999809,0,0
261146000,25314.1,1515.34,8880,0.999998,0.999845,1,1,1,0,0,1,0,0,0,0,0,1,1,0.999997,1,0
211237730,24511,3029.62,8940,0.992678,0.999926,1,1,1,0,1,0,0,0,0,0,0.999613,0.000387379,1,0.999735,0,0
261146000,25188,1469.87,8940,0.240142,0.757484,1,1,1,1,0,1,0,0,0,0,0,1,0.999738,0.990499,0,0
211237730,24421.1,3160.14,9000,0.992608,0.999926,1,1,1,0,1,0,0,0,0,0,0.999605,0.000394874,1,0.999918,0,0
261146000,25066.1,1399.66,9000,0.98961,0,1,1,1,0,0,1,0,0,0,0,0,1,0.999996,0.987447,1,0
211237730,24322.1,3275.72,9060,0.993851,0.999937,1,1,1,0,1,0,0,0,0,0,0.974532,0.0254681,1,0.99969,0,0
261146000,24955.8,1340.23,9060,0.989736,0,1,1,1,0,0,1,0,0,0,0,0,1,0.999998,0.943491,1,0
211237730,24244.8,3389.85,9120,0.975295,0.814808,1,1,1,0,1,0,0,0,0,0,0.998705,0.00129531,1,0.997822,1,0
261146000,24833.6,1289.98,9120,0.99018,0,1,1,1,0,0,1,0,0,0,0,0,1,0.999473,0.897251,0,0
211237730,24167,3495.64,9180,0.992021,0.999921,1,1,1,0,1,0,0,0,0,0,0.859628,0.140372,0.999999,0.999695,1,0
261146000,24720.4,1228.99,9180,0.989993,0,1,1,1,0,0,1,0,0,0,0,0,1,0.9997,0.967456,0,0
211237730,24099.4,3611.62,9240,0.988527,0.999884,1,1,1,0,1,0,0,0,0,0,0.999387,0.000612795,1,0.999207,1,0
261146000,24600,1169.5,9240,0.848278,0.143084,1,1,1,0,0,1,0,0,0,0,0,1,0.999045,0.944214,0,0
211237730,24011.3,3716.24,9300,0.994655,0.999846,1,1,1,0,1,0,0,0,0,0,0.999644,0.00035591,1,0.999941,1,0
261146000,24486.8,1100.52,9300,0.990073,0,1,1,1,0,0,1,0,0,0,0,0,1,0.999664,0.986978,1,0
211237730,23977.1,3831.18,9360,0.977743,0.999772,1,1,1,0,1,0,0,0,0,0,0.998833,0.00116714,1,0.999245,1,0
261146000,24398.7,1011.69,9360,0.989978,0,1,1,1,0,0,1,0,0,0,0,0,1,0.99957,0.967927,1,0
211237730,23935.4,3925.57,9420,0.98229,0.999819,1,1,1,0,1,0,0,0,0,0,0.970546,0.0294536,1,0.999991,1,0
261146000,24371.6,901.086,9420,0.990598,0,1,1,1,0,0,1,0,0,0,0,0,1,0.999997,0.999995,1,0
211237730,23901.5,4010.48,9480,0.97882,0.999786,1,1,1,0,1,0,0,0,0,0,0.979561,0.0204389,1,0.999995,0,0
261146000,24360.2,783.268,9480,0.989689,0,1,1,1,0,0,1,0,0,0,0,0,1,0.999643,0.999641,0,0
