mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision
255805883,14748.4,83734.9,2400,0.979834,0.984481,1.1232e-05,0,1,0,0,0,0.048652,0.877104,0.0742436,1
259490000,14079.6,97229.1,2400,0.960564,0.985238,7.79011e-05,0.0702204,0,0.92978,0,0,0.0967084,0.901596,0.00169522,0.999124
255805883,14960.3,84131.9,2460,0.978735,0.98565,8.82241e-06,0,1,0,0,0,0.048586,0.872502,0.0789122,0.979202
259490000,14271,96606.4,2460,0.910218,0.987278,0.000125433,0.0539673,0,0.946033,0,0,0.095695,0.900715,0.00359006,0.979378
255805883,15156.6,84536.7,2520,0.97337,0.985281,1.59491e-05,0,1,0,0,0,0.0474601,0.858118,0.0944221,0.993896
259490000,14457.5,95946.8,2520,0.849663,0.989074,0.000198964,0.0687898,0,0.93121,0,0,0.0942852,0.89961,0.00610507,0.991794
255805883,15374.4,84933.4,2580,0.972262,0.985683,1.54062e-05,0,1,0,0,0,0.0461113,0.844968,0.10892,0.98657
259490000,14652.6,95282.1,2580,0.551941,0.991479,0.000483934,0.367872,0,0.632128,0,0,0.0875604,0.895136,0.0173037,0.968367
255805883,15598.2,85339.2,2640,0.971056,0.986308,2.33195e-05,0,1,0,0,0,0.0473686,0.842006,0.110625,0.968852
259490000,14847,94616.3,2640,0.00110591,0.984798,0.00112876,0.979606,0,0.0203937,0,0,0.0497093,0.91091,0.039381,0.969468
255805883,15761.2,85745.3,2700,0.958532,0.985088,2.78578e-05,0,1,0,0,0,0.0411535,0.783077,0.175769,0.997617
259490000,15058.6,93938.2,2700,0,0.98556,2.54314e-05,0.977687,0,0.0223131,0,0,0.0503119,0.907053,0.0426347,0.997479
255805883,15838.5,86167.6,2760,0.947223,0.968655,9.68617e-05,0,1,0,0,0,0.054048,0.940054,0.0058981,0.985296
