mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision,current_risk_of_collision
210445000,10683.2,10040,240,0.979653,0.985621,1.06663e-05,0,1,0,0,0,0.0494036,0.879832,0.0707641,0.897739,0.121275
219829000,16460.7,10913,240,0.979051,0.989875,1.76094e-05,1,0,0,0,0,0.0348038,0.914075,0.0511214,0.92801,0.125094
210445000,10730.9,9837.07,300,0.979602,0.985688,1.57603e-05,0,1,0,0,0,0.0490122,0.879964,0.0710242,0.897639,0.120758
219829000,16413.1,10775.4,300,0.980452,0.990107,3.77638e-05,1,0,0,0,0,0.0363332,0.912117,0.0515503,0.925412,0.122942
210445000,10779.6,9630.41,360,0.980456,0.985846,2.96845e-06,0,1,0,0,0,0.0492255,0.879784,0.0709904,0.897225,0.122015
219829000,16368,10637.3,360,0.980464,0.98993,1.29107e-05,1,0,0,0,0,0.0349926,0.915125,0.0498821,0.926573,0.126236
210445000,10873.2,9462.52,420,0.937555,0.945497,0.00113406,0,1,0,0,0,0.0524148,0.888162,0.0594233,0.0469462,0.0464544
219829000,16322.9,10499.2,420,0.980056,0.989789,0,1,0,0,0,0,0.0200236,0.928217,0.0517598,0.993981,0.969894
210445000,11047.7,9456.74,480,0.941478,0.951965,0.00246111,0,1,0,0,0,0.0763535,0.882943,0.0407036,0.0430232,0.00821713
219829000,16277.8,10361.1,480,0.980918,0.989761,9.71123e-06,1,0,0,0,0,0.0175832,0.931361,0.0510555,0.993801,0.224391
210445000,11262.6,9476.74,540,0.927671,0.942365,0.00224257,0,1,0,0,0,0.0510395,0.899702,0.0492582,0.0502848,0.0352058
219829000,16238,10223.9,540,0.980305,0.989829,8.35474e-06,1,0,0,0,0,0.0183702,0.929263,0.0523665,0.993892,0.663557
210445000,11504.3,9421.59,600,0.816046,0.812085,0.00920787,0,1,0,0,0,0.0359172,0.90452,0.0595631,0.19595,0.195926
219829000,16194.9,10080.7,600,0.980768,0.990086,1.80246e-05,1,0,0,0,0,0.0176077,0.929515,0.0528777,0.998599,0.993981
