mmsi;x;y;time;colreg_compliant;good_seamanship;unmodeled_behaviour;has_turned_portwards;has_turned_starboardwards;change_in_speed;CR_PS;CR_SS;HO;OT_en;OT_ing;priority_lower;priority_similar;priority_higher;risk_of_collision;current_risk_of_collision;is_changing_course;start
259351000;5643.12;12210.5;2100;0.722;0.98982;1.6437e-06;0;0;0;0;0;1;0;0;0.0447102;0.2652019;0.63271;0.999986;0.702392;1;0
211200040;6239.88;6951.6;2160;0;0.990049;1;1;1;1;0;0;1;0;0;0.0506452;0.847637;0.101717;0.999927;0.995216;1;0
259351000;5643.69;12396.3;2160;0.722;0.98988;1.39537e-06;0;0;0;0;0;1;0;0;0.0588495;0.244499;0.661602;0.999985;0.990664;1;0
211200040;6286.46;6705.58;2220;0;0.990244;1;1;1;1;0;0;1;0;0;0.050412;0.848878;0.10071;0.999923;0.998186;0;0
259351000;5655.39;12576.6;2220;0.74;0.98954;1.37061e-06;1;0;0;0;0;1;0;0;0.0574233;0.220846077;0.664995;0.999992;0.999823;0;0
211200040;6362.27;6475.63;2280;0;0.989979;1;1;1;1;0;0;1;0;0;0.0510542;0.84858;0.100366;0.999981;0.999942;0;0
259351000;5655.99;12767;2280;0.725;0.98999;1.08063e-05;1;0;0;0;0;1;0;0;0.0502187;0.2278666;0.711153;0.999996;0.999991;0;0
211200040;6446.36;6266.86;2340;0;0.989912;1;1;1;1;0;0;1;0;0;0.0502225;0.850287;0.0994906;0.999968;0.992755;1;0
259351000;5667.73;12953.5;2340;0.721;0.98962;1.05786e-05;1;0;0;0;0;1;0;0;0.0482565;0.2679518;0.722258;0.999995;0.999625;0;0
211200040;6453.58;6253.53;2400;0;0.990047;1;1;1;0;0;0;1;0;0;0.0504855;0.849122;0.100393;0.99998;0.276273;0;0
259351000;5668.31;13131.7;2400;0.72;0.98981;1.68285e-06;1;0;0;0;0;1;0;0;0.0476138;0.2887395;0.649912;0.999984;0.235905;0;0
