mmsi,x,y,time,colreg_compliant,distance_risk_of_collision,distance_risk_of_collision_front,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher
219002051,4172.88,18284.8,5880,0.980223,0,0,0.98971,3.62526e-05,1,0,0,0,0,0.049958,0.899161,0.0508811
246900000,5657.96,14117.7,5880,0.979734,0,0,0.98995,9.04494e-06,0,1,0,0,0,0.0504789,0.899135,0.0503861
219002051,4336.37,18159.5,5940,0.97962,0,0,0.99007,0,1,0,0,0,0,0.0504215,0.899064,0.0505141
246900000,5781.46,14398.2,5940,0.980317,0,0,0.99036,0,0,1,0,0,0,0.0505172,0.898903,0.0505793
219002051,4499.97,18034.3,6000,0.980055,0,0,0.98996,7.98179e-06,1,0,0,0,0,0.0499988,0.900924,0.0490776
246900000,5873.35,14679.5,6000,0.980411,0,0,0.989649,8.92209e-06,0,1,0,0,0,0.0501517,0.898643,0.0512054
219002051,4663.47,17909.1,6060,0.980154,0,0,0.98992,2.12273e-05,1,0,0,0,0,0.0256165,0.924002,0.0503813
246900000,5964.81,14960.9,6060,0.926409,0,0,0.963054,1,0,1,0,0,0,0.0821459,0.843551,0.0743031
219002051,4826.97,17783.8,6120,0.980048,0,0,0.99042,0,1,0,0,0,0,0.0224062,0.926566,0.0510277
246900000,6029.89,15239.1,6120,0.946057,0,0,0.973822,1,0,1,0,0,0,0.0660212,0.912099,0.02188
219002051,4990.58,17658.6,6180,0.979537,0,0,0.99064,2.47493e-05,1,0,0,0,0,0.0215978,0.927412,0.0509899
246900000,5945.67,15498.9,6180,0.981025,0,0,0.955279,1,0,1,0,0,0,0.0452169,0.876331,0.0784516
219002051,5154.09,17533.4,6240,0.980356,0,0,0.99,6.14696e-06,1,0,0,0,0,0.0203466,0.928635,0.0510188
246900000,5861.48,15758.8,6240,0.957628,0,0,0.987306,1,0,1,0,0,0,0.0362653,0.903252,0.0604831
219002051,5317.71,17408.2,6300,0.980322,0,0,0.99052,0,1,0,0,0,0,0.0203711,0.927473,0.0521563
246900000,5777.3,16018.7,6300,0.974087,0,0,0.986168,1,0,1,0,0,0,0.0559438,0.874474,0.0695823
219002051,5481.23,17283,6360,0.97968,0,0,0.99059,1.86594e-05,1,0,0,0,0,0.018349,0.930253,0.0513978
246900000,5693.13,16278.6,6360,0.979481,0,0,0.988288,1,0,1,0,0,0,0.0484417,0.920791,0.0307678
219002051,5644.75,17157.9,6420,0.980059,0,0,0.98955,2.15269e-05,1,0,0,0,0,0.0202602,0.928184,0.0515553
246900000,5608.99,16538.4,6420,0.974034,0,0,0.991105,1,0,1,0,0,0,0.0464858,0.92154,0.0319746
219002051,5808.39,17032.7,6480,0.979993,0,0,0.98982,5.3846e-06,1,0,0,0,0,0.0210281,0.927419,0.0515528
246900000,5524.85,16798.4,6480,0.976277,0,0,1,1,0,1,0,0,0,0.064052,0.900764,0.0351845
219002051,5971.91,16907.5,6540,0.979853,0,0,0.98977,1.76462e-05,1,0,0,0,0,0.0196524,0.928837,0.0515106
246900000,5469.86,17070.9,6540,0.989785,0,0,0.989752,1,0,1,0,0,0,0.0551086,0.915118,0.0297739
219002051,6135.56,16782.4,6600,0.980227,0,0,0.99013,1.17912e-05,1,0,0,0,0,0.0213712,0.926781,0.0518473
246900000,5446.02,17357.1,6600,0.961349,0,0,1,1,0,1,0,0,0,0.0800005,0.859497,0.0605029
219002051,6299.09,16657.3,6660,0.979447,0,0,0.99008,5.60274e-06,1,0,0,0,0,0.020587,0.928597,0.0508158
246900000,5422.2,17643.3,6660,0.963839,0,0,0.992191,1,0,1,0,0,0,0.0753125,0.843388,0.0812991
219002051,6462.63,16532.2,6720,0.979878,0,0,0.99,5.60445e-06,1,0,0,0,0,0.0196807,0.928704,0.0516158
246900000,5398.39,17929.4,6720,0.988243,0,0,1,1,0,1,0,0,0,0.0274748,0.909329,0.0631957
219002051,6626.28,16407.1,6780,0.979635,0,0,0.9898,1.60566e-05,1,0,0,0,0,0.0213857,0.925956,0.0526579
246900000,5374.61,18215.6,6780,0.971772,0,0,0.993396,1,0,1,0,0,0,0.0475228,0.894426,0.0580512
219002051,6789.83,16282,6840,0.97958,0,0,0.99039,1.06053e-05,1,0,0,0,0,0.0202404,0.92814,0.0516193
246900000,5374.89,18497.9,6840,0.982604,0,0,0.989936,1,0,1,0,0,0,0.0314371,0.926581,0.0419823
219002051,6953.38,16156.9,6900,0.9796,0,0,0.9896,1.01532e-05,1,0,0,0,0,0.0201513,0.928303,0.0515452
246900000,5511.4,18758.5,6900,0.97618,0,0,1,1,0,1,0,0,0,0.0489132,0.91409,0.0369968
219002051,7117.05,16031.8,6960,0.980058,0,0,0.98941,1.00982e-05,1,0,0,0,0,0.021812,0.925444,0.0527445
246900000,5647.94,19018.9,6960,0.976579,0,0,0.975952,1,0,1,0,0,0,0.041079,0.922734,0.0361867
219002051,7280.61,15906.7,7020,0.97987,0,0,0.98977,9.60797e-06,1,0,0,0,0,0.0200568,0.928947,0.0509959
246900000,5784.48,19279.5,7020,0.976772,0,0,0.983374,1,0,1,0,0,0,0.0841763,0.887033,0.0287903
219002051,7444.28,15781.6,7080,0.980182,0,0,0.98995,1.95102e-05,1,0,0,0,0,0.0193913,0.92918,0.051429
246900000,5922.83,19540.1,7080,0.982183,0,0,0.985156,1,0,1,0,0,0,0.0698946,0.872663,0.0574429
219002051,7607.85,15656.6,7140,0.979887,0,0,0.99014,1.38067e-05,1,0,0,0,0,0.0197859,0.929632,0.0505825
246900000,6075.46,19802,7140,0.971509,0,0,1,1,0,1,0,0,0,0.041442,0.883448,0.0751099
219002051,7771.42,15531.6,7200,0.979855,0,0,0.98975,9.153e-06,1,0,0,0,0,0.0198407,0.929475,0.0506839
246900000,6227.99,20064,7200,0.961751,0,0,1,1,0,1,0,0,0,0.0332521,0.87937,0.087378
219002051,7936.98,15401.7,7260,0.980191,0,0,0.98993,2.75302e-05,1,0,0,0,0,0.0198291,0.929659,0.0505117
246900000,6379.21,20326.4,7260,0.97465,0,0,0.99345,1,0,1,0,0,0,0.0337943,0.900333,0.0658731
219002051,8104.2,15267.7,7320,0.980319,0,0,0.98988,0,1,0,0,0,0,0.0202294,0.928017,0.0517538
246900000,6528.66,20589.4,7320,0.987539,0,0,0.994874,1,0,1,0,0,0,0.0466456,0.907016,0.0463386
219002051,8271.42,15133.8,7380,0.980265,0,0,0.99023,1.37656e-05,1,0,0,0,0,0.020039,0.929353,0.0506084
246900000,6678.25,20852.4,7380,0.982993,0,0,0.990092,1,0,1,0,0,0,0.0574496,0.896845,0.0457049
219002051,8438.65,14999.8,7440,0.979347,0,0,0.99057,9.21246e-06,1,0,0,0,0,0.0192978,0.929438,0.0512638
246900000,6827.85,21115.4,7440,0.972167,0,0,1,1,0,1,0,0,0,0.050886,0.89131,0.0578042
219002051,8605.88,14865.8,7500,0.979923,0,0,0.98959,4.40361e-06,1,0,0,0,0,0.0201906,0.927595,0.0522142
246900000,6977.91,21378.4,7500,0.981852,0,0,0.995193,1,0,1,0,0,0,0.0712162,0.89566,0.0331237
219002051,8773.12,14731.8,7560,0.979679,0,0,0.990172,1.70095e-05,1,0,0,0,0,0.0208355,0.927482,0.051682
246900000,7128.44,21641.5,7560,0.971791,0,0,0.983102,1,0,1,0,0,0,0.0470301,0.922499,0.0304706
219002051,8940.36,14597.9,7620,0.980433,0,0,0.99012,3.36237e-06,1,0,0,0,0,0.0196501,0.929426,0.0509242
246900000,7279.09,21904.6,7620,0.980349,0,0,0.993001,1,0,1,0,0,0,0.0476228,0.91123,0.0411468
219002051,9107.61,14464,7680,0.980351,0,0,0.989861,6.69241e-06,1,0,0,0,0,0.0206528,0.927408,0.051939
246900000,7429.76,22167.5,7680,0.978082,0,0,0.99256,1,0,1,0,0,0,0.028829,0.925023,0.0461476
219002051,9274.86,14330,7740,0.980647,0,0,0.99043,1.01964e-05,1,0,0,0,0,0.02026,0.929665,0.0500749
246900000,7580.34,22430.6,7740,0.985134,0,0,1,1,0,1,0,0,0,0.0316297,0.894033,0.0743372
219002051,9442.11,14196.1,7800,0.97949,0,0,0.989964,6.79448e-06,1,0,0,0,0,0.0200654,0.928684,0.0512503
246900000,7731.04,22693.6,7800,0.982034,0,0,0.990166,1,0,1,0,0,0,0.041555,0.932395,0.0260504
219002051,9609.37,14062.2,7860,0.979401,0,0,0.989919,6.69365e-06,1,0,0,0,0,0.0194504,0.929112,0.0514371
246900000,7881.77,22956.5,7860,0.977308,0,0,0.994533,1,0,1,0,0,0,0.0405913,0.895525,0.0638832
219002051,9776.53,13928.3,7920,0.979864,0,0,0.989817,1.01979e-05,1,0,0,0,0,0.0209874,0.927385,0.0516278
246900000,8033.2,23223.1,7920,0.983838,0,0,0.990755,1,0,1,0,0,0,0.0284515,0.914182,0.0573664
219002051,9943.8,13794.4,7980,0.980358,0,0,0.989569,1.02794e-05,1,0,0,0,0,0.0183122,0.930113,0.0515748
246900000,8184.18,23486.1,7980,0.980861,0,0,0.995181,1,0,1,0,0,0,0.0451684,0.8965,0.0583311
219002051,10111.1,13660.6,8040,0.979916,0,0,0.990375,1.01948e-05,1,0,0,0,0,0.019912,0.928146,0.0519422
246900000,8335.17,23748.6,8040,0.985983,0,0,0.982408,1,0,1,0,0,0,0.0483327,0.904142,0.0475258
219002051,10278.3,13526.7,8100,0.979971,0,0,0.989604,9.9692e-06,1,0,0,0,0,0.0214056,0.92659,0.0520049
246900000,8486.18,24011.3,8100,0.992062,0,0,0.990369,1,0,1,0,0,0,0.0208852,0.947688,0.0314268
219002051,10445.6,13392.9,8160,0.980842,0,0,0.989971,1.02022e-05,1,0,0,0,0,0.0186321,0.930682,0.0506856
246900000,8637.1,24273.8,8160,0.984189,0,0,0.985215,1,0,1,0,0,0,0.04325,0.925132,0.0316179
219002051,10612.9,13259,8220,0.980116,0,0,0.990361,0,1,0,0,0,0,0.020036,0.928437,0.0515266
246900000,8788.15,24536.3,8220,0.989273,0,0,0.990237,1,0,1,0,0,0,0.0730237,0.872225,0.054751
219002051,10780.2,13125.2,8280,0.979987,0,0,0.990068,4.77915e-06,1,0,0,0,0,0.020501,0.928225,0.0512738
246900000,8939.1,24798.8,8280,0.974862,0,0,0.995331,1,0,1,0,0,0,0.0526288,0.911411,0.0359599
