mmsi,x,y,time,colreg_compliant,distance_risk_of_collision,distance_risk_of_collision_front,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher
235068085,-1591.86,4895.43,4260,0.988129,0,0,0.98938,0,0,0,0,0,1,0.0575922,0.882143,0.0602652
311816000,1833.58,9713.72,4260,0.98022,0,0,0.98988,0,0,0,0,1,0,0.0495449,0.901265,0.0491897
235068085,-1111.18,5264.51,4320,0.977563,0,0,0.99038,0,0,0,0,0,1,0.0914683,0.860459,0.048073
311816000,1982.14,9983.93,4320,0.98055,0,0,0.98948,0,0,0,0,1,0,0.0501716,0.899487,0.0503412
235068085,-645.721,5631.85,4380,0.988834,0,0,0.9899,0,0,0,0,0,1,0.038581,0.894393,0.0670259
311816000,2137.82,10247.2,4380,0.980469,0,0,0.98985,1.80085e-05,0,0,0,1,0,0.0500704,0.898649,0.0512807
235068085,-165.848,6010.48,4440,0.981955,0,0,0.98997,0,0,0,0,0,1,0.0445012,0.890108,0.065391
311816000,2292.97,10513.9,4440,0.979252,0,0,0.98953,8.99923e-06,0,0,0,1,0,0.0511461,0.897715,0.0511391
235068085,251.621,6414.12,4500,0.982055,0,0,0.992688,4.23229e-07,0,0,0,0,1,0.0669886,0.841302,0.0917097
311816000,2447.34,10774.1,4500,0.980006,0,0,0.98999,7.96176e-06,0,0,0,1,0,0.0493629,0.900156,0.0504808
235068085,559.698,6908.97,4560,0.996165,0,0,0.991765,1.50912e-06,0,0,0,0,1,0.0411476,0.911685,0.0471672
311816000,2591.23,11024.9,4560,0.979586,0,0,0.9901,1.39574e-05,0,0,0,1,0,0.0504162,0.899292,0.0502921
235068085,817.341,7441.07,4620,0.971045,0,0,0.992285,1.27342e-06,0,0,0,0,1,0.0444238,0.914553,0.0410233
311816000,2746.96,11281.9,4620,0.979628,0,0,0.98962,6.9777e-06,0,0,0,1,0,0.0494159,0.899866,0.0507183
235068085,1069.1,8001.7,4680,0.974644,0,0,0.993764,1.32228e-06,0,0,0,0,1,0.0509904,0.898174,0.0508354
311816000,2904.14,11532.7,4680,0.97953,0,0,0.99053,6.97242e-06,0,0,0,1,0,0.050271,0.90189,0.0478386
235068085,1316.19,8587.68,4740,0.985831,0,0,0.998168,5.8748e-07,0,0,0,0,1,0.0607886,0.892877,0.0463341
311816000,3055.2,11783.2,4740,0.980437,0,0,0.9897,2.13838e-05,0,0,0,1,0,0.0504746,0.899906,0.049619
235068085,1543.4,9108.49,4800,0.982225,0,0,0.992387,2.06003e-06,0,0,0,0,1,0.0561654,0.918761,0.0250732
311816000,3206.29,12033.7,4800,0.97948,0,0,0.98978,2.4373e-05,0,0,0,1,0,0.0490092,0.90088,0.0501103
235068085,1763.64,9663.72,4860,0.972269,0,0,0.992304,1.28344e-06,0,0,0,0,1,0.0421777,0.93244,0.0253825
311816000,3359.61,12283.4,4860,0.979456,0,0,0.98943,7.08353e-06,0,0,0,1,0,0.0519308,0.898983,0.0490863
235068085,1990.76,10270.1,4920,0.975668,0,0,0.998244,1.78739e-06,0,0,0,0,1,0.0585989,0.888446,0.052955
311816000,3519.07,12531.1,4920,0.980194,0,0,0.99027,1.21364e-05,0,0,0,1,0,0.0490182,0.90108,0.0499019
235068085,2218.15,10904,4980,0.976979,0,0,0.992121,8.29877e-07,0,0,0,0,1,0.0173552,0.932155,0.0504897
311816000,3685.21,12775.8,4980,0.98055,0,0,0.99032,1.21342e-05,0,0,0,1,0,0.0513148,0.898616,0.0500692
235068085,2413.76,11447.2,5040,0.984481,0,0,0.985585,2.62665e-06,0,0,0,0,1,0.0365348,0.905807,0.0576582
311816000,3856.38,13019.7,5040,0.979632,0,0,0.98976,2.42472e-05,0,0,0,1,0,0.0484532,0.901622,0.0499249
235068085,2594.59,11938.8,5100,0.980933,0,0,0.992606,1.59462e-06,0,0,0,0,1,0.0177353,0.92139,0.0608745
311816000,4016.32,13264.5,5100,0.980275,0,0,0.98983,1.21002e-05,0,0,0,1,0,0.0512266,0.897967,0.0508061
235068085,2825.97,12588.6,5160,0.98055,0,0,0.987275,1.82262e-06,0,0,0,0,1,0.0547087,0.916297,0.0289943
311816000,4183.49,13503.3,5160,0.980404,0,0,0.9902,1.94908e-05,0,0,0,1,0,0.0494448,0.900655,0.0499002
235068085,3028.19,13146.1,5220,0.975399,0,0,0.997453,1.54446e-06,0,0,0,0,1,0.0623413,0.905282,0.0323763
311816000,4340.22,13746.7,5220,0.97962,0,0,0.98989,1.57863e-05,0,0,0,1,0,0.0500121,0.901448,0.0485402
235068085,3221.08,13650.7,5280,0.985306,0,0,0.997913,2.02799e-06,0,0,0,0,1,0.0660252,0.883139,0.0508355
311816000,4498.76,13992.9,5280,0.98056,0,0,0.99049,5.26347e-06,0,0,0,1,0,0.0491499,0.90018,0.0506702
235068085,3447.01,14257.9,5340,0.986017,0,0,0.987115,5.77799e-05,0,0,0,0,1,0.0400196,0.891506,0.0684741
311816000,4662.22,14240,5340,0.980436,0,0,0.99004,1.05245e-05,0,0,0,1,0,0.0505291,0.899025,0.0504463
235068085,3635.11,14756.7,5400,0.967921,0,0,0.987273,2.56975e-06,0,0,0,0,1,0.0623645,0.922853,0.0147824
311816000,4835.71,14485.5,5400,0.980104,0,0,0.99003,8.22148e-06,0,0,0,1,0,0.0504416,0.899722,0.0498361
235068085,3839.85,15310.1,5460,0.968538,0,0,0.993579,2.2347e-06,0,0,0,0,1,0.0605068,0.892953,0.0465399
311816000,5007.33,14732.2,5460,0.979491,0,0,0.98967,5.75455e-06,0,0,0,1,0,0.0498251,0.900902,0.0492733
