;mmsi;date_time_utc;sog;cog;true_heading;nav_status;calc_speed;lon;lat
0;211165590;2019-05-05 10:40:00;;;;;;7.56549;62.9471
1;211165590;2019-05-05 10:41:00;6.4;240.4;511.0;-99.0;;7.562485;62.946316
2;211165590;2019-05-05 10:42:00;6.3;241.6;511.0;-99.0;;7.55897;62.94548
3;211165590;2019-05-05 10:43:00;6.4;241.5;511.0;-99.0;;7.555628;62.944625
4;211165590;2019-05-05 10:44:00;6.3;240.3;511.0;-99.0;;7.552199;62.943777
5;211165590;2019-05-05 10:45:00;6.4;241.5;511.0;-99.0;;7.548802;62.942869
6;211165590;2019-05-05 10:46:00;6.4;241.4;511.0;-99.0;;7.545414;62.94204
7;211165590;2019-05-05 10:47:00;6.4;240.8;511.0;-99.0;;7.541927;62.941169
8;211165590;2019-05-05 10:48:00;6.5;241.5;511.0;-99.0;;7.538535;62.940297
9;211165590;2019-05-05 10:49:00;6.5;241.7;511.0;-99.0;;7.535095;62.93949
10;211165590;2019-05-05 10:50:00;6.4;251.0;511.0;-99.0;;7.531478;62.938833
11;211165590;2019-05-05 10:51:00;6.4;251.7;511.0;-99.0;;7.527835;62.938259
12;211165590;2019-05-05 10:52:00;6.5;253.0;511.0;-99.0;;7.523977;62.937736
13;211165590;2019-05-05 10:53:00;6.6;253.3;511.0;-99.0;;7.520182;62.937158
14;211165590;2019-05-05 10:54:00;6.6;252.4;511.0;-99.0;;7.516399;62.936662
15;257036890;2019-05-05 10:40:00;;;;;;7.37647;62.9634
16;257036890;2019-05-05 10:41:00;;;;;;7.37647;62.9634
17;257036890;2019-05-05 10:42:00;;;;;;7.37647;62.9634
18;257036890;2019-05-05 10:43:00;0.0;185.1;511.0;-99.0;;7.376467;62.963432
19;257036890;2019-05-05 10:44:00;0.0;185.1;511.0;-99.0;;7.376464;62.963465
20;257036890;2019-05-05 10:45:00;0.0;185.1;511.0;-99.0;;7.37646;62.963498
21;257036890;2019-05-05 10:46:00;;;;;;7.37646;62.9635
22;257036890;2019-05-05 10:47:00;;;;;;7.37646;62.9635
23;257036890;2019-05-05 10:48:00;;;;;;7.37646;62.9635
24;257036890;2019-05-05 10:49:00;;;;;;7.37646;62.9635
25;257036890;2019-05-05 10:50:00;;;;;;7.37646;62.9635
26;257036890;2019-05-05 10:51:00;;;;;;7.37646;62.9635
27;257036890;2019-05-05 10:52:00;;;;;;7.37646;62.9635
28;257036890;2019-05-05 10:53:00;;;;;;7.37646;62.9635
29;257036890;2019-05-05 10:54:00;;;;;;7.37646;62.9635
30;257524900;2019-05-05 10:40:00;;;;;;7.37662;62.9635
31;257524900;2019-05-05 10:41:00;;;;;;7.37662;62.9635
32;257524900;2019-05-05 10:42:00;;;;;;7.37662;62.9635
33;257524900;2019-05-05 10:43:00;;;;;;7.37662;62.9635
34;257524900;2019-05-05 10:44:00;;;;;;7.37662;62.9635
35;257524900;2019-05-05 10:45:00;;;;;;7.37662;62.9635
36;257524900;2019-05-05 10:46:00;;;;;;7.37662;62.9635
37;257524900;2019-05-05 10:47:00;;;;;;7.37662;62.9635
38;257524900;2019-05-05 10:48:00;;;;;;7.37662;62.9635
39;257524900;2019-05-05 10:49:00;;;;;;7.37662;62.9635
40;257524900;2019-05-05 10:50:00;;;;;;7.37662;62.9635
41;257524900;2019-05-05 10:51:00;;;;;;7.37662;62.9635
42;257524900;2019-05-05 10:52:00;;;;;;7.37662;62.9635
43;257524900;2019-05-05 10:53:00;;;;;;7.37662;62.9635
44;257524900;2019-05-05 10:54:00;;;;;;7.37662;62.9635
45;258096750;2019-05-05 10:40:00;;;;;;7.48977;62.9308
46;258096750;2019-05-05 10:41:00;7.1;122.3;511.0;-99.0;;7.490201;62.930687
47;258096750;2019-05-05 10:42:00;7.2;90.8;511.0;-99.0;;7.494167;62.9301
48;258096750;2019-05-05 10:43:00;7.0;79.9;511.0;-99.0;;7.498507;62.930247
49;258096750;2019-05-05 10:44:00;7.2;79.9;511.0;-99.0;;7.502784;62.930579
50;258096750;2019-05-05 10:45:00;7.2;81.1;511.0;-99.0;;7.507109;62.930947
51;258096750;2019-05-05 10:46:00;7.2;80.8;511.0;-99.0;;7.511414;62.931248
52;258096750;2019-05-05 10:47:00;7.3;80.3;511.0;-99.0;;7.515786;62.931552
53;258096750;2019-05-05 10:48:00;7.4;80.5;511.0;-99.0;;7.520201;62.931924
54;258096750;2019-05-05 10:49:00;7.4;81.0;511.0;-99.0;;7.524549;62.932236
55;258096750;2019-05-05 10:50:00;7.4;81.2;511.0;-99.0;;7.529029;62.932545
56;258096750;2019-05-05 10:51:00;7.4;81.2;511.0;-99.0;;7.533536;62.932853
57;258096750;2019-05-05 10:52:00;7.4;80.8;511.0;-99.0;;7.538002;62.93323
58;258096750;2019-05-05 10:53:00;7.4;80.7;511.0;-99.0;;7.542336;62.93352
59;258096750;2019-05-05 10:54:00;7.3;80.9;511.0;-99.0;;7.546856;62.933852
