Unnamed: 0;mmsi;date_time_utc;sog;cog;true_heading;nav_status;calc_speed;lon;lat
490305;212052000;2019-02-02 08:22:14;9.6;4.8;4;0;7.1;4.20754;59.4424
490306;212052000;2019-02-02 08:22:18;9.5;3.3;4;0;10.7;4.20755;59.4426
490307;212052000;2019-02-02 08:22:21;9.6;3.8;4;0;7.1;4.20757;59.4427
490308;212052000;2019-02-02 08:22:29;9.5;5.2;4;0;8.0;4.20763;59.443
490309;212052000;2019-02-02 08:22:32;9.6;3.6;4;0;14.3;4.20764;59.4432
490310;212052000;2019-02-02 08:22:34;9.5;3.8;4;0;10.7;4.20766;59.4433
490311;212052000;2019-02-02 08:22:38;9.6;5.9;4;0;10.7;4.20771;59.4435
490312;212052000;2019-02-02 08:22:41;9.5;3.8;4;0;7.1;4.20771;59.4436
490313;212052000;2019-02-02 08:22:45;9.6;3.5;4;0;5.3;4.20773;59.4437
490314;212052000;2019-02-02 08:22:48;9.6;5.4;4;0;14.3;4.20777;59.4439
490315;212052000;2019-02-02 08:22:52;9.5;4.3;4;0;5.3;4.20779;59.444
490316;212052000;2019-02-02 08:22:56;9.6;3.5;3;0;10.7;4.2078;59.4442
490317;212052000;2019-02-02 08:22:59;9.5;5.0;4;0;14.3;4.20784;59.4444
490318;212052000;2019-02-02 08:23:05;9.6;3.5;4;0;10.7;4.20787;59.4447
490319;212052000;2019-02-02 08:23:35;9.6;4.4;4;0;9.4;4.20807;59.446
490320;212052000;2019-02-02 08:23:38;9.7;4.9;3;0;7.1;4.2081;59.4461
490321;212052000;2019-02-02 08:23:42;9.6;3.7;3;0;10.7;4.20811;59.4463
490322;212052000;2019-02-02 08:23:46;9.7;4.1;3;0;5.3;4.20814;59.4464
490323;212052000;2019-02-02 08:23:49;9.6;4.7;3;0;7.1;4.20817;59.4465
490324;212052000;2019-02-02 08:23:54;9.6;3.4;3;0;12.8;4.2082;59.4468
490325;212052000;2019-02-02 08:24:05;9.6;4.6;3;0;9.7;4.20827;59.4473
490326;212052000;2019-02-02 08:24:35;9.7;2.2;2;0;9.3;4.20841;59.4486
490327;212052000;2019-02-02 08:24:45;9.7;3.8;3;0;10.7;4.20848;59.4491
490328;212052000;2019-02-02 08:24:48;9.7;1.3;3;0;14.3;4.20846;59.4493
490329;212052000;2019-02-02 08:24:52;9.7;2.8;3;0;5.3;4.20849;59.4494
490330;212052000;2019-02-02 08:24:55;9.7;4.6;3;0;7.1;4.20853;59.4495
490331;212052000;2019-02-02 08:24:59;9.7;2.6;4;0;10.7;4.20853;59.4497
490332;212052000;2019-02-02 08:25:02;9.7;1.8;4;0;7.1;4.20853;59.4498
490333;212052000;2019-02-02 08:25:04;9.7;2.9;4;0;21.4;4.20855;59.45
490334;212052000;2019-02-02 08:25:08;9.7;3.8;4;0;10.7;4.20859;59.4502
490335;212052000;2019-02-02 08:25:11;9.6;3.5;5;0;7.1;4.2086;59.4503
490336;212052000;2019-02-02 08:25:19;9.7;3.1;5;0;10.7;4.20867;59.4507
490337;212052000;2019-02-02 08:25:29;9.7;3.0;6;0;9.2;4.20867;59.451
490338;212052000;2019-02-02 08:25:31;9.7;4.3;7;0;21.4;4.20872;59.4512
490339;212052000;2019-02-02 08:25:34;9.7;5.4;8;0;7.1;4.20875;59.4513
490340;212052000;2019-02-02 08:25:38;9.7;3.9;8;0;10.7;4.20877;59.4515
490341;212052000;2019-02-02 08:25:42;9.6;4.2;9;0;5.3;4.20879;59.4516
490342;212052000;2019-02-02 08:25:46;9.6;6.2;9;0;10.7;4.20883;59.4518
490343;212052000;2019-02-02 08:25:49;9.6;5.6;10;0;7.1;4.20887;59.4519
490344;212052000;2019-02-02 08:25:52;9.6;5.1;10;0;14.3;4.20888;59.4521
490345;212052000;2019-02-02 08:25:54;9.6;6.9;11;0;10.7;4.20893;59.4522
490346;212052000;2019-02-02 08:25:58;9.6;7.4;11;0;10.7;4.20898;59.4524
490347;212052000;2019-02-02 08:26:01;9.6;6.5;12;0;7.1;4.209;59.4525
490348;212052000;2019-02-02 08:26:05;9.6;8.0;13;0;10.7;4.20905;59.4527
490349;212052000;2019-02-02 08:26:09;9.6;8.1;13;0;5.3;4.20909;59.4528
490350;212052000;2019-02-02 08:26:12;9.6;8.1;14;0;14.3;4.20914;59.453
490351;212052000;2019-02-02 08:26:19;9.6;9.8;16;0;9.7;4.20933;59.4533
490352;212052000;2019-02-02 08:26:21;9.6;9.6;16;0;10.7;4.20929;59.4534
490353;212052000;2019-02-02 08:26:28;9.5;11.7;19;0;9.4;4.20942;59.4537
490354;212052000;2019-02-02 08:26:32;9.6;12.2;18;0;5.3;4.20949;59.4538
490355;212052000;2019-02-02 08:26:35;9.6;11.7;18;0;14.3;4.20953;59.454
490356;212052000;2019-02-02 08:26:39;9.5;12.3;20;0;11.2;4.20967;59.4542
490357;212052000;2019-02-02 08:26:43;9.5;14.7;21;0;5.3;4.2097;59.4543
490358;212052000;2019-02-02 08:26:48;9.5;14.6;23;0;13.2;4.20985;59.4546
490359;212052000;2019-02-02 08:26:52;9.4;17.0;23;0;5.8;4.20994;59.4547
490360;212052000;2019-02-02 08:26:55;9.5;17.7;23;0;7.8;4.21002;59.4548
490361;212052000;2019-02-02 08:26:59;9.4;16.6;24;0;11.2;4.21017;59.455
490362;212052000;2019-02-02 08:27:02;9.5;19.0;24;0;7.1;4.21022;59.4551
490363;212052000;2019-02-02 08:27:04;9.4;20.9;24;0;11.7;4.21032;59.4552
490364;212052000;2019-02-02 08:27:09;9.5;20.0;24;0;8.9;4.21044;59.4554
490365;212052000;2019-02-02 08:27:11;9.5;19.4;24;0;11.7;4.21052;59.4555
490366;212052000;2019-02-02 08:27:18;9.5;22.9;25;0;10.3;4.21083;59.4558
490367;212052000;2019-02-02 08:27:22;9.5;20.4;25;0;5.3;4.21084;59.4559
490368;212052000;2019-02-02 08:27:29;9.4;23.1;26;0;10.6;4.21117;59.4562
490369;212052000;2019-02-02 08:27:31;9.5;22.0;26;0;10.7;4.21118;59.4563
490370;212052000;2019-02-02 08:27:34;9.5;21.2;25;0;7.8;4.21127;59.4564
490371;212052000;2019-02-02 08:27:38;9.5;22.6;26;0;11.2;4.21138;59.4566
490372;212052000;2019-02-02 08:27:41;9.5;23.5;27;0;8.4;4.21153;59.4567
490373;212052000;2019-02-02 08:27:49;9.5;22.8;26;0;8.5;4.21176;59.457
490374;212052000;2019-02-02 08:27:52;9.5;24.6;28;0;8.4;4.21188;59.4571
490375;212052000;2019-02-02 08:27:54;9.5;24.6;28;0;11.7;4.21199;59.4572
490376;212052000;2019-02-02 08:28:01;9.5;24.7;28;0;10.0;4.21223;59.4575
490377;212052000;2019-02-02 08:28:04;9.5;26.1;28;0;8.4;4.21236;59.4576
490378;212052000;2019-02-02 08:28:08;9.6;24.4;27;0;11.2;4.2125;59.4578
490379;212052000;2019-02-02 08:28:19;9.5;26.0;28;0;8.5;4.21283;59.4582
490380;212052000;2019-02-02 08:28:21;9.5;25.1;28;0;12.6;4.21298;59.4583
490381;212052000;2019-02-02 08:28:28;9.5;26.2;29;0;10.0;4.21326;59.4586
490382;212052000;2019-02-02 08:28:31;9.4;25.7;29;0;7.8;4.21337;59.4587
490383;212052000;2019-02-02 08:28:35;9.6;26.7;29;0;6.3;4.2135;59.4588
490384;212052000;2019-02-02 08:28:39;9.4;27.1;30;0;11.7;4.21367;59.459
490385;212052000;2019-02-02 08:28:42;9.6;26.8;29;0;7.8;4.21377;59.4591
490386;212052000;2019-02-02 08:28:46;9.5;27.5;29;0;6.3;4.2139;59.4592
490387;212052000;2019-02-02 08:28:48;9.5;27.7;30;0;11.7;4.214;59.4593
490388;212052000;2019-02-02 08:28:51;9.5;28.5;29;0;15.6;4.21419;59.4595
490389;212052000;2019-02-02 08:28:54;9.5;27.2;29;0;7.8;4.2143;59.4596
490390;212052000;2019-02-02 08:28:58;9.5;27.5;29;0;6.3;4.21442;59.4597
490391;212052000;2019-02-02 08:29:02;9.5;29.0;29;0;11.7;4.2146;59.4599
490392;212052000;2019-02-02 08:29:05;9.5;28.1;29;0;8.4;4.21472;59.46
490393;212052000;2019-02-02 08:29:09;9.5;27.5;28;0;11.7;4.21488;59.4602
490394;212052000;2019-02-02 08:29:11;9.5;27.8;28;0;12.6;4.215;59.4603
490395;212052000;2019-02-02 08:29:18;9.6;27.8;28;0;10.3;4.21529;59.4606
490396;212052000;2019-02-02 08:29:22;9.5;26.6;27;0;5.8;4.2154;59.4607
490397;212052000;2019-02-02 08:29:25;9.6;27.0;27;0;7.8;4.2155;59.4608
490398;212052000;2019-02-02 08:29:29;9.5;27.3;28;0;6.3;4.21564;59.4609
490399;212052000;2019-02-02 08:29:32;9.6;27.5;27;0;15.6;4.21581;59.4611
490400;212052000;2019-02-02 08:29:34;9.6;26.5;27;0;11.7;4.21591;59.4612
490401;212052000;2019-02-02 08:29:38;9.6;26.1;27;0;5.8;4.21602;59.4613
490402;212052000;2019-02-02 08:29:41;9.6;26.9;27;0;15.6;4.21619;59.4615
490403;212052000;2019-02-02 08:29:48;9.6;25.8;27;0;10.0;4.21645;59.4618
490404;212052000;2019-02-02 08:29:52;9.5;25.7;27;0;5.8;4.21656;59.4619
490405;212052000;2019-02-02 08:29:55;9.6;26.6;27;0;8.4;4.21669;59.462
490406;212052000;2019-02-02 08:29:59;9.5;25.7;27;0;6.3;4.21683;59.4621
490407;212052000;2019-02-02 08:30:04;9.5;26.6;28;0;14.0;4.21707;59.4624
490408;212052000;2019-02-02 08:30:08;9.6;25.6;27;0;6.3;4.21722;59.4625
490409;212052000;2019-02-02 08:30:12;9.6;25.5;27;0;11.2;4.21733;59.4627
490410;212052000;2019-02-02 08:30:15;9.6;27.0;28;0;8.4;4.21746;59.4628
490411;212052000;2019-02-02 08:30:19;9.6;26.0;27;0;6.3;4.21761;59.4629
490412;212052000;2019-02-02 08:30:22;9.6;25.1;27;0;14.3;4.21771;59.4631
490413;212052000;2019-02-02 08:30:24;9.6;26.3;27;0;12.6;4.21784;59.4632
490414;212052000;2019-02-02 08:30:28;9.5;26.6;28;0;6.8;4.218;59.4633
490415;212052000;2019-02-02 08:30:31;9.6;25.7;27;0;14.9;4.21811;59.4635
490416;212052000;2019-02-02 08:30:35;9.6;25.8;27;0;6.3;4.21823;59.4636
490417;212052000;2019-02-02 08:30:39;9.5;27.1;29;0;6.8;4.21839;59.4637
490418;212052000;2019-02-02 08:30:42;9.6;27.3;28;0;14.9;4.21851;59.4639
490419;212052000;2019-02-02 08:30:49;9.6;26.4;28;0;10.3;4.21883;59.4642
490420;212052000;2019-02-02 08:30:53;9.6;28.1;29;0;1.9;4.21891;59.4642
490421;212052000;2019-02-02 08:30:54;9.6;26.8;29;0;44.7;4.21902;59.4644
490422;212052000;2019-02-02 08:30:58;9.6;27.2;28;0;6.3;4.21914;59.4645
490423;212052000;2019-02-02 08:31:02;9.6;27.6;29;0;6.8;4.21931;59.4646
490424;212052000;2019-02-02 08:31:05;9.5;27.0;29;0;14.9;4.21943;59.4648
490425;212052000;2019-02-02 08:31:09;9.6;28.1;28;0;12.6;4.21967;59.465
490426;212052000;2019-02-02 08:31:12;9.6;27.8;28;0;1.3;4.21972;59.465
490427;212052000;2019-02-02 08:31:14;9.6;27.4;28;0;22.4;4.21984;59.4652
490428;212052000;2019-02-02 08:31:18;9.6;27.5;28;0;6.8;4.22;59.4653
490429;212052000;2019-02-02 08:31:22;9.6;27.9;28;0;6.3;4.22013;59.4654
490430;212052000;2019-02-02 08:31:25;9.6;27.9;29;0;9.7;4.22033;59.4655
490431;212052000;2019-02-02 08:31:29;9.6;27.6;28;0;10.7;4.22041;59.4657
490432;212052000;2019-02-02 08:31:32;9.6;27.6;28;0;8.4;4.22053;59.4658
490433;212052000;2019-02-02 08:31:34;9.6;27.9;28;0;12.6;4.22066;59.4659
490434;212052000;2019-02-02 08:31:39;9.6;28.1;28;0;13.2;4.22083;59.4662
490435;212052000;2019-02-02 08:31:48;9.6;27.6;28;0;8.6;4.22123;59.4665
490436;212052000;2019-02-02 08:31:52;9.6;27.8;28;0;6.3;4.22136;59.4666
490437;212052000;2019-02-02 08:31:55;9.6;28.3;27;0;8.4;4.22149;59.4667
490438;212052000;2019-02-02 08:31:59;9.7;26.8;27;0;11.2;4.22164;59.4669
490439;212052000;2019-02-02 08:32:01;9.6;27.4;28;0;12.6;4.22176;59.467
490440;212052000;2019-02-02 08:32:04;9.7;28.0;27;0;8.4;4.2219;59.4671
490441;212052000;2019-02-02 08:32:08;9.6;26.5;27;0;10.7;4.222;59.4673
490442;212052000;2019-02-02 08:32:11;9.7;27.3;27;0;9.1;4.22217;59.4674
490443;212052000;2019-02-02 08:32:15;9.7;27.3;28;0;6.3;4.22229;59.4675
490444;212052000;2019-02-02 08:32:19;9.7;26.8;27;0;11.7;4.22245;59.4677
490445;212052000;2019-02-02 08:32:22;9.7;26.8;27;0;8.4;4.22257;59.4678
490446;212052000;2019-02-02 08:32:24;9.7;26.8;27;0;21.4;4.22267;59.468
490447;212052000;2019-02-02 08:32:28;9.7;26.9;27;0;7.3;4.22285;59.4681
490448;212052000;2019-02-02 08:32:34;9.7;26.1;27;0;8.1;4.22307;59.4683
490449;212052000;2019-02-02 08:32:38;9.7;26.8;27;0;11.7;4.22324;59.4685
490450;212052000;2019-02-02 08:32:42;9.7;27.1;28;0;6.3;4.22336;59.4686
490451;212052000;2019-02-02 08:32:45;9.7;26.0;28;0;7.8;4.22347;59.4687
490452;212052000;2019-02-02 08:32:49;9.7;26.1;27;0;7.3;4.22367;59.4688
490453;212052000;2019-02-02 08:32:51;9.7;27.3;28;0;21.4;4.22376;59.469
490454;212052000;2019-02-02 08:32:54;9.6;26.0;28;0;7.8;4.22387;59.4691
490455;212052000;2019-02-02 08:32:58;9.7;26.1;27;0;11.2;4.224;59.4693
490456;212052000;2019-02-02 08:33:05;9.6;27.3;29;0;7.5;4.22428;59.4695
490457;212052000;2019-02-02 08:33:09;9.7;26.2;28;0;10.7;4.22438;59.4697
490458;212052000;2019-02-02 08:33:12;9.6;27.4;28;0;9.1;4.22455;59.4698
490459;212052000;2019-02-02 08:33:14;9.7;28.2;28;0;12.6;4.22469;59.4699
490460;212052000;2019-02-02 08:33:18;9.7;27.1;28;0;11.2;4.22483;59.4701
490461;212052000;2019-02-02 08:33:21;9.7;26.7;28;0;8.4;4.22495;59.4702
490462;212052000;2019-02-02 08:33:25;9.7;27.5;28;0;6.3;4.22508;59.4703
490463;212052000;2019-02-02 08:33:28;9.6;27.6;29;0;14.3;4.22517;59.4705
490464;212052000;2019-02-02 08:33:32;9.7;27.8;28;0;7.3;4.22537;59.4706
490465;212052000;2019-02-02 08:33:35;9.7;26.7;28;0;7.8;4.22548;59.4707
490466;212052000;2019-02-02 08:33:39;9.7;28.1;29;0;11.7;4.22566;59.4709
490467;212052000;2019-02-02 08:33:41;9.7;28.6;29;0;22.4;4.22579;59.471
490468;212052000;2019-02-02 08:33:45;9.7;26.8;28;0;5.8;4.22589;59.4711
490469;212052000;2019-02-02 08:33:48;9.7;27.7;29;0;15.6;4.22606;59.4713
490470;212052000;2019-02-02 08:33:55;9.7;27.2;28;0;7.2;4.22631;59.4715
490471;212052000;2019-02-02 08:33:59;9.6;28.2;28;0;11.7;4.22648;59.4717
490472;212052000;2019-02-02 08:34:02;9.7;27.9;28;0;8.4;4.2266;59.4718
490473;212052000;2019-02-02 08:34:04;9.6;27.2;28;0;12.6;4.22672;59.4719
490474;212052000;2019-02-02 08:34:08;9.7;28.3;28;0;11.7;4.22689;59.4721
490475;212052000;2019-02-02 08:34:15;9.7;26.8;28;0;7.2;4.22713;59.4723
490476;212052000;2019-02-02 08:34:25;9.6;26.8;28;0;9.5;4.22752;59.4727
490477;212052000;2019-02-02 08:34:34;9.6;26.4;28;0;10.6;4.22792;59.4731
490478;212052000;2019-02-02 08:34:46;9.6;26.3;28;0;7.9;4.22831;59.4735
490479;212052000;2019-02-02 08:34:54;9.6;26.6;28;0;11.9;4.2287;59.4739
490480;212052000;2019-02-02 08:35:05;9.6;27.6;28;0;10.8;4.22915;59.4744
490481;212052000;2019-02-02 08:35:16;9.6;26.9;29;0;8.5;4.2295;59.4748
490482;212052000;2019-02-02 08:35:19;9.6;27.6;29;0;9.1;4.22967;59.4749
490483;212052000;2019-02-02 08:35:21;9.6;27.2;29;0;12.6;4.22979;59.475
490484;212052000;2019-02-02 08:35:24;9.6;26.7;29;0;7.8;4.2299;59.4751
490485;212052000;2019-02-02 08:35:28;9.6;27.7;29;0;11.7;4.23007;59.4753
490486;212052000;2019-02-02 08:35:32;9.6;27.4;29;0;6.3;4.23019;59.4754
490487;212052000;2019-02-02 08:35:35;9.6;27.4;29;0;8.4;4.23031;59.4755
12336926;311000038;2019-02-02 08:15:35;6.9;1.8;359;0;7.1;4.1871;59.4457
12336927;311000038;2019-02-02 08:15:39;7.2;360.0;359;0;5.3;4.18711;59.4458
12336928;311000038;2019-02-02 08:15:41;7.2;358.2;359;0;10.7;4.1871;59.4459
12336929;311000038;2019-02-02 08:15:48;7.1;2.7;359;0;6.1;4.18711;59.4461
12336930;311000038;2019-02-02 08:16:08;7.2;4.2;359;0;7.5;4.18714;59.4468
12336931;311000038;2019-02-02 08:16:11;7.1;1.3;359;0;7.1;4.18715;59.4469
12336932;311000038;2019-02-02 08:16:15;7.2;357.0;359;0;5.3;4.18715;59.447
12336933;311000038;2019-02-02 08:16:18;7.1;1.8;359;0;7.1;4.18715;59.4471
12336934;311000038;2019-02-02 08:16:22;7.1;5.1;359;0;10.7;4.18717;59.4473
12336935;311000038;2019-02-02 08:16:25;7.2;358.0;359;0;7.1;4.18718;59.4474
12336936;311000038;2019-02-02 08:16:29;7.0;0.0;359;0;5.3;4.18716;59.4475
12336937;311000038;2019-02-02 08:16:31;7.2;8.5;359;0;10.7;4.18718;59.4476
12336938;311000038;2019-02-02 08:16:34;7.2;359.8;359;0;7.1;4.1872;59.4477
12336939;311000038;2019-02-02 08:16:38;7.0;355.5;359;0;5.3;4.18717;59.4478
12336940;311000038;2019-02-02 08:16:42;7.3;5.2;359;0;5.3;4.18717;59.4479
12336941;311000038;2019-02-02 08:16:45;7.1;4.6;358;0;7.1;4.18719;59.448
12336942;311000038;2019-02-02 08:16:49;7.2;353.0;359;0;10.7;4.18718;59.4482
12336943;311000038;2019-02-02 08:16:52;7.3;0.3;359;0;7.1;4.18718;59.4483
12336944;311000038;2019-02-02 08:16:58;7.0;357.5;359;0;3.6;4.18721;59.4484
12336945;311000038;2019-02-02 08:17:01;7.4;357.0;359;0;14.3;4.18719;59.4486
