Unnamed: 0;mmsi;date_time_utc;sog;cog;true_heading;nav_status;calc_speed;lon;lat
12336946;311000038;2019-02-02 08:17:05;6.9;5.4;359;0;5.3;4.1872;59.4487
12336947;311000038;2019-02-02 08:17:08;6.9;1.3;359;0;7.1;4.18721;59.4488
12336948;311000038;2019-02-02 08:17:12;7.4;356.0;359;0;5.3;4.18719;59.4489
12336949;311000038;2019-02-02 08:17:15;6.9;3.6;359;0;7.1;4.18719;59.449
12336950;311000038;2019-02-02 08:17:17;7.1;2.0;359;0;10.7;4.1872;59.4491
12336951;311000038;2019-02-02 08:17:21;7.2;357.2;359;0;5.3;4.1872;59.4492
12336952;311000038;2019-02-02 08:17:24;7.0;0.1;359;0;7.1;4.18719;59.4493
12336953;311000038;2019-02-02 08:17:28;7.1;2.5;359;0;10.7;4.1872;59.4495
12336954;311000038;2019-02-02 08:17:32;7.1;358.0;359;0;5.3;4.1872;59.4496
12336955;311000038;2019-02-02 08:17:35;7.1;359.2;359;0;7.1;4.18719;59.4497
12336956;311000038;2019-02-02 08:17:39;7.1;2.6;359;0;5.3;4.18719;59.4498
12336957;311000038;2019-02-02 08:17:42;7.2;0.0;359;0;7.1;4.1872;59.4499
12336958;311000038;2019-02-02 08:17:48;7.2;2.4;359;0;7.1;4.18719;59.4501
12336959;311000038;2019-02-02 08:17:59;7.2;1.4;359;0;5.8;4.1872;59.4504
12336960;311000038;2019-02-02 08:18:07;7.0;0.9;359;0;10.7;4.1872;59.4508
12336961;311000038;2019-02-02 08:18:18;7.0;359.8;359;0;5.8;4.18721;59.4511
12336962;311000038;2019-02-02 08:18:29;7.2;0.2;359;0;7.8;4.18722;59.4515
12336963;311000038;2019-02-02 08:18:37;7.3;359.8;359;0;8.0;4.18722;59.4518
12336964;311000038;2019-02-02 08:18:49;7.1;0.4;359;0;5.3;4.18721;59.4521
12336965;311000038;2019-02-02 08:18:58;7.0;358.5;359;0;7.1;4.18721;59.4524
12336966;311000038;2019-02-02 08:19:08;6.9;358.5;359;0;8.6;4.1872;59.4528
12336967;311000038;2019-02-02 08:19:17;7.0;357.5;359;0;7.1;4.1872;59.4531
12336968;311000038;2019-02-02 08:19:24;7.2;356.5;359;0;6.1;4.18722;59.4533
12336969;311000038;2019-02-02 08:19:28;6.9;358.5;359;0;10.7;4.1872;59.4535
12336970;311000038;2019-02-02 08:19:31;7.3;3.3;359;0;7.1;4.18721;59.4536
12336971;311000038;2019-02-02 08:19:35;7.4;0.5;359;0;5.3;4.18722;59.4537
12336972;311000038;2019-02-02 08:19:38;6.8;356.0;359;0;7.1;4.18721;59.4538
12336973;311000038;2019-02-02 08:19:42;7.3;1.9;359;0;5.3;4.18719;59.4539
12336974;311000038;2019-02-02 08:19:44;7.3;2.3;359;0;10.7;4.18721;59.454
12336975;311000038;2019-02-02 08:19:48;7.1;356.0;359;0;5.3;4.1872;59.4541
12336976;311000038;2019-02-02 08:19:51;7.2;1.3;359;0;7.1;4.18719;59.4542
12336977;311000038;2019-02-02 08:19:58;7.3;358.0;359;0;6.1;4.18721;59.4544
12336978;311000038;2019-02-02 08:20:05;7.1;5.5;359;0;6.1;4.1872;59.4546
12336979;311000038;2019-02-02 08:20:07;7.3;1.6;359;0;21.4;4.18722;59.4548
12336980;311000038;2019-02-02 08:20:14;7.1;3.1;359;0;6.1;4.1872;59.455
12336981;311000038;2019-02-02 08:20:18;7.3;5.2;359;0;5.3;4.18722;59.4551
12336982;311000038;2019-02-02 08:20:22;7.1;355.5;359;0;5.3;4.18722;59.4552
12336983;311000038;2019-02-02 08:20:29;7.1;6.5;359;0;9.2;4.18722;59.4555
12336984;311000038;2019-02-02 08:20:32;7.1;359.2;359;0;7.1;4.18723;59.4556
12336985;311000038;2019-02-02 08:20:34;7.3;354.5;359;0;10.7;4.18722;59.4557
12336986;311000038;2019-02-02 08:20:37;7.1;0.1;359;0;7.1;4.18721;59.4558
12336987;311000038;2019-02-02 08:20:41;7.1;4.7;359;0;5.3;4.18723;59.4559
12336988;311000038;2019-02-02 08:20:45;7.4;355.5;359;0;5.3;4.18723;59.456
12336989;311000038;2019-02-02 08:20:49;6.9;358.8;359;0;5.3;4.1872;59.4561
12336990;311000038;2019-02-02 08:20:52;7.2;5.2;359;0;7.1;4.18721;59.4562
12336991;311000038;2019-02-02 08:20:55;7.4;358.2;359;0;7.1;4.18722;59.4563
12336992;311000038;2019-02-02 08:20:59;7.0;354.0;359;0;5.3;4.18721;59.4564
12336993;311000038;2019-02-02 08:21:01;7.2;4.0;359;0;10.7;4.1872;59.4565
12336994;311000038;2019-02-02 08:21:04;7.2;0.6;359;0;7.1;4.18721;59.4566
12336995;311000038;2019-02-02 08:21:08;7.2;353.2;359;0;5.3;4.1872;59.4567
12336996;311000038;2019-02-02 08:21:12;7.1;4.9;359;0;10.7;4.18719;59.4569
12336997;311000038;2019-02-02 08:21:15;7.4;1.5;359;0;7.1;4.18721;59.457
12336998;311000038;2019-02-02 08:21:17;7.1;353.2;359;0;10.7;4.1872;59.4571
12336999;311000038;2019-02-02 08:21:22;7.2;4.9;359;0;4.3;4.18719;59.4572
12337000;311000038;2019-02-02 08:21:24;7.3;2.8;359;0;10.7;4.18721;59.4573
12337001;311000038;2019-02-02 08:21:28;7.0;354.8;359;0;5.3;4.18719;59.4574
12337002;311000038;2019-02-02 08:21:31;7.4;1.8;359;0;7.1;4.18719;59.4575
12337003;311000038;2019-02-02 08:21:35;7.1;2.4;359;0;5.3;4.1872;59.4576
12337004;311000038;2019-02-02 08:21:38;7.0;358.5;359;0;7.1;4.1872;59.4577
12337005;311000038;2019-02-02 08:21:42;7.3;358.5;359;0;10.7;4.18719;59.4579
12337006;311000038;2019-02-02 08:21:44;6.9;2.8;359;0;10.7;4.1872;59.458
12337007;311000038;2019-02-02 08:21:49;7.4;0.0;359;0;4.3;4.18721;59.4581
12337008;311000038;2019-02-02 08:21:51;7.1;357.0;359;0;10.7;4.18721;59.4582
12337009;311000038;2019-02-02 08:21:54;6.9;359.8;359;0;7.1;4.1872;59.4583
12337010;311000038;2019-02-02 08:21:58;7.4;4.2;359;0;5.3;4.1872;59.4584
12337011;311000038;2019-02-02 08:22:02;7.0;356.5;359;0;5.3;4.1872;59.4585
12337012;311000038;2019-02-02 08:22:07;7.5;2.9;359;0;8.6;4.18719;59.4587
12337013;311000038;2019-02-02 08:22:11;6.8;359.5;359;0;10.7;4.18719;59.4589
12337014;311000038;2019-02-02 08:22:14;7.1;358.0;359;0;7.1;4.18719;59.459
12337015;311000038;2019-02-02 08:22:17;7.4;358.8;359;0;7.1;4.18719;59.4591
12337016;311000038;2019-02-02 08:22:21;6.9;1.8;359;0;5.3;4.1872;59.4592
12337017;311000038;2019-02-02 08:22:25;7.1;1.0;359;0;5.3;4.1872;59.4593
12337018;311000038;2019-02-02 08:22:32;7.1;359.5;359;0;6.1;4.18718;59.4595
12337019;311000038;2019-02-02 08:22:34;7.0;2.7;359;0;10.7;4.18719;59.4596
12337020;311000038;2019-02-02 08:22:37;7.3;0.0;359;0;7.1;4.18719;59.4597
12337021;311000038;2019-02-02 08:22:41;7.0;357.0;359;0;10.7;4.18718;59.4599
12337022;311000038;2019-02-02 08:22:44;7.1;359.5;359;0;7.1;4.18717;59.46
12337023;311000038;2019-02-02 08:22:48;7.3;2.1;359;0;5.3;4.18718;59.4601
12337024;311000038;2019-02-02 08:22:52;6.9;357.5;359;0;5.3;4.18719;59.4602
12337025;311000038;2019-02-02 08:22:55;7.1;357.2;359;0;7.1;4.18717;59.4603
12337026;311000038;2019-02-02 08:22:59;7.3;0.3;359;0;5.3;4.18717;59.4604
12337027;311000038;2019-02-02 08:23:01;6.9;0.4;359;0;10.7;4.18717;59.4605
12337028;311000038;2019-02-02 08:23:04;7.2;356.2;359;0;7.1;4.18716;59.4606
12337029;311000038;2019-02-02 08:23:07;7.3;357.8;359;0;7.1;4.18715;59.4607
12337030;311000038;2019-02-02 08:23:15;7.3;357.5;359;0;8.0;4.18715;59.461
12337031;311000038;2019-02-02 08:23:18;7.1;356.5;359;0;7.1;4.18714;59.4611
12337032;311000038;2019-02-02 08:23:22;7.2;0.9;359;0;5.3;4.18714;59.4612
12337033;311000038;2019-02-02 08:23:24;7.1;359.5;359;0;10.7;4.18714;59.4613
12337034;311000038;2019-02-02 08:23:28;7.1;356.0;359;0;5.3;4.18712;59.4614
12337035;311000038;2019-02-02 08:23:38;7.0;355.2;359;0;6.4;4.18711;59.4617
12337036;311000038;2019-02-02 08:23:49;7.1;356.0;359;0;7.8;4.1871;59.4621
12337037;311000038;2019-02-02 08:23:58;7.0;354.8;359;0;7.1;4.18709;59.4624
12337038;311000038;2019-02-02 08:24:08;7.0;353.2;359;0;6.4;4.18706;59.4627
12337039;311000038;2019-02-02 08:24:17;7.0;352.0;359;0;7.1;4.18704;59.463
12337040;311000038;2019-02-02 08:24:21;7.2;3.0;359;0;10.7;4.18702;59.4632
12337041;311000038;2019-02-02 08:24:25;7.1;358.5;359;0;5.3;4.18703;59.4633
12337042;311000038;2019-02-02 08:24:29;7.0;353.8;359;0;5.3;4.18701;59.4634
12337043;311000038;2019-02-02 08:24:32;7.1;3.4;359;0;7.1;4.187;59.4635
12337044;311000038;2019-02-02 08:24:35;7.2;358.8;359;0;7.1;4.18701;59.4636
12337045;311000038;2019-02-02 08:24:39;7.1;351.8;359;0;5.3;4.18698;59.4637
12337046;311000038;2019-02-02 08:24:41;7.1;2.6;359;0;10.7;4.18696;59.4638
12337047;311000038;2019-02-02 08:24:44;7.2;0.2;359;0;7.1;4.18697;59.4639
12337048;311000038;2019-02-02 08:24:48;7.2;352.5;0;0;5.3;4.18695;59.464
12337049;311000038;2019-02-02 08:24:52;7.1;359.5;359;0;10.7;4.18693;59.4642
12337050;311000038;2019-02-02 08:24:55;7.2;3.6;359;0;7.1;4.18694;59.4643
12337051;311000038;2019-02-02 08:24:58;7.1;356.0;359;0;7.1;4.18695;59.4644
12337052;311000038;2019-02-02 08:25:02;7.2;354.2;0;0;5.3;4.18691;59.4645
12337053;311000038;2019-02-02 08:25:04;7.1;4.6;359;0;10.7;4.18692;59.4646
12337054;311000038;2019-02-02 08:25:07;7.2;0.1;359;0;7.1;4.18693;59.4647
12337055;311000038;2019-02-02 08:25:11;7.1;352.2;0;0;5.3;4.18689;59.4648
12337056;311000038;2019-02-02 08:25:15;7.0;1.0;359;0;5.3;4.18688;59.4649
12337057;311000038;2019-02-02 08:25:18;7.4;3.6;359;0;7.1;4.18689;59.465
12337058;311000038;2019-02-02 08:25:25;7.1;359.0;359;0;6.1;4.18686;59.4652
12337059;311000038;2019-02-02 08:25:29;7.3;0.9;359;0;10.7;4.18688;59.4654
12337060;311000038;2019-02-02 08:25:31;6.9;352.5;359;0;10.7;4.18687;59.4655
12337061;311000038;2019-02-02 08:25:34;7.2;359.5;359;0;7.1;4.18685;59.4656
12337062;311000038;2019-02-02 08:25:38;7.3;2.0;359;0;5.3;4.18685;59.4657
12337063;311000038;2019-02-02 08:25:42;7.0;355.5;359;0;5.3;4.18686;59.4658
12337064;311000038;2019-02-02 08:25:47;7.3;2.3;359;0;8.6;4.18683;59.466
12337065;311000038;2019-02-02 08:25:52;7.0;357.5;359;0;4.3;4.18683;59.4661
12337066;311000038;2019-02-02 08:25:57;7.3;359.5;359;0;8.6;4.1868;59.4663
12337067;311000038;2019-02-02 08:26:05;7.2;354.2;359;0;8.0;4.1868;59.4666
12337068;311000038;2019-02-02 08:26:08;7.3;356.5;359;0;7.1;4.18679;59.4667
12337069;311000038;2019-02-02 08:26:12;7.0;1.0;359;0;5.3;4.18679;59.4668
12337070;311000038;2019-02-02 08:26:15;7.2;357.8;359;0;7.1;4.18679;59.4669
12337071;311000038;2019-02-02 08:26:17;7.4;357.2;359;0;10.7;4.18678;59.467
12337072;311000038;2019-02-02 08:26:21;6.9;358.2;359;0;5.3;4.18677;59.4671
12337073;311000038;2019-02-02 08:26:25;7.3;0.1;359;0;5.3;4.18677;59.4672
12337074;311000038;2019-02-02 08:26:28;7.1;357.8;359;0;14.3;4.18677;59.4674
12337075;311000038;2019-02-02 08:26:32;6.9;356.5;359;0;5.3;4.18675;59.4675
12337076;311000038;2019-02-02 08:26:35;7.5;360.0;359;0;7.1;4.18675;59.4676
12337077;311000038;2019-02-02 08:26:39;7.1;359.2;359;0;5.3;4.18674;59.4677
12337078;311000038;2019-02-02 08:26:42;7.0;357.8;359;0;7.1;4.18673;59.4678
12337079;311000038;2019-02-02 08:26:48;7.0;357.5;359;0;7.1;4.18672;59.468
12337080;311000038;2019-02-02 08:26:58;7.0;357.5;359;0;6.4;4.18671;59.4683
12337081;311000038;2019-02-02 08:27:07;7.0;359.5;359;0;9.5;4.18671;59.4687
12337082;311000038;2019-02-02 08:27:18;7.0;0.6;359;0;5.8;4.18669;59.469
12337083;311000038;2019-02-02 08:27:25;7.2;355.0;359;0;6.1;4.18668;59.4692
12337084;311000038;2019-02-02 08:27:29;7.0;0.4;359;0;10.7;4.18668;59.4694
12337085;311000038;2019-02-02 08:27:31;7.3;360.0;359;0;10.7;4.18668;59.4695
12337086;311000038;2019-02-02 08:27:34;7.1;357.8;359;0;7.1;4.18668;59.4696
12337087;311000038;2019-02-02 08:27:38;7.0;357.0;359;0;5.3;4.18666;59.4697
12337088;311000038;2019-02-02 08:27:41;7.2;0.2;359;0;7.1;4.18665;59.4698
12337089;311000038;2019-02-02 08:27:45;7.2;359.0;359;0;5.3;4.18665;59.4699
12337090;311000038;2019-02-02 08:27:48;6.9;356.5;359;0;7.1;4.18664;59.47
12337091;311000038;2019-02-02 08:27:52;7.3;359.0;359;0;5.3;4.18663;59.4701
12337092;311000038;2019-02-02 08:27:57;6.9;357.2;359;0;8.6;4.18663;59.4703
12337093;311000038;2019-02-02 08:28:04;7.2;2.3;359;0;9.2;4.18661;59.4706
12337094;311000038;2019-02-02 08:28:08;6.8;358.5;359;0;5.3;4.18661;59.4707
12337095;311000038;2019-02-02 08:28:12;7.4;357.0;359;0;5.3;4.1866;59.4708
12337096;311000038;2019-02-02 08:28:17;7.0;359.2;359;0;8.6;4.1866;59.471
12337097;311000038;2019-02-02 08:28:21;7.2;359.2;359;0;5.3;4.1866;59.4711
12337098;311000038;2019-02-02 08:28:24;7.1;357.8;359;0;7.1;4.18659;59.4712
12337099;311000038;2019-02-02 08:28:28;7.0;359.5;359;0;10.7;4.18659;59.4714
12337100;311000038;2019-02-02 08:28:31;7.1;358.2;359;0;7.1;4.1866;59.4715
12337101;311000038;2019-02-02 08:28:39;7.1;359.5;359;0;5.3;4.18659;59.4717
12337102;311000038;2019-02-02 08:28:47;7.1;1.0;359;0;8.0;4.18657;59.472
12337103;311000038;2019-02-02 08:28:51;7.1;356.2;359;0;5.3;4.18655;59.4721
12337104;311000038;2019-02-02 08:28:54;7.3;358.5;359;0;7.1;4.18654;59.4722
12337105;311000038;2019-02-02 08:28:58;7.1;0.3;359;0;5.3;4.18654;59.4723
12337106;311000038;2019-02-02 08:29:02;7.1;358.0;359;0;5.3;4.18654;59.4724
12337107;311000038;2019-02-02 08:29:05;7.2;357.2;359;0;7.1;4.18652;59.4725
12337108;311000038;2019-02-02 08:29:07;7.1;358.8;359;0;10.7;4.18652;59.4726
12337109;311000038;2019-02-02 08:29:11;7.1;359.8;359;0;10.7;4.18652;59.4728
12337110;311000038;2019-02-02 08:29:18;7.3;356.8;359;0;6.1;4.18651;59.473
12337111;311000038;2019-02-02 08:29:25;7.1;3.5;359;0;6.1;4.1865;59.4732
12337112;311000038;2019-02-02 08:29:28;7.3;357.0;359;0;7.1;4.18651;59.4733
12337113;311000038;2019-02-02 08:29:32;7.0;355.0;359;0;5.3;4.18648;59.4734
12337114;311000038;2019-02-02 08:29:34;7.2;7.7;359;0;10.7;4.1865;59.4735
12337115;311000038;2019-02-02 08:29:38;7.2;355.2;359;0;10.7;4.18652;59.4737
12337116;311000038;2019-02-02 08:29:41;7.2;350.0;359;0;7.1;4.18648;59.4738
12337117;311000038;2019-02-02 08:29:45;7.2;5.1;359;0;5.3;4.18647;59.4739
12337118;311000038;2019-02-02 08:29:48;7.2;6.5;359;0;7.1;4.1865;59.474
12337119;311000038;2019-02-02 08:29:52;7.2;349.2;359;0;5.3;4.18648;59.4741
12337120;311000038;2019-02-02 08:29:55;7.2;358.0;359;0;7.1;4.18646;59.4742
12337121;311000038;2019-02-02 08:29:57;7.2;9.5;358;0;10.7;4.18648;59.4743
12337122;311000038;2019-02-02 08:30:01;7.2;352.8;359;0;5.3;4.18648;59.4744
12337123;311000038;2019-02-02 08:30:04;7.4;352.5;359;0;7.1;4.18645;59.4745
12337124;311000038;2019-02-02 08:30:08;7.0;5.8;358;0;5.3;4.18645;59.4746
12337125;311000038;2019-02-02 08:30:12;7.3;359.8;358;0;10.7;4.18647;59.4748
12337126;311000038;2019-02-02 08:30:15;7.3;349.8;359;0;7.1;4.18645;59.4749
12337127;311000038;2019-02-02 08:30:19;7.0;2.7;358;0;5.3;4.18643;59.475
12337128;311000038;2019-02-02 08:30:22;7.3;5.9;358;0;7.1;4.18645;59.4751
12337129;311000038;2019-02-02 08:30:24;7.2;351.8;359;0;10.7;4.18645;59.4752
12337130;311000038;2019-02-02 08:30:27;7.1;351.5;359;0;7.1;4.18641;59.4753
12337131;311000038;2019-02-02 08:30:31;7.2;5.8;358;0;5.3;4.18642;59.4754
12337132;311000038;2019-02-02 08:30:35;7.2;358.5;358;0;5.3;4.18643;59.4755
12337133;311000038;2019-02-02 08:30:39;7.2;349.0;359;0;10.7;4.18638;59.4757
12337134;311000038;2019-02-02 08:30:45;7.3;3.9;359;0;14.3;4.18639;59.4759
12337135;311000038;2019-02-02 08:30:47;7.1;351.0;359;0;10.7;4.18639;59.476
12337136;311000038;2019-02-02 08:30:51;7.1;357.8;359;0;5.3;4.18635;59.4761
12337137;311000038;2019-02-02 08:30:55;7.4;5.4;359;0;5.3;4.18636;59.4762
12337138;311000038;2019-02-02 08:30:58;7.0;355.8;359;0;7.1;4.18637;59.4763
12337139;311000038;2019-02-02 08:31:02;7.3;354.8;0;0;5.3;4.18633;59.4764
12337140;311000038;2019-02-02 08:31:05;7.3;5.2;359;0;7.1;4.18633;59.4765
12337141;311000038;2019-02-02 08:31:07;6.9;359.5;359;0;10.7;4.18634;59.4766
12337142;311000038;2019-02-02 08:31:12;7.4;353.5;0;0;8.6;4.18632;59.4768
12337143;311000038;2019-02-02 08:31:14;7.1;4.2;359;0;10.7;4.18631;59.4769
12337144;311000038;2019-02-02 08:31:18;7.2;359.8;359;0;5.3;4.18634;59.477
12337145;311000038;2019-02-02 08:31:21;7.2;355.0;359;0;7.1;4.18632;59.4771
12337146;311000038;2019-02-02 08:31:25;7.0;357.8;359;0;5.3;4.18631;59.4772
12337147;311000038;2019-02-02 08:31:28;7.4;5.9;359;0;7.1;4.18631;59.4773
12337148;311000038;2019-02-02 08:31:32;6.9;355.8;359;0;5.3;4.18633;59.4774
12337149;311000038;2019-02-02 08:31:34;7.1;355.2;359;0;10.7;4.18631;59.4775
12337150;311000038;2019-02-02 08:31:39;7.3;4.1;359;0;4.3;4.18631;59.4776
12337151;311000038;2019-02-02 08:31:41;7.0;358.8;359;0;10.7;4.18632;59.4777
12337152;311000038;2019-02-02 08:31:45;7.1;355.0;359;0;5.3;4.18631;59.4778
12337153;311000038;2019-02-02 08:31:48;7.1;359.5;359;0;7.1;4.1863;59.4779
12337154;311000038;2019-02-02 08:31:52;7.2;0.2;359;0;10.7;4.18631;59.4781
12337155;311000038;2019-02-02 08:31:57;7.0;0.6;359;0;8.6;4.18627;59.4783
12337156;311000038;2019-02-02 08:32:01;7.3;1.7;359;0;5.3;4.1863;59.4784
12337157;311000038;2019-02-02 08:32:04;7.1;349.5;359;0;7.1;4.18628;59.4785
12337158;311000038;2019-02-02 08:32:08;7.0;357.2;359;0;5.3;4.18625;59.4786
12337159;311000038;2019-02-02 08:32:11;7.4;6.7;358;0;7.1;4.18626;59.4787
12337160;311000038;2019-02-02 08:32:15;7.0;352.8;359;0;10.7;4.18627;59.4789
12337161;311000038;2019-02-02 08:32:19;7.3;354.0;359;0;5.3;4.18621;59.479
12337162;311000038;2019-02-02 08:32:22;7.4;8.7;359;0;7.1;4.18622;59.4791
12337163;311000038;2019-02-02 08:32:35;7.0;7.4;359;0;6.6;4.18622;59.4795
12337164;311000038;2019-02-02 08:32:38;7.4;352.2;359;0;7.1;4.18622;59.4796
12337165;311000038;2019-02-02 08:32:42;7.0;353.2;359;0;5.3;4.18619;59.4797
12337166;311000038;2019-02-02 08:32:46;7.2;7.3;359;0;5.3;4.18619;59.4798
12337167;311000038;2019-02-02 08:32:47;7.4;2.8;358;0;21.4;4.18622;59.4799
12337168;311000038;2019-02-02 08:32:51;7.0;349.5;359;0;10.7;4.1862;59.4801
12337169;311000038;2019-02-02 08:32:54;7.2;0.5;359;0;7.1;4.18617;59.4802
12337170;311000038;2019-02-02 08:32:58;7.3;6.3;359;0;5.3;4.1862;59.4803
12337171;311000038;2019-02-02 08:33:02;7.1;349.2;359;0;5.3;4.18619;59.4804
12337172;311000038;2019-02-02 08:33:05;7.1;357.0;359;0;7.1;4.18616;59.4805
12337173;311000038;2019-02-02 08:33:08;7.2;7.1;359;0;7.1;4.18617;59.4806
12337174;311000038;2019-02-02 08:33:12;7.3;352.0;359;0;5.3;4.18617;59.4807
12337175;311000038;2019-02-02 08:33:14;7.0;356.2;359;0;10.7;4.18615;59.4808
12337176;311000038;2019-02-02 08:33:18;7.2;3.3;359;0;10.7;4.18615;59.481
12337177;311000038;2019-02-02 08:33:21;7.3;355.2;359;0;7.1;4.18615;59.4811
12337178;311000038;2019-02-02 08:33:25;6.9;356.5;359;0;5.3;4.18613;59.4812
12337179;311000038;2019-02-02 08:33:28;7.0;1.6;359;0;7.1;4.18613;59.4813
12337180;311000038;2019-02-02 08:33:32;7.3;358.5;359;0;5.3;4.18613;59.4814
12337181;311000038;2019-02-02 08:33:35;6.9;358.5;359;0;7.1;4.18612;59.4815
12337182;311000038;2019-02-02 08:33:39;7.2;357.8;0;0;5.3;4.18611;59.4816
12337183;311000038;2019-02-02 08:33:41;7.3;359.8;359;0;10.7;4.18611;59.4817
12337184;311000038;2019-02-02 08:33:44;6.8;0.7;359;0;7.1;4.18611;59.4818
12337185;311000038;2019-02-02 08:33:48;7.1;359.0;359;0;5.3;4.18611;59.4819
12337186;311000038;2019-02-02 08:33:52;7.2;356.0;0;0;10.7;4.1861;59.4821
12337187;311000038;2019-02-02 08:33:56;6.9;2.7;359;0;5.3;4.1861;59.4822
12337188;311000038;2019-02-02 08:33:58;7.2;4.4;359;0;10.7;4.18612;59.4823
12337189;311000038;2019-02-02 08:34:02;7.2;352.5;0;0;5.3;4.1861;59.4824
12337190;311000038;2019-02-02 08:34:06;6.9;2.3;359;0;5.3;4.1861;59.4825
12337191;311000038;2019-02-02 08:34:07;7.2;6.0;359;0;21.4;4.18612;59.4826
12337192;311000038;2019-02-02 08:34:11;7.2;353.5;359;0;5.3;4.18611;59.4827
12337193;311000038;2019-02-02 08:34:15;7.0;358.5;359;0;5.3;4.18609;59.4828
12337194;311000038;2019-02-02 08:34:19;7.2;4.4;359;0;10.7;4.18611;59.483
12337195;311000038;2019-02-02 08:34:22;7.1;356.5;359;0;7.1;4.18611;59.4831
12337196;311000038;2019-02-02 08:34:27;7.0;4.6;359;0;4.3;4.18609;59.4832
12337197;311000038;2019-02-02 08:34:31;7.2;358.5;359;0;10.7;4.1861;59.4834
12337198;311000038;2019-02-02 08:34:34;7.2;354.5;359;0;7.1;4.18609;59.4835
12337199;311000038;2019-02-02 08:34:38;7.0;5.0;359;0;5.3;4.18608;59.4836
12337200;311000038;2019-02-02 08:34:42;7.3;1.5;359;0;5.3;4.1861;59.4837
12337201;311000038;2019-02-02 08:34:45;7.2;351.8;359;0;7.1;4.18608;59.4838
12337202;311000038;2019-02-02 08:34:47;7.1;2.6;359;0;10.7;4.18607;59.4839
12337203;311000038;2019-02-02 08:34:52;7.2;0.6;359;0;4.3;4.1861;59.484
12337204;311000038;2019-02-02 08:34:54;7.1;353.0;359;0;10.7;4.18608;59.4841
12337205;311000038;2019-02-02 08:34:57;7.1;1.1;359;0;7.1;4.18607;59.4842
12337206;311000038;2019-02-02 08:35:01;7.2;0.5;359;0;10.7;4.18609;59.4844
12337207;311000038;2019-02-02 08:35:05;7.0;354.8;359;0;5.3;4.18607;59.4845
12337208;311000038;2019-02-02 08:35:08;7.3;359.0;359;0;7.1;4.18605;59.4846
12337209;311000038;2019-02-02 08:35:12;7.0;1.4;359;0;5.3;4.18606;59.4847
12337210;311000038;2019-02-02 08:35:14;7.3;356.2;359;0;10.7;4.18606;59.4848
12337211;311000038;2019-02-02 08:35:19;7.0;0.3;359;0;4.3;4.18604;59.4849
12337212;311000038;2019-02-02 08:35:21;7.0;0.2;359;0;10.7;4.18605;59.485
12337213;311000038;2019-02-02 08:35:25;7.3;358.2;359;0;5.3;4.18605;59.4851
12337214;311000038;2019-02-02 08:35:28;7.2;359.2;359;0;7.1;4.18605;59.4852
12337215;311000038;2019-02-02 08:35:32;6.9;359.5;359;0;10.7;4.18604;59.4854
12337216;311000038;2019-02-02 08:35:35;7.4;360.0;359;0;7.1;4.18604;59.4855
