mmsi;lon;lat;date_time_utc;sog;cog;true_heading;nav_status;message_nr;source
219347000;7.37575;57.866;2018-01-09 01:45:00;;;;;;
219347000;7.384979;57.865071;2018-01-09 01:46:00;19.3;99.8;101.0;0;1;g
219347000;7.39458;57.86408;2018-01-09 01:47:00;19.2;101.0;101.0;0;1;g
219347000;7.40444;57.863067;2018-01-09 01:48:00;19.2;100.5;101.0;0;1;g
219347000;7.414222;57.862075;2018-01-09 01:49:00;19.3;100.4;101.0;0;1;g
219347000;7.424177;57.861167;2018-01-09 01:50:00;19.2;99.5;100.0;0;1;g
219347000;7.433934;57.860183;2018-01-09 01:51:00;19.3;100.7;101.0;0;1;g
219347000;7.44394;57.8592;2018-01-09 01:52:00;19.3;101.0;101.0;0;1;g
219347000;7.453863;57.858268;2018-01-09 01:53:00;19.4;101.1;101.0;0;1;g
219347000;7.463666;57.85728;2018-01-09 01:54:00;19.4;100.6;101.0;0;1;g
219347000;7.473741;57.8563;2018-01-09 01:55:00;19.5;100.7;101.0;0;1;g
219347000;7.483646;57.85538;2018-01-09 01:56:00;19.5;99.8;100.0;0;1;g
219347000;7.493577;57.854371;2018-01-09 01:57:00;19.5;99.9;100.0;0;1;g
219347000;7.503526;57.85338;2018-01-09 01:58:00;19.5;101.1;101.0;0;1;g
219347000;7.513587;57.852471;2018-01-09 01:59:00;19.5;101.2;101.0;0;1;g
219347000;7.523466;57.85148;2018-01-09 02:00:00;19.6;100.5;101.0;0;1;g
219347000;7.533517;57.850457;2018-01-09 02:01:00;19.5;101.1;101.0;0;1;g
219347000;7.543492;57.84936;2018-01-09 02:02:00;19.6;100.8;100.0;0;1;g
219347000;7.553554;57.848457;2018-01-09 02:03:00;19.7;100.0;100.0;0;1;g
219347000;7.563544;57.84746;2018-01-09 02:04:00;19.7;100.7;100.0;0;1;g
219347000;7.573517;57.846457;2018-01-09 02:05:00;19.8;100.2;100.0;0;1;g
219347000;7.583647;57.845467;2018-01-09 02:06:00;19.8;100.5;100.0;0;1;g
219347000;7.593682;57.844475;2018-01-09 02:07:00;19.7;100.0;100.0;0;1;g
219347000;7.603881;57.843467;2018-01-09 02:08:00;19.8;100.5;100.0;0;1;g
219347000;7.613846;57.84248;2018-01-09 02:09:00;19.7;100.6;100.0;0;1;g
219347000;7.62383;57.8414;2018-01-09 02:10:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:45:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:46:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:47:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:48:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:49:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:50:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:51:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:52:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:53:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:54:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:55:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:56:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:57:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:58:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 01:59:00;;;;;;
232008661;7.25642;57.9241;2018-01-09 02:00:00;;;;;;
232008661;7.260331;57.9241;2018-01-09 02:01:00;10.5;90.9;94.0;0;1;g
232008661;7.265874;57.924;2018-01-09 02:02:00;10.4;90.3;94.0;0;1;g
232008661;7.271271;57.924;2018-01-09 02:03:00;10.5;90.8;95.0;0;1;g
232008661;7.276913;57.923955;2018-01-09 02:04:00;10.5;90.3;95.0;0;1;g
232008661;7.282298;57.9239;2018-01-09 02:05:00;10.4;91.5;95.0;0;1;g
232008661;7.287834;57.9238;2018-01-09 02:06:00;10.5;91.4;94.0;0;1;g
232008661;7.293255;57.9238;2018-01-09 02:07:00;10.4;90.9;95.0;0;1;g
232008661;7.298773;57.9237;2018-01-09 02:08:00;10.4;91.7;95.0;0;1;g
232008661;7.304122;57.9236;2018-01-09 02:09:00;10.4;91.1;94.0;0;1;g
232008661;7.3095;57.9236;2018-01-09 02:10:00;;;;;;
258598000;7.27063;57.9411;2018-01-09 01:45:00;;;;;;
258598000;7.274425;57.9411;2018-01-09 01:46:00;7.8;90.2;93.0;0;1;g
258598000;7.278495;57.9412;2018-01-09 01:47:00;7.7;89.5;93.0;0;1;g
258598000;7.282418;57.9412;2018-01-09 01:48:00;7.7;89.6;94.0;0;1;g
258598000;7.286455;57.9412;2018-01-09 01:49:00;7.6;89.4;94.0;0;1;g
258598000;7.29036;57.9412;2018-01-09 01:50:00;7.6;89.6;93.0;0;1;g
258598000;7.294292;57.9412;2018-01-09 01:51:00;7.5;89.8;94.0;0;1;g
258598000;7.298189;57.941258;2018-01-09 01:52:00;7.4;89.6;94.0;0;1;g
258598000;7.301975;57.9413;2018-01-09 01:53:00;7.3;89.4;94.0;0;1;g
258598000;7.305873;57.9413;2018-01-09 01:54:00;7.3;90.1;93.0;0;1;g
258598000;7.30963;57.9413;2018-01-09 01:55:00;7.3;90.4;94.0;0;1;g
258598000;7.313515;57.9413;2018-01-09 01:56:00;7.3;89.4;93.0;0;3;g
258598000;7.317262;57.9413;2018-01-09 01:57:00;7.3;89.8;94.0;0;1;g
258598000;7.32111;57.9413;2018-01-09 01:58:00;7.3;90.5;94.0;0;1;g
258598000;7.324929;57.9413;2018-01-09 01:59:00;7.3;91.0;93.0;0;1;g
258598000;7.328766;57.9413;2018-01-09 02:00:00;7.4;89.8;94.0;0;1;g
258598000;7.332637;57.9413;2018-01-09 02:01:00;7.4;90.5;93.0;0;1;g
258598000;7.336437;57.9413;2018-01-09 02:02:00;7.5;90.4;93.0;0;1;g
258598000;7.340355;57.9413;2018-01-09 02:03:00;7.4;90.0;94.0;0;1;g
258598000;7.344265;57.9413;2018-01-09 02:04:00;7.5;90.9;93.0;0;1;g
258598000;7.348171;57.9413;2018-01-09 02:05:00;7.5;89.9;93.0;0;1;g
258598000;7.352049;57.9412;2018-01-09 02:06:00;7.4;90.8;94.0;0;1;g
258598000;7.355916;57.9412;2018-01-09 02:07:00;7.4;90.5;94.0;0;1;g
258598000;7.359759;57.9412;2018-01-09 02:08:00;7.4;91.2;94.0;0;1;g
258598000;7.36359;57.9411;2018-01-09 02:09:00;7.3;91.0;93.0;0;1;g
258598000;7.36703;57.9411;2018-01-09 02:10:00;;;;;;
259352000;7.44305;57.7613;2018-01-09 01:45:00;;;;;;
259352000;7.442387;57.763827;2018-01-09 01:46:00;9.7;351.0;354.0;7;1;g
259352000;7.44163;57.766464;2018-01-09 01:47:00;9.7;351.7;355.0;7;1;g
259352000;7.440865;57.76915;2018-01-09 01:48:00;9.7;353.5;360.0;7;3;g
259352000;7.440075;57.771764;2018-01-09 01:49:00;9.6;351.0;354.0;7;1;g
259352000;7.439368;57.774411;2018-01-09 01:50:00;9.6;352.6;357.0;7;1;g
259352000;7.43875;57.776967;2018-01-09 01:51:00;9.6;352.0;353.0;7;1;g
259352000;7.437914;57.77968;2018-01-09 01:52:00;9.6;351.0;355.0;7;1;g
259352000;7.437248;57.78224;2018-01-09 01:53:00;9.6;352.0;355.0;7;1;g
259352000;7.436548;57.784891;2018-01-09 01:54:00;9.6;351.5;353.0;7;1;g
259352000;7.435827;57.787589;2018-01-09 01:55:00;9.5;352.2;352.0;7;1;g
259352000;7.435147;57.790179;2018-01-09 01:56:00;9.4;354.0;357.0;7;1;g
259352000;7.434522;57.792762;2018-01-09 01:57:00;9.5;352.0;353.0;7;1;g
259352000;7.433869;57.795437;2018-01-09 01:58:00;9.4;352.6;354.0;7;1;g
259352000;7.433264;57.797915;2018-01-09 01:59:00;9.5;353.0;355.0;7;1;g
259352000;7.432605;57.800543;2018-01-09 02:00:00;9.5;352.8;356.0;7;1;g
259352000;7.432101;57.80315;2018-01-09 02:01:00;9.3;353.0;353.0;7;1;g
259352000;7.431302;57.8057;2018-01-09 02:02:00;9.3;350.0;356.0;7;1;g
259352000;7.430632;57.80825;2018-01-09 02:03:00;9.3;352.0;357.0;7;1;g
259352000;7.430105;57.8108;2018-01-09 02:04:00;9.3;353.2;354.0;7;1;g
259352000;7.429594;57.81345;2018-01-09 02:05:00;9.4;354.9;1.0;7;1;g
259352000;7.429509;57.816043;2018-01-09 02:06:00;9.3;357.1;1.0;7;1;g
259352000;7.429254;57.818591;2018-01-09 02:07:00;9.2;357.0;0.0;7;1;g
259352000;7.429037;57.821189;2018-01-09 02:08:00;9.1;358.0;358.0;7;1;g
259352000;7.428813;57.823664;2018-01-09 02:09:00;9.0;358.0;1.0;7;1;g
259352000;7.428512;57.826189;2018-01-09 02:10:00;9.1;357.8;2.0;7;1;g
271002639;7.61245;57.8583;2018-01-09 01:45:00;;;;;;
271002639;7.6067;57.858191;2018-01-09 01:46:00;12.7;267.0;268.0;0;1;g
271002639;7.60013;57.8581;2018-01-09 01:47:00;12.8;269.0;269.0;0;1;g
271002639;7.593458;57.858;2018-01-09 01:48:00;12.8;267.9;267.0;0;1;g
271002639;7.586794;57.85782;2018-01-09 01:49:00;12.9;267.8;269.0;0;1;g
271002639;7.580057;57.8578;2018-01-09 01:50:00;12.9;268.1;268.0;0;1;g
271002639;7.573305;57.8577;2018-01-09 01:51:00;12.9;268.8;269.0;0;1;g
271002639;7.566624;57.8577;2018-01-09 01:52:00;12.8;268.9;274.0;0;1;g
271002639;7.56007;57.858282;2018-01-09 01:53:00;12.9;279.8;280.0;0;1;g
271002639;7.553266;57.858989;2018-01-09 01:54:00;12.9;280.1;278.0;0;1;g
271002639;7.546804;57.859582;2018-01-09 01:55:00;13.0;280.0;279.0;0;1;g
271002639;7.539972;57.86029;2018-01-09 01:56:00;13.0;281.0;279.0;0;1;g
271002639;7.533412;57.860991;2018-01-09 01:57:00;13.0;280.0;279.0;0;1;g
