mmsi;date_time_utc;sog;cog;true_heading;nav_status;calc_speed;lon;lat
205769000;2020-10-01 08:42:00;;;;;;5.49734;59.2711
205769000;2020-10-01 08:43:00;0.2;266.5;203.0;0;;5.497339;59.271103
205769000;2020-10-01 08:44:00;0.2;344.2;196.0;0;;5.497286;59.271137
205769000;2020-10-01 08:45:00;0.0;29.5;204.0;0;;5.49732;59.2712
205769000;2020-10-01 08:46:00;0.0;26.5;204.0;0;;5.497338;59.2712
205769000;2020-10-01 08:47:00;0.0;23.6;204.0;0;;5.497355;59.2712
205769000;2020-10-01 08:48:00;0.0;20.7;204.0;5;;5.497372;59.2712
205769000;2020-10-01 08:49:00;0.0;17.8;204.0;5;;5.497389;59.2712
205769000;2020-10-01 08:50:00;;;;;;5.49739;59.2712
205769000;2020-10-01 08:51:00;;;;;;5.49739;59.2712
205769000;2020-10-01 08:52:00;;;;;;5.49739;59.2712
205769000;2020-10-01 08:53:00;;;;;;5.49739;59.2712
205769000;2020-10-01 08:54:00;;;;;;5.49739;59.2712
205769000;2020-10-01 08:55:00;;;;;;5.49739;59.2712
205769000;2020-10-01 08:56:00;;;;;;5.49739;59.2712
205769000;2020-10-01 08:57:00;;;;;;5.49739;59.2712
205769000;2020-10-01 08:58:00;;;;;;5.49739;59.2712
205769000;2020-10-01 08:59:00;;;;;;5.49739;59.2712
205769000;2020-10-01 09:00:00;;;;;;5.49739;59.2712
205769000;2020-10-01 09:01:00;;;;;;5.49739;59.2712
205769000;2020-10-01 09:02:00;;;;;;5.49739;59.2712
212788000;2020-10-01 08:42:00;;;;;;5.50342;59.7812
212788000;2020-10-01 08:43:00;;;;;;5.50342;59.7812
212788000;2020-10-01 08:44:00;;;;;;5.50342;59.7812
212788000;2020-10-01 08:45:00;;;;;;5.50342;59.7812
212788000;2020-10-01 08:46:00;;;;;;5.50342;59.7812
212788000;2020-10-01 08:47:00;;;;;;5.50342;59.7812
212788000;2020-10-01 08:48:00;;;;;;5.50342;59.7812
212788000;2020-10-01 08:49:00;;;;;;5.50342;59.7812
212788000;2020-10-01 08:50:00;;;;;;5.50342;59.7812
212788000;2020-10-01 08:51:00;;;;;;5.50342;59.7812
212788000;2020-10-01 08:52:00;;;;;;5.50342;59.7812
212788000;2020-10-01 08:53:00;0.0;310.0;220.0;5;;5.503432;59.781175
212788000;2020-10-01 08:54:00;0.0;310.0;220.0;5;;5.503449;59.781142
212788000;2020-10-01 08:55:00;0.0;310.0;220.0;5;;5.503466;59.781109
