mmsi;lon;lat;date_time_utc;sog;cog;true_heading;nav_status;message_nr;source
235065411;7.99208;58.1387;2018-01-10 11:24:00;;;;;;
235065411;7.99208;58.1387;2018-01-10 11:25:00;;;;;;
235065411;7.99208;58.1387;2018-01-10 11:26:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:27:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:28:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:29:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:30:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:31:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:32:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:33:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:34:00;0.0;114.0;114.0;5;3;g
235065411;7.992078;58.1387;2018-01-10 11:35:00;0.0;114.0;114.0;5;3;g
235065411;7.992075;58.1387;2018-01-10 11:36:00;0.0;114.0;114.0;5;3;g
235065411;7.992072;58.1387;2018-01-10 11:37:00;0.0;114.0;114.0;5;3;g
235065411;7.99207;58.1387;2018-01-10 11:38:00;0.0;114.0;114.0;5;3;g
235065411;7.99207;58.1387;2018-01-10 11:39:00;0.0;114.0;114.0;5;3;g
235065411;7.99207;58.1387;2018-01-10 11:40:00;0.0;114.0;114.0;5;3;g
235065411;7.99207;58.1387;2018-01-10 11:41:00;0.0;114.0;114.0;5;3;g
235065411;7.99207;58.1387;2018-01-10 11:42:00;0.0;114.0;114.0;5;3;g
235065411;7.99207;58.1387;2018-01-10 11:43:00;0.0;114.0;114.0;5;3;g
235065411;7.992071;58.1387;2018-01-10 11:44:00;0.0;114.0;114.0;5;3;g
235065411;7.992075;58.1387;2018-01-10 11:45:00;0.0;114.0;114.0;5;3;g
235065411;7.992078;58.1387;2018-01-10 11:46:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:47:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:48:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:49:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:50:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:51:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:52:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:53:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:54:00;0.0;114.0;114.0;5;3;g
235065411;7.99208;58.1387;2018-01-10 11:55:00;0.0;114.0;114.0;5;3;s
235065411;7.992081;58.1387;2018-01-10 11:56:00;0.0;114.0;114.0;5;3;g
235065411;7.992085;58.1387;2018-01-10 11:57:00;0.0;114.0;114.0;5;3;g
