mmsi;lon;lat;date_time_utc;sog;cog;true_heading;nav_status;message_nr;source
210233000;10.42;57.7977;2018-05-18 11:27:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:28:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:29:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:30:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:31:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:32:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:33:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:34:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:35:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:36:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:37:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:38:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:39:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:40:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:41:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:42:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:43:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:44:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:45:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:46:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:47:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:48:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:49:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:50:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:51:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:52:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:53:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:54:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:55:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:56:00;;;;;;
210233000;10.42;57.7977;2018-05-18 11:57:00;;;;;;
210233000;10.425209;57.798109;2018-05-18 11:58:00;12.1;80.9;80.0;0;1;g
210233000;10.4313;57.7986;2018-05-18 11:59:00;12.1;81.1;81.0;0;1;g
210233000;10.4374;57.7991;2018-05-18 12:00:00;12.1;81.1;80.0;0;1;g
210233000;10.443792;57.799608;2018-05-18 12:01:00;12.1;81.1;80.0;0;1;g
210233000;10.4498;57.8001;2018-05-18 12:02:00;12.1;80.8;80.0;0;1;g
210233000;10.4562;57.8006;2018-05-18 12:03:00;12.1;80.9;80.0;0;1;g
210233000;10.462209;57.801191;2018-05-18 12:04:00;12.1;81.0;80.0;0;1;g
210233000;10.4684;57.80169;2018-05-18 12:05:00;12.1;80.9;80.0;0;1;g
210233000;10.4748;57.8022;2018-05-18 12:06:00;12.1;80.6;80.0;0;1;g
210233000;10.480905;57.80269;2018-05-18 12:07:00;12.1;79.9;82.0;0;1;g
210233000;10.4872;57.8032;2018-05-18 12:08:00;12.1;84.0;87.0;0;1;g
210233000;10.493391;57.8033;2018-05-18 12:09:00;12.1;89.0;92.0;0;1;g
210233000;10.4998;57.8031;2018-05-18 12:10:00;12.2;93.1;93.0;0;1;g
210233000;10.506;57.802908;2018-05-18 12:11:00;12.2;94.2;94.0;0;1;g
210233000;10.5124;57.8026;2018-05-18 12:12:00;12.2;94.6;93.0;0;1;g
210233000;10.5188;57.8024;2018-05-18 12:13:00;12.1;92.1;91.0;0;1;g
210233000;10.524891;57.8023;2018-05-18 12:14:00;12.1;91.8;91.0;0;1;g
210233000;10.5313;57.8022;2018-05-18 12:15:00;12.1;91.8;92.0;0;1;g
210233000;10.537591;57.8021;2018-05-18 12:16:00;12.1;92.6;93.0;0;1;g
210233000;10.5439;57.8019;2018-05-18 12:17:00;12.1;93.1;93.0;0;1;g
210233000;10.550182;57.8017;2018-05-18 12:18:00;12.1;93.0;93.0;0;1;g
210233000;10.5564;57.8015;2018-05-18 12:19:00;12.1;92.8;92.0;0;1;g
210233000;10.5626;57.8013;2018-05-18 12:20:00;12.1;92.4;92.0;0;1;g
210233000;10.568991;57.8012;2018-05-18 12:21:00;12.1;92.5;92.0;0;1;g
210233000;10.5751;57.801;2018-05-18 12:22:00;12.1;92.5;92.0;0;1;g
210233000;10.5815;57.800891;2018-05-18 12:23:00;12.1;92.2;92.0;0;1;g
210233000;10.5876;57.8007;2018-05-18 12:24:00;12.0;91.8;92.0;0;1;g
210233000;10.5939;57.8006;2018-05-18 12:25:00;12.0;91.9;92.0;0;1;g
210233000;10.6003;57.8005;2018-05-18 12:26:00;12.0;92.1;92.0;0;1;g
210233000;10.606309;57.800309;2018-05-18 12:27:00;12.0;92.3;92.0;0;1;g
210233000;10.6126;57.8002;2018-05-18 12:28:00;12.0;92.1;92.0;0;1;g
210233000;10.6188;57.8001;2018-05-18 12:29:00;12.0;91.5;92.0;0;1;g
210233000;10.625;57.8;2018-05-18 12:30:00;11.9;91.5;92.0;0;1;g
210233000;10.631208;57.7999;2018-05-18 12:31:00;11.9;91.8;92.0;0;1;g
210233000;10.637482;57.7998;2018-05-18 12:32:00;11.8;90.2;87.0;0;1;g
210233000;10.6434;57.7999;2018-05-18 12:33:00;11.8;85.6;83.0;0;1;g
210233000;10.649591;57.800309;2018-05-18 12:34:00;11.7;80.1;80.0;0;1;g
210233000;10.6554;57.8009;2018-05-18 12:35:00;11.7;78.2;79.0;0;1;g
210233000;10.6614;57.8016;2018-05-18 12:36:00;11.7;77.4;79.0;0;1;g
210233000;10.667396;57.802304;2018-05-18 12:37:00;11.8;77.9;80.0;0;1;g
210233000;10.6735;57.802957;2018-05-18 12:38:00;11.8;78.4;81.0;0;1;g
210233000;10.679583;57.803508;2018-05-18 12:39:00;11.9;79.7;85.0;0;1;g
210233000;10.6856;57.80395;2018-05-18 12:40:00;11.9;84.4;90.0;0;1;g
210233000;10.691718;57.8041;2018-05-18 12:41:00;11.9;88.5;93.0;0;1;g
210233000;10.6978;57.8041;2018-05-18 12:42:00;11.9;89.3;93.0;0;1;g
210233000;10.70409;57.804;2018-05-18 12:43:00;11.9;92.9;97.0;0;1;g
210233000;10.7103;57.803694;2018-05-18 12:44:00;11.9;96.7;103.0;0;1;g
210233000;10.7161;57.8031;2018-05-18 12:45:00;11.7;103.0;115.0;0;1;g
210233000;10.721682;57.801773;2018-05-18 12:46:00;11.3;119.0;126.0;0;1;g
210233000;10.7265;57.8001;2018-05-18 12:47:00;11.3;123.8;127.0;0;1;g
210233000;10.73127;57.79817;2018-05-18 12:48:00;11.3;130.0;135.0;0;1;g
210233000;10.7356;57.7961;2018-05-18 12:49:00;11.3;131.2;134.0;0;1;g
210233000;10.74006;57.79396;2018-05-18 12:50:00;11.3;131.8;134.0;0;1;g
210233000;10.7443;57.7918;2018-05-18 12:51:00;11.4;131.6;134.0;0;1;g
210233000;10.74886;57.78967;2018-05-18 12:52:00;11.4;130.8;134.0;0;1;g
210233000;10.7532;57.7876;2018-05-18 12:53:00;11.5;130.8;134.0;0;1;g
210233000;10.75767;57.78546;2018-05-18 12:54:00;11.5;131.6;134.0;0;1;g
210233000;10.762178;57.783356;2018-05-18 12:55:00;11.5;131.5;134.0;0;1;g
210233000;10.7666;57.7812;2018-05-18 12:56:00;11.6;131.2;134.0;0;1;g
210233000;10.77108;57.77906;2018-05-18 12:57:00;11.6;131.5;133.0;0;1;g
210233000;10.7756;57.7769;2018-05-18 12:58:00;11.6;131.1;134.0;0;1;g
210233000;10.78012;57.77483;2018-05-18 12:59:00;11.6;131.0;133.0;0;1;g
210233000;10.7847;57.7727;2018-05-18 13:00:00;11.6;131.0;133.0;0;1;g
210233000;10.7878;57.7713;2018-05-18 13:01:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:02:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:03:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:04:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:05:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:06:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:07:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:08:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:09:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:10:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:11:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:12:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:13:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:14:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:15:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:16:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:17:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:18:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:19:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:20:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:21:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:22:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:23:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:24:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:25:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:26:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:27:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:28:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:29:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:30:00;;;;;;
210233000;10.7878;57.7713;2018-05-18 13:31:00;;;;;;
