mmsi;lon;lat;date_time_utc;sog;cog;true_heading;nav_status;message_nr;source
211707870;7.89512;58.0182;2018-09-01 09:50:00;;;;;;
211707870;7.894264;58.018026;2018-09-01 09:51:00;2.0;251.1;511;−99;18;g
211707870;7.893152;58.017822;2018-09-01 09:52:00;2.4;251.4;511;−99;18;g
211707870;7.891973;58.017623;2018-09-01 09:53:00;2.5;251.3;511;−99;18;g
211707870;7.890772;58.017421;2018-09-01 09:54:00;2.3;251.7;511;−99;18;g
211707870;7.889665;58.017225;2018-09-01 09:55:00;2.4;254.3;511;−99;18;g
211707870;7.888612;58.017026;2018-09-01 09:56:00;2.1;255.1;511;−99;18;g
211707870;7.887656;58.016929;2018-09-01 09:57:00;2.0;253.5;511;−99;18;g
211707870;7.886744;58.016726;2018-09-01 09:58:00;1.8;248.9;511;−99;18;g
211707870;7.885897;58.016523;2018-09-01 09:59:00;1.8;242.7;511;−99;18;g
211707870;7.88507;58.0164;2018-09-01 10:00:00;1.7;246.6;511;−99;18;g
211707870;7.884234;58.016224;2018-09-01 10:01:00;1.8;246.2;511;−99;18;g
211707870;7.883211;58.015923;2018-09-01 10:02:00;2.4;242.6;511;−99;18;g
211707870;7.882169;58.015726;2018-09-01 10:03:00;2.3;249.9;511;−99;18;g
211707870;7.881026;58.015423;2018-09-01 10:04:00;2.6;248.2;511;−99;18;g
211707870;7.879777;58.015131;2018-09-01 10:05:00;2.9;245.8;511;−99;18;g
211707870;7.878497;58.014845;2018-09-01 10:06:00;2.8;244.5;511;−99;18;g
211707870;7.877189;58.014527;2018-09-01 10:07:00;2.9;244.4;511;−99;18;g
211707870;7.875943;58.014224;2018-09-01 10:08:00;2.2;248.7;511;−99;18;g
211707870;7.874827;58.014026;2018-09-01 10:09:00;2.1;250.3;511;−99;18;g
211707870;7.873807;58.013827;2018-09-01 10:10:00;1.9;250.7;511;−99;18;g
211707870;7.872834;58.013632;2018-09-01 10:11:00;2.1;249.8;511;−99;18;g
211707870;7.871769;58.013426;2018-09-01 10:12:00;2.0;251.0;511;−99;18;g
211707870;7.870778;58.0133;2018-09-01 10:13:00;1.8;253.8;511;−99;18;g
211707870;7.869845;58.013127;2018-09-01 10:14:00;1.6;255.6;511;−99;18;g
211707870;7.868869;58.0131;2018-09-01 10:15:00;2.0;265.0;511;−99;18;g
211707870;7.867857;58.013;2018-09-01 10:16:00;1.9;270.6;511;−99;18;g
211707870;7.866753;58.013;2018-09-01 10:17:00;2.0;269.1;511;−99;18;g
211707870;7.865684;58.013;2018-09-01 10:18:00;1.9;270.3;511;−99;18;g
211707870;7.864548;58.013;2018-09-01 10:19:00;2.1;270.9;511;−99;18;g
211707870;7.86339;58.013;2018-09-01 10:20:00;2.2;269.0;511;−99;18;g
211707870;7.862204;58.013;2018-09-01 10:21:00;2.2;268.6;511;−99;18;g
211707870;7.861005;58.013;2018-09-01 10:22:00;2.3;268.6;511;−99;18;g
211707870;7.859767;58.012929;2018-09-01 10:23:00;2.5;268.2;511;−99;18;g
211707870;7.85843;58.0129;2018-09-01 10:24:00;2.6;268.5;511;−99;18;g
211707870;7.857032;58.012827;2018-09-01 10:25:00;2.5;265.7;511;−99;18;g
211707870;7.855699;58.0128;2018-09-01 10:26:00;2.3;267.4;511;−99;18;g
211707870;7.854527;58.0128;2018-09-01 10:27:00;1.9;268.1;511;−99;18;g
211707870;7.853486;58.0128;2018-09-01 10:28:00;2.0;269.2;511;−99;18;g
211707870;7.852409;58.0128;2018-09-01 10:29:00;1.8;271.9;511;−99;18;g
211707870;7.851307;58.0128;2018-09-01 10:30:00;2.0;270.7;511;−99;18;g
211707870;7.850207;58.0128;2018-09-01 10:31:00;1.9;272.4;511;−99;18;g
211707870;7.849248;58.012871;2018-09-01 10:32:00;1.6;277.1;511;−99;18;g
211707870;7.84823;58.0129;2018-09-01 10:33:00;1.9;279.9;511;−99;18;g
211707870;7.84716;58.012967;2018-09-01 10:34:00;2.0;273.9;511;−99;18;g
211707870;7.846032;58.013;2018-09-01 10:35:00;2.1;274.4;511;−99;18;g
211707870;7.844973;58.013;2018-09-01 10:36:00;2.0;270.8;511;−99;18;g
211707870;7.844025;58.013;2018-09-01 10:37:00;1.7;275.1;511;−99;18;g
211707870;7.843171;58.013;2018-09-01 10:38:00;1.5;280.1;511;−99;18;g
211707870;7.842398;58.0131;2018-09-01 10:39:00;1.3;284.6;511;−99;18;g
211707870;7.84191;58.0131;2018-09-01 10:40:00;;;;;;
257014080;7.7848;58.0751;2018-09-01 09:50:00;;;;;;
257014080;7.7848;58.0751;2018-09-01 09:51:00;;;;;;
