mmsi,time,traj_id,x,y,prob
219012521,180,0,16588.7,6614.63,0.0621157
219012521,180,0,16599.1,6806.35,0.0621157
219012521,180,0,16609.4,6998.07,0.0621157
219012521,180,1,16588.7,6614.63,0.174901
219012521,180,1,16579.9,6806.43,0.174901
219012521,180,1,16551.9,6996.39,0.174901
219012521,180,2,16588.7,6614.63,0.0719439
219012521,180,2,16618.1,6804.35,0.0719439
219012521,180,2,16666.4,6990.19,0.0719439
219012521,180,3,16588.7,6614.63,0.139063
219012521,180,3,16560.8,6804.59,0.139063
219012521,180,3,16495.7,6985.22,0.139063
219012521,180,4,16588.7,6614.63,0.104622
219012521,180,4,16636.9,6800.46,0.104622
219012521,180,4,16721.2,6973.01,0.104622
219012521,180,5,16588.7,6614.63,0.131621
219012521,180,5,16541.9,6800.85,0.131621
219012521,180,5,16442.2,6964.95,0.131621
219012521,180,6,16588.7,6614.63,0.100028
219012521,180,6,16655.2,6794.72,0.100028
219012521,180,6,16772.1,6947.09,0.100028
219012521,180,7,16588.7,6614.63,0.122883
219012521,180,7,16523.6,6795.26,0.122883
219012521,180,7,16393.3,6936.28,0.122883
219012521,180,8,16588.7,6614.63,0.0928223
219012521,180,8,16672.9,6787.17,0.0928223
219012521,180,8,16817.7,6913.29,0.0928223
219017895,180,0,17156.1,11371.7,0.0243319
219017895,180,0,17128.1,11169.7,0.0243319
219017895,180,0,17100,10967.6,0.0243319
219017895,180,1,17156.1,11371.7,0.168679
219017895,180,1,17148.4,11167.9,0.168679
219017895,180,1,17161.1,10964.3,0.168679
219017895,180,2,17156.1,11371.7,0.0829713
219017895,180,2,17108.1,11173.5,0.0829713
219017895,180,2,17040.4,10981,0.0829713
219017895,180,3,17156.1,11371.7,0.145197
219017895,180,3,17168.8,11168.1,0.145197
219017895,180,3,17221.7,10971.1,0.145197
219017895,180,4,17156.1,11371.7,0.110039
219017895,180,4,17088.5,11179.3,0.110039
219017895,180,4,16984,11004.1,0.110039
219017895,180,5,17156.1,11371.7,0.138337
219017895,180,5,17189.1,11170.4,0.138337
219017895,180,5,17280,10987.8,0.138337
219017895,180,6,17156.1,11371.7,0.104543
219017895,180,6,17069.6,11187,0.104543
219017895,180,6,16932.4,11036,0.104543
219017895,180,7,17156.1,11371.7,0.128639
219017895,180,7,17209,11174.7,0.128639
219017895,180,7,17334.4,11013.8,0.128639
219017895,180,8,17156.1,11371.7,0.0972625
219017895,180,8,17051.6,11196.5,0.0972625
219017895,180,8,16887.1,11075.9,0.0972625
219012521,240,0,16588.8,6706.39,0.0806562
219012521,240,0,16597,6886.2,0.0806562
219012521,240,0,16605.2,7066.02,0.0806562
219012521,240,1,16588.8,6706.39,0.175141
219012521,240,1,16579,6886.12,0.175141
219012521,240,1,16551.3,7063.97,0.175141
219012521,240,2,16588.8,6706.39,0.0590671
219012521,240,2,16614.9,6884.49,0.0590671
219012521,240,2,16658.6,7059.1,0.0590671
219012521,240,3,16588.8,6706.39,0.138993
219012521,240,3,16561.1,6884.24,0.138993
219012521,240,3,16498.6,7053.04,0.138993
219012521,240,4,16588.8,6706.39,0.101545
219012521,240,4,16632.5,6881,0.101545
219012521,240,4,16710.1,7043.44,0.101545
219012521,240,5,16588.8,6706.39,0.130996
219012521,240,5,16543.5,6880.59,0.130996
219012521,240,5,16448.7,7033.6,0.130996
219012521,240,6,16588.8,6706.39,0.0991686
219012521,240,6,16649.8,6875.76,0.0991686
219012521,240,6,16758,7019.56,0.0991686
219012521,240,7,16588.8,6706.39,0.122365
219012521,240,7,16526.3,6875.19,0.122365
219012521,240,7,16403,7006.33,0.122365
219012521,240,8,16588.8,6706.39,0.0920686
219012521,240,8,16666.4,6868.83,0.0920686
219012521,240,8,16801,6988.25,0.0920686
219017895,240,0,17144.7,11272.2,0.0336488
219017895,240,0,17119.1,11069.8,0.0336488
219017895,240,0,17093.6,10867.4,0.0336488
219017895,240,1,17144.7,11272.2,0.174037
219017895,240,1,17139.5,11068.2,0.174037
219017895,240,1,17154.6,10864.8,0.174037
219017895,240,2,17144.7,11272.2,0.0747178
219017895,240,2,17099.1,11073.3,0.0747178
219017895,240,2,17033.8,10880.1,0.0747178
219017895,240,3,17144.7,11272.2,0.143954
219017895,240,3,17159.9,11068.7,0.143954
219017895,240,3,17215.1,10872.4,0.143954
219017895,240,4,17144.7,11272.2,0.109178
219017895,240,4,17079.4,11078.9,0.109178
219017895,240,4,16977.1,10902.4,0.109178
219017895,240,5,17144.7,11272.2,0.137004
219017895,240,5,17180.1,11071.3,0.137004
219017895,240,5,17273.3,10889.8,0.137004
219017895,240,6,17144.7,11272.2,0.103816
219017895,240,6,17060.5,11086.4,0.103816
219017895,240,6,16925.1,10933.8,0.103816
219017895,240,7,17144.7,11272.2,0.12722
219017895,240,7,17200,11075.8,0.12722
219017895,240,7,17327.3,10916.4,0.12722
219017895,240,8,17144.7,11272.2,0.0964241
219017895,240,8,17042.3,11095.7,0.0964241
219017895,240,8,16879.3,10973,0.0964241
219012521,300,0,16596.4,6800.16,0.0444532
219012521,300,0,16609.6,6979.68,0.0444532
219012521,300,0,16622.8,7159.2,0.0444532
219012521,300,1,16596.4,6800.16,0.17059
219012521,300,1,16591.6,6980.1,0.17059
219012521,300,1,16568.9,7158.66,0.17059
219012521,300,2,16596.4,6800.16,0.0775973
219012521,300,2,16627.5,6977.47,0.0775973
219012521,300,2,16676.1,7150.79,0.0775973
219012521,300,3,16596.4,6800.16,0.141763
219012521,300,3,16573.7,6978.72,0.141763
219012521,300,3,16515.9,7149.2,0.141763
219012521,300,4,16596.4,6800.16,0.107818
219012521,300,4,16645,6973.48,0.107818
219012521,300,4,16727.1,7133.69,0.107818
219012521,300,5,16596.4,6800.16,0.135625
219012521,300,5,16556,6975.56,0.135625
219012521,300,5,16465.5,7131.16,0.135625
219012521,300,6,16596.4,6800.16,0.101666
219012521,300,6,16662.1,6967.77,0.101666
219012521,300,6,16774.3,7108.48,0.101666
219012521,300,7,16596.4,6800.16,0.125128
219012521,300,7,16538.7,6970.64,0.125128
219012521,300,7,16419.1,7105.17,0.125128
219012521,300,8,16596.4,6800.16,0.0953592
219012521,300,8,16678.5,6960.37,0.0953592
219012521,300,8,16816.5,7075.99,0.0953592
219017895,300,0,17129.4,11166.9,0.0134024
219017895,300,0,17097.8,10965.4,0.0134024
219017895,300,0,17066.3,10763.9,0.0134024
219017895,300,1,17129.4,11166.9,0.158723
219017895,300,1,17118.1,10963.3,0.158723
219017895,300,1,17127.2,10759.5,0.158723
219017895,300,2,17129.4,11166.9,0.0951172
219017895,300,2,17077.9,10969.6,0.0951172
219017895,300,2,17006.9,10778.3,0.0951172
219017895,300,3,17129.4,11166.9,0.147286
219017895,300,3,17138.5,10963.1,0.147286
219017895,300,3,17187.9,10765.2,0.147286
219017895,300,4,17129.4,11166.9,0.111525
219017895,300,4,17058.4,10975.7,0.111525
219017895,300,4,16950.9,10802.3,0.111525
219017895,300,5,17129.4,11166.9,0.139826
219017895,300,5,17158.8,10965.1,0.139826
219017895,300,5,17246.5,10780.9,0.139826
219017895,300,6,17129.4,11166.9,0.105759
219017895,300,6,17039.7,10983.7,0.105759
219017895,300,6,16899.8,10835.2,0.105759
219017895,300,7,17129.4,11166.9,0.130366
219017895,300,7,17178.8,10969,0.130366
219017895,300,7,17301.4,10806,0.130366
219017895,300,8,17129.4,11166.9,0.0979949
219017895,300,8,17021.8,10993.6,0.0979949
219017895,300,8,16855.3,10875.8,0.0979949
219012521,360,0,16600.3,6891.2,0.0389714
219012521,360,0,16618.1,7070.31,0.0389714
219012521,360,0,16636,7249.42,0.0389714
219012521,360,1,16600.3,6891.2,0.156613
219012521,360,1,16600.2,7071.2,0.156613
219012521,360,1,16582.1,7250.29,0.156613
219012521,360,2,16600.3,6891.2,0.091849
219012521,360,2,16635.9,7067.63,0.091849
219012521,360,2,16689,7239.62,0.091849
219012521,360,3,16600.3,6891.2,0.141976
219012521,360,3,16582.2,7070.29,0.141976
219012521,360,3,16528.9,7242.23,0.141976
219012521,360,4,16600.3,6891.2,0.10881
219012521,360,4,16653.4,7063.19,0.10881
219012521,360,4,16739.6,7221.2,0.10881
219012521,360,5,16600.3,6891.2,0.136511
219012521,360,5,16564.4,7067.6,0.136511
219012521,360,5,16478,7225.52,0.136511
219012521,360,6,16600.3,6891.2,0.102788
219012521,360,6,16670.3,7057.03,0.102788
219012521,360,6,16786.2,7194.76,0.102788
219012521,360,7,16600.3,6891.2,0.126564
219012521,360,7,16547,7063.14,0.126564
219012521,360,7,16431,7200.75,0.126564
219012521,360,8,16600.3,6891.2,0.0959177
219012521,360,8,16686.5,7049.21,0.0959177
219012521,360,8,16827.4,7161.17,0.0959177
219017895,360,0,17111.1,11064,0.0284154
219017895,360,0,17073.9,10863.4,0.0284154
219017895,360,0,17036.7,10662.8,0.0284154
219017895,360,1,17111.1,11064,0.132574
219017895,360,1,17094.1,10860.7,0.132574
219017895,360,1,17097.5,10656.7,0.132574
219017895,360,2,17111.1,11064,0.1032
219017895,360,2,17054,10868.1,0.1032
219017895,360,2,16977.8,10678.9,0.1032
219017895,360,3,17111.1,11064,0.146871
219017895,360,3,17114.5,10860,0.146871
219017895,360,3,17158.3,10660.8,0.146871
