mmsi,x,y,time,CR_PS,CR_SS,HO,OT_en,OT_ing
219012521,16588.7,6614.63,3780,0,0,1,0,0
219017895,17156.1,11371.7,3780,0,0,1,0,0
219012521,16588.8,6706.39,3840,0,0,1,0,0
219017895,17144.7,11272.2,3840,0,0,1,0,0
219012521,16596.4,6800.16,3900,0,0,1,0,0
219017895,17129.4,11166.9,3900,0,0,1,0,0
219012521,16600.3,6891.2,3960,0,0,1,0,0
219017895,17111.1,11064,3960,0,0,1,0,0
219012521,16611.6,6978.77,4020,0,0,1,0,0
219017895,17088.2,10961.1,4020,0,0,1,0,0
219012521,16622.5,7076.71,4080,0,0,1,0,0
219017895,17069.5,10859.6,4080,0,0,1,0,0
219012521,16631.4,7167.8,4140,0,0,1,0,0
219017895,17048.6,10758.8,4140,0,0,1,0,0
219012521,16634.3,7261.28,4200,0,0,1,0,0
219017895,17031.7,10651.7,4200,0,0,1,0,0
219012521,16634.5,7355.78,4260,0,0,1,0,0
219017895,17012.8,10549.5,4260,0,0,1,0,0
219012521,16645.8,7451.69,4320,0,0,1,0,0
219017895,16981.2,10450.2,4320,0,0,1,0,0
219012521,16646,7542.02,4380,0,0,1,0,0
219017895,16955.8,10347.1,4380,0,0,1,0,0
219012521,16654.3,7634.77,4440,0,0,1,0,0
219017895,16926.7,10249.7,4440,0,0,1,0,0
219012521,16668.6,7725.79,4500,0,0,1,0,0
219017895,16901.6,10148.3,4500,0,0,1,0,0
219012521,16688.1,7819.3,4560,0,0,1,0,0
219017895,16874.2,10041.2,4560,0,0,1,0,0
219012521,16702.4,7910.49,4620,0,0,1,0,0
219017895,16851.6,9939.23,4620,0,0,1,0,0
219012521,16724.8,7998.75,4680,0,0.996944,0.00305552,0,0
219017895,16818.9,9840.05,4680,0,0,1,0,0
219012521,16747.3,8093.98,4740,0,0,1,0,0
219017895,16795.5,9736.92,4740,0,0,1,0,0
219012521,16758.6,8177.32,4800,0,0.921756,0.078244,0,0
219017895,16773,9640.1,4800,0,0,1,0,0
219012521,16781,8268.19,4860,0,0.566781,0.433219,0,0
219017895,16743.3,9536.14,4860,0,0,1,0,0
219012521,16800.7,8356.87,4920,0,0.293409,0.706591,0,0
219017895,16722.7,9435.56,4920,0,0,1,0,0
219012521,16814.8,8451.52,4980,0,0.0648568,0.935143,0,0
219017895,16694.3,9336.61,4980,0,0,1,0,0
219012521,16837.3,8539.89,5040,0,-0.407238,1.40724,0,0
219017895,16671.8,9236.5,5040,0,1,0,0,0
219012521,16848.6,8628.29,5100,0,0,1,0,0
219017895,16642,9133.32,5100,0,1,0,0,0
219012521,16871.1,8713.98,5160,0,0,1,0,0
219017895,16623.1,9029.1,5160,0,1,0,0,0
219012521,16882.4,8802.26,5220,0,0,1,0,0
219017895,16598.6,8928.1,5220,0,1,0,0,0
219012521,16914.9,8892.51,5280,0,0,0,0,0
219017895,16574.6,8827.22,5280,0,0,0,0,0
219012521,16930.7,8975.83,5340,0,0,0,0,0
219017895,16551.9,8722.17,5340,0,0,0,0,0
219012521,16953.7,9066.58,5400,0,0,0,0,0
219017895,16525.4,8617.9,5400,0,0,0,0,0
219012521,16972.3,9151.03,5460,0,0,0,0,0
219017895,16495.6,8514.71,5460,0,0,0,0,0
219012521,16983.6,9246.03,5520,0,0,0,0,0
219017895,16473.5,8414.54,5520,0,0,0,0,0
219012521,16991.6,9330.56,5580,0,0,0,0,0
219017895,16454.5,8310.96,5580,0,0,0,0,0
219012521,16995.2,9419.27,5640,0,0,0,0,0
219017895,16432.2,8207.28,5640,0,0,0,0,0
219012521,16995.4,9510.18,5700,0,0,0,0,0
219017895,16409.5,8100.61,5700,0,0,0,0,0
219012521,16995.6,9598.96,5760,0,0,0,0,0
219017895,16390.7,7996.56,5760,0,0,0,0,0
219012521,17007,9691.16,5820,0,0,0,0,0
219017895,16372.6,7892.32,5820,0,0,0,0,0
219012521,16996,9780.32,5880,0,0,0,0,0
219017895,16351.5,7787.14,5880,0,0,0,0,0
219012521,16996.3,9871.77,5940,0,0,0,0,0
219017895,16336.6,7683.97,5940,0,0,0,0,0
219012521,16996.5,9958.94,6000,0,0,0,0,0
219017895,16312.4,7582.48,6000,0,0,0,0,0
219012521,17006.6,10049.1,6060,0,0,0,0,0
219017895,16303.4,7475.84,6060,0,0,0,0,0
219012521,17008.1,10140.7,6120,0,0,0,0,0
219017895,16279.1,7373.99,6120,0,0,0,0,0
219012521,17008.3,10229.6,6180,0,0,0,0,0
219017895,16278.1,7354.52,6180,0,0,0,0,0
219012521,17002.5,10322.2,6240,0,0,0,0,0
219017895,16278.1,7354.52,6240,0,0,0,0,0
219012521,16997.6,10409.5,6300,0,0,0,0,0
219017895,16278.1,7354.52,6300,0,0,0,0,0
