mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision
219022165,-35958.2,-10242.8,540,0.980578,0.990268,0,1,0,0,0,0,0.0324113,0.916206,0.0513825,0.999937
244150372,-35855.5,-5810.48,540,0.980353,0.984738,3.76331e-06,0,1,0,0,0,0.0489693,0.87601,0.0750211,0.998772
219022165,-36116,-9994.7,600,0.980583,0.989654,1.49691e-05,1,0,0,0,0,0.0326716,0.916481,0.0508475,0.999754
244150372,-35990.8,-5941.13,600,0.978975,0.985838,0,0,1,0,0,0,0.0472897,0.876068,0.0766419,0.996086
219022165,-36269.5,-9754.03,660,0.696789,0.98531,0.000273528,1,0,0,0,0,0.711807,0.273358,0.0148348,0.99592
244150372,-36100.1,-6083.01,660,0.979172,0.985808,1.7305e-08,0,1,0,0,0,0.0541179,0.944679,0.00120346,0.991936
219022165,-36434.4,-9510.28,720,0.6918,0.984534,0.000146963,1,0,0,0,0,0.706733,0.278022,0.0152445,0.991134
244150372,-36213.6,-6234.63,720,0.978701,0.984263,2.2639e-05,0,1,0,0,0,0.0519766,0.946972,0.00105099,0.990921
219022165,-36602.2,-9265.43,780,0.70304,0.977984,0.000161237,1,0,0,0,0,0.716723,0.268371,0.0149059,0.99941
244150372,-36326.6,-6386.09,780,0.979282,0.984622,1.79608e-05,0,1,0,0,0,0.0509019,0.94799,0.00110774,0.994821
219022165,-36765.7,-9025.02,840,0.660613,0.994659,5.60962e-06,1,0,0,0,0,0.676908,0.306088,0.0170041,0.998918
244150372,-36445.8,-6535.2,840,0.978292,0.983772,1.94947e-05,0,1,0,0,0,0.0525581,0.946387,0.00105511,0.991606
219022165,-36920,-8789.9,900,0.622114,0.994592,0.000478714,1,0,0,0,0,0.639675,0.341053,0.019272,0.998502
244150372,-36557.5,-6680.86,900,0.978831,0.985254,1.75699e-05,0,1,0,0,0,0.0505993,0.948342,0.00105849,0.992457
219022165,-37084.6,-8550.98,960,0.00389473,0.985166,0.00391172,1,0,0,0,0,0.0464964,0.9038,0.0497037,0.990449
244150372,-36653.2,-6840.23,960,0.97954,0.98649,1.75929e-05,0,1,0,0,0,0.0527326,0.946279,0.000988281,0.984906
219022165,-37081.8,-8285.14,1020,0.144033,0.147361,0.145382,1,0,0,0,0,0.0381648,0.910548,0.0512871,0.996251
244150372,-36756.9,-6997.21,1020,0.706198,0.728089,0.0211981,0,1,0,0,0,0.00888843,0.967343,0.0237684,0.292881
219022165,-36958.3,-8022.75,1080,0.116178,0.117629,0.117645,1,0,0,0,0,0.0653825,0.880447,0.0541705,0.999997
244150372,-36862.8,-7155.04,1080,0.651719,0.666664,0.0243525,0,1,0,0,0,0.0147681,0.976956,0.00827598,0.357393
219022165,-36826.7,-7768.89,1140,0,0.0015875,0.00160303,1,0,0,0,0,0.137631,0.830466,0.0319025,0.999997
244150372,-36964.5,-7312.63,1140,0.28463,0.291159,0.0516044,0,1,0,0,0,0.0344577,0.895351,0.0701915,0.759885
219022165,-36743.7,-7499.54,1200,0,0.0015719,0.00158836,1,0,0,0,0,0.0394322,0.960489,7.86175e-05,0.999998
244150372,-37062.5,-7470.77,1200,0.0778012,0.0935703,0.0793996,0,1,0,0,0,0.0661038,0.887072,0.0468241,0.984915
219022165,-36721.9,-7213.36,1260,0,0.00113485,0.00114647,1,0,0,0,0,0.0413308,0.95861,5.93099e-05,0.999997
244150372,-37145.7,-7575.23,1260,0.0788029,0.0795952,0.0804096,0,1,0,0,0,0.0219727,0.914028,0.0639991,0.99466
219022165,-36739.1,-6925.13,1320,0,0.00118348,0.00119541,1,0,0,0,0,0.125405,0.874536,5.90728e-05,0.999998
244150372,-37225.5,-7669.94,1320,0.066801,0.134049,0.0681637,0,1,0,0,0,0.0510069,0.931123,0.0178706,0.933331
219022165,-36778.6,-6638.45,1380,0,0.00158823,0.00160425,1,0,0,0,0,8.135e-05,0.857212,0.142707,0.999997
244150372,-37305.3,-7764.65,1380,0.0560413,0.12553,0.0572041,0,1,0,0,0,0.0890073,0.877624,0.0333687,0.931001
219022165,-36821.3,-6356.3,1440,0,0.000968792,0.00097827,1,0,0,0,0,0.109628,0.890322,4.97439e-05,0.999998
244150372,-37385.1,-7859.37,1440,0.0722063,0.0729658,0.0736618,0,1,0,0,0,0.0150447,0.981721,0.00323436,0.999829
219022165,-36866.5,-6071.68,1500,0,0.00173194,0.00174922,1,0,0,0,0,8.79581e-05,0.999826,8.65072e-05,0.999994
244150372,-37464.9,-7954.09,1500,0.067472,0.068139,0.0688576,0,1,0,0,0,0.0451661,0.948237,0.00659697,0.99985
