mmsi,time,did_save,course,speed,is_changing_course,CR_PS,CR_SS,HO,OT_en,OT_ing,current_distance,time_untill_CPA,distance_cpa,crossing_in_front_distance,distance_to_midpoint,crossing_with_midpoint_on_port_side,hasPassed,crossing_with_other_on_port_side,
258465000,120,0,4.36856,13.4,0,0,0,1,0,0,9292.32,415.226,44.0257,inf,144.102,1,0,0,
259883000,120,0,1.13795,9,0,0,0,1,0,0,9292.32,415.226,44.0257,1231.47,269.287,0,0,0,
258465000,180,0,4.3703,13.5,0,0,0,1,0,0,8599.54,382.497,4.82338,100.16,140.452,1,0,1,
259883000,180,0,1.14843,9,0,0,0,1,0,0,8599.54,382.497,4.82338,inf,204.653,0,0,1,
258465000,240,0,4.36681,13.5,0,0,0,1,0,0,7907.56,351.706,23.1334,inf,112.614,1,0,0,
259883000,240,0,1.14668,9,0,0,0,1,0,0,7907.56,351.706,23.1334,736.572,197.817,0,0,0,
258465000,300,0,4.3738,13.5,0,0,0,1,0,0,7209.67,320.417,144.468,6569.77,125.062,1,0,1,
259883000,300,0,1.19555,9,0,0,0,1,0,0,7209.67,320.417,144.468,inf,7.03716,0,0,1,
258465000,360,1,4.3703,13.4,0,0,0,1,0,0,6519.36,291.13,66.6246,2058.72,104.152,1,0,1,
259883000,360,1,1.17461,9,0,0,0,1,0,0,6519.36,291.13,66.6246,inf,72.1898,0,0,1,
258465000,420,1,4.36856,13.5,0,0,0,1,0,0,5819.9,258.729,57.1828,1883.18,87.49,1,0,1,
259883000,420,1,1.17635,9,0,0,0,1,0,0,5819.9,258.729,57.1828,inf,59.7785,0,0,1,
258465000,480,1,4.21672,13.4,0,0,0,1,0,0,5132.58,228.352,474.595,inf,324.931,0,0,0,
259883000,480,1,1.16064,9,0,0,0,1,0,0,5132.58,228.352,474.595,inf,106.303,0,0,0,
258465000,540,0,4.1853,13.3,0,0,0,1,0,0,4445.75,197.777,499.473,inf,386.921,0,0,0,
259883000,540,0,1.1973,9.1,0,0,0,1,0,0,4445.75,197.777,499.473,inf,47.4886,0,0,0,
258465000,600,0,4.17832,13.3,0,0,0.0098054,0.990195,0,0,3768.07,168.292,477.039,inf,375.878,0,0,0,
259883000,600,0,1.21999,9,0,0,0.0098054,0.990195,0,0,3768.07,168.292,477.039,inf,33.1479,0,0,0,
258465000,660,1,4.19577,13.2,0,0,0.348605,0.651395,0,0,3085,138.448,343.7,2417.19,321.284,0,0,0,
259883000,660,1,1.29503,9.1,0,0.348605,0,0.651395,0,0,3085,138.448,343.7,inf,47.8586,1,0,0,
258465000,720,1,4.2429,13.2,0,0,0,1,0,0,2415.31,107.777,309.018,inf,235.093,0,0,0,
259883000,720,1,1.26711,9.1,0,0,0,1,0,0,2415.31,107.777,309.018,inf,36.3618,0,0,0,
258465000,780,1,4.49073,13.1,1,0,0,1,0,0,1728.67,77.5887,175.85,inf,47.2507,1,0,1,
259883000,780,1,1.46433,9.1,1,0,0,1,0,0,1728.67,77.5887,175.85,inf,146.133,1,0,1,
258465000,840,1,4.64956,13.2,0,0,0,1,0,0,1059.78,45.8384,283.145,inf,159.66,1,0,1,
259883000,840,1,1.4207,9.1,0,0,0,1,0,0,1059.78,45.8384,283.145,inf,115.016,1,0,1,
258465000,900,1,4.62163,13.3,0,0,0,1,0,0,418.328,15.1045,246.898,inf,131.902,1,0,1,
259883000,900,1,1.35438,9.1,0,0,0,1,0,0,418.328,15.1045,246.898,inf,110.516,1,0,1,
258465000,960,1,4.62512,13.3,0,0.615537,0,0.384463,0,0,417.729,-15.2274,245.838,inf,102.529,1,1,1,
259883000,960,1,1.1973,9.1,0,0.615537,0,0.384463,0,0,417.729,-15.2274,245.838,inf,149.735,1,1,1,
