mmsi,x,y,time,CR_PS,CR_SS,HO,OT_en,OT_ing
375219000,20818.5,17559.4,3720,0,0,1,0,0
538005655,15268.6,11043,3720,0,0,1,0,0
375219000,20593.4,17339.9,3780,0,0,1,0,0
538005655,15474,11272.7,3780,0,0,1,0,0
375219000,20367.2,17103.6,3840,0,0,1,0,0
538005655,15682.1,11518.3,3840,0,0,1,0,0
375219000,20127.6,16871.3,3900,0,0,1,0,0
538005655,15885.2,11755.5,3900,0,0,1,0,0
375219000,19920.4,16631.6,3960,0,0,1,0,0
538005655,16090,11998,3960,0,0,1,0,0
375219000,19704.2,16369.3,4020,0,0,1,0,0
538005655,16294.5,12239.4,4020,0,0,1,0,0
375219000,19515.9,16115.3,4080,0,0,1,0,0
538005655,16497.4,12485.2,4080,0,0,1,0,0
375219000,19340.7,15841.2,4140,0,0,1,0,0
538005655,16691.8,12727.7,4140,0,0,1,0,0
375219000,19172.9,15567.8,4200,0,0,1,0,0
538005655,16889.5,12971.3,4200,0,0,1,0,0
375219000,19004.4,15293.5,4260,0,0,1,0,0
538005655,17090,13215.6,4260,0,0,1,0,0
375219000,18824.2,15015.5,4320,0,0,1,0,0
538005655,17280.9,13464,4320,0,0,1,0,0
375219000,18656.8,14744.7,4380,0,0,1,0,0
538005655,17476.7,13712,4380,0,0,1,0,0
375219000,18479.6,14479.3,4440,0,0,1,0,0
538005655,17647.5,13976.2,4440,0,0,1,0,0
375219000,18279.1,14233.6,4500,0,0,1,0,0
538005655,17816.4,14237.1,4500,0,0,1,0,0
375219000,18054.7,14023.7,4560,0,0,0,0,0
538005655,17996.3,14498.7,4560,0,0,0,0,0
375219000,17854.6,13833.2,4620,0,0,0,0,0
538005655,18187.6,14732.4,4620,0,0,0,0,0
375219000,17630.5,13627.4,4680,0,0,0,0,0
538005655,18387.1,14958.3,4680,0,0,0,0,0
375219000,17400.1,13400.5,4740,0,0,0,0,0
538005655,18590.3,15178.5,4740,0,0,0,0,0
375219000,17197.6,13189.9,4800,0,0,0,0,0
538005655,18798.7,15392.1,4800,0,0,0,0,0
375219000,16972,12972.7,4860,0,0,0,0,0
538005655,18987.3,15605.1,4860,0,0,0,0,0
375219000,16751.6,12764.7,4920,0,0,0,0,0
538005655,19188.6,15810.9,4920,0,0,0,0,0
375219000,16525.1,12544.8,4980,0,0,0,0,0
538005655,19378.8,16021.4,4980,0,0,0,0,0
375219000,16327,12326.9,5040,0,0,0,0,0
538005655,19569,16230.1,5040,0,0,0,0,0
375219000,16099.3,12104.8,5100,0,0,0,0,0
538005655,19762,16441.2,5100,0,0,0,0,0
375219000,15894.8,11902.1,5160,0,0,0,0,0
538005655,19956.1,16651.1,5160,0,0,0,0,0
375219000,15670.3,11680,5220,0,0,0,0,0
538005655,20148.6,16862.4,5220,0,0,0,0,0
375219000,15444.9,11463.2,5280,0,0,0,0,0
538005655,20329.9,17063.6,5280,0,0,0,0,0
375219000,15233.9,11241.5,5340,0,0,0,0,0
538005655,20533.5,17280.4,5340,0,0,0,0,0
375219000,15015.8,11023.9,5400,0,0,0,0,0
538005655,20723.2,17492.4,5400,0,0,0,0,0
