mmsi,x,y,time,CR_PS,CR_SS,HO,OT_en,OT_ing
248375000,17093.4,7210.34,120,0.97984,0.99035,1.76599e-05,0,1,0,0,0,0.0497501,0.899711,0.0505389
257787000,19641,1040.62,120,0.97985,0.98996,1.76599e-05,1,0,0,0,0,0.0505701,0.89874,0.0506901
248375000,16873.1,7070.44,180,0.97996,0.99012,8.82996e-06,0,1,0,0,0,0.0493901,0.90159,0.0490201
257787000,19278.8,1120.87,180,0.97995,0.98988,1.76599e-05,1,0,0,0,0,0.0508101,0.89876,0.0504301
248375000,16649.9,6927.25,240,0.97894,0.99005,8.82996e-06,0,1,0,0,0,0.0483501,0.90061,0.0510401
257787000,18919.3,1207.29,240,0.97996,0.99006,0,1,0,0,0,0,0.05033,0.90123,0.04844
248375000,16423.6,6782.51,300,0.98063,0.98957,0,0,1,0,0,0,0.05081,0.89803,0.05116
257787000,18567.3,1281.11,300,0.97945,0.9904,8.82996e-06,1,0,0,0,0,0.0505601,0.89933,0.0501101
248375000,16203.4,6639.82,360,0.97984,0.99036,8.82996e-06,0,1,0,0,0,0.0504201,0.89944,0.0501401
257787000,18193.3,1364.6,360,0.9797,0.99019,1.76599e-05,1,0,0,0,0,0.0490101,0.90142,0.0495701
248375000,15969,6496.09,420,0.97983,0.98978,1.76599e-05,0,1,0,0,0,0.0516301,0.89772,0.0506501
257787000,17839.1,1441.44,420,0.97968,0.98951,0,1,0,0,0,0,0.04985,0.90053,0.04962
248375000,15749.8,6353.91,480,0.979581,0.99029,8.82999e-06,0,1,0,0,0,0.0496302,0.899252,0.0511181
257787000,17468.8,1527.45,480,0.97978,0.99022,1.76599e-05,1,0,0,0,0,0.0500321,0.900828,0.04914
248375000,15525.9,6209.97,540,0.980171,0.99019,2.649e-05,0,1,0,0,0,0.0496703,0.899532,0.0507982
257787000,17101.1,1604.88,540,0.9796,0.98998,8.82994e-06,1,0,0,0,0,0.049282,0.900198,0.05052
248375000,15288.2,6060.77,600,0.980742,0.9904,8.83e-06,0,1,0,0,0,0.0504602,0.900223,0.0493172
257787000,16731.4,1686.65,600,0.9801,0.99014,1.76599e-05,1,0,0,0,0,0.0506731,0.898557,0.05077
248375000,15057.8,5915.71,660,0.981183,0.99001,0,0,1,0,0,0,0.0493202,0.901185,0.0494951
257787000,16354.2,1765.51,660,0.97974,0.99014,8.83082e-06,1,0,0,0,0,0.0509238,0.899816,0.0492598
248375000,14830.6,5769.62,720,0.980483,0.98934,0,0,1,0,0,0,0.0498903,0.899936,0.0501741
257787000,15989.2,1847.17,720,0.9796,0.98951,0,1,0,0,0,0,0.0508659,0.900034,0.0490997
248375000,14613,5627.23,780,0.980125,0.9901,2.64429e-05,0,1,0,0,0,0.0496947,0.900064,0.0502408
257787000,15618.6,1926.81,780,0.980337,0.99076,8.82793e-06,1,0,0,0,0,0.0504256,0.899956,0.0496183
248375000,14395.3,5479.35,840,0.979577,0.98971,1.80033e-05,0,1,0,0,0,0.0492122,0.899278,0.05151
257787000,15260.7,2006.81,840,0.979457,0.99003,8.82797e-06,1,0,0,0,0,0.0496522,0.90033,0.0500183
248375000,14175.2,5336.68,900,0.979642,0.99013,1.76964e-05,0,1,0,0,0,0.0500547,0.899679,0.0502667
257787000,14899.2,2083,900,0.980265,0.9904,1.76448e-05,1,0,0,0,0,0.0490806,0.900764,0.0501556
248375000,13949,5187.03,960,0.979802,0.99011,8.86157e-06,0,1,0,0,0,0.0496297,0.900657,0.0497137
257787000,14537.3,2159.75,960,0.980489,0.99007,8.81654e-06,1,0,0,0,0,0.0505213,0.899587,0.0498913
248375000,13728.8,5043.77,1020,0.974695,0.98999,1.12149e-05,0,1,0,0,0,0.0497299,0.888707,0.0615634
257787000,14174.7,2231.9,1020,0.980283,0.99027,1.76119e-05,1,0,0,0,0,0.0506152,0.898668,0.0507164
248375000,13506,4899.55,1080,0.980629,0.98964,2.67309e-05,0,1,0,0,0,0.0502444,0.89985,0.0499056
257787000,13817.4,2301.91,1080,0.978987,0.98932,0,1,0,0,0,0,0.0499854,0.901468,0.0485462
248375000,13279.5,4751.13,1140,0.980771,0.99007,1.78168e-05,0,1,0,0,0,0.0504971,0.898799,0.0507039
257787000,13455.2,2374.44,1140,0.979656,0.98928,8.78712e-06,1,0,0,0,0,0.0504443,0.898692,0.0508641
248375000,13059.3,4610.8,1200,0.980437,0.99038,8.98471e-06,0,1,0,0,0,0.0494332,0.900624,0.049943
257787000,13081.8,2451.12,1200,0.979853,0.98948,8.77528e-06,1,0,0,0,0,0.0500475,0.899178,0.0507749
248375000,12833.2,4462.59,1260,0.979606,0.98989,1.80418e-05,0,1,0,0,0,0.0513524,0.897709,0.0509382
257787000,12726.3,2528.1,1260,0.979144,0.98958,8.76243e-06,1,0,0,0,0,0.0496642,0.899935,0.0504007
248375000,12630.1,4302.53,1320,0.978555,0.99045,7.08618e-06,0,1,0,0,0,0.0531956,0.944804,0.00199994
257787000,12368.5,2605.9,1320,0.97987,0.99021,0,1,0,0,0,0,0.0493409,0.900782,0.0498773
248375000,12495.5,4085.8,1380,0.978828,0.9899,1.28321e-05,0,1,0,0,0,0.051828,0.946878,0.00
