mmsi,time,course,speed,current_distance,time_untill_CPA,highres_distance_cpa,lowres_distance_cpa,highres_crossing_in_front_distance,lowres_crossing_in_front_distance,distance_to_midpoint,crossing_with_midpoint_on_port_side,
219001211,600,4,5,28,29,29,22,29,29,17,port,
219923000,600,20,13,28,29,29,22,29,29,29,starboard,
219001211,660,4,5,27,29,29,21,29,29,25,port,
219923000,660,20,13,27,29,29,21,29,29,29,starboard,
219001211,720,4,5,26,29,29,22,29,29,14,port,
219923000,720,20,13,26,29,29,22,29,29,29,starboard,
219001211,780,3,5,26,29,29,28,29,29,29,starboard,
219923000,780,21,13,26,29,29,28,29,29,29,starboard,
219001211,840,3,5,25,29,29,28,29,29,29,starboard,
219923000,840,20,13,25,29,29,28,29,29,29,starboard,
219001211,900,3,5,24,29,29,28,29,29,29,starboard,
219923000,900,21,13,24,29,29,28,29,29,29,starboard,
219001211,960,3,5,23,29,29,28,29,29,29,starboard,
219923000,960,21,13,23,29,29,28,29,29,29,starboard,
219001211,1020,3,5,22,29,29,27,29,29,29,starboard,
219923000,1020,21,13,22,29,29,27,29,29,29,starboard,
219001211,1080,3,5,22,29,29,19,29,29,29,starboard,
219923000,1080,21,13,22,29,29,19,29,29,29,starboard,
219001211,1140,3,5,21,29,29,18,29,29,29,starboard,
219923000,1140,21,13,21,29,29,18,29,29,29,starboard,
219001211,1200,3,5,20,29,29,14,29,29,29,starboard,
219923000,1200,21,13,20,29,29,14,29,29,29,starboard,
219001211,1260,3,5,19,29,29,15,29,29,29,starboard,
219923000,1260,21,13,19,29,29,15,29,29,29,starboard,
219001211,1320,3,5,18,29,29,16,29,29,29,starboard,
219923000,1320,21,13,18,29,29,16,29,29,29,starboard,
219001211,1380,3,5,17,29,29,15,29,29,29,starboard,
219923000,1380,21,13,17,29,29,15,29,29,29,starboard,
219001211,1440,3,5,16,29,29,15,29,29,29,starboard,
219923000,1440,21,13,16,29,29,15,29,29,29,starboard,
219001211,1500,3,5,16,29,29,17,29,29,29,starboard,
219923000,1500,21,13,16,29,29,17,29,29,29,starboard,
219001211,1560,3,5,15,27,29,17,29,29,29,starboard,
219923000,1560,21,13,15,27,29,17,29,29,29,starboard,
219001211,1620,3,5,14,26,29,16,29,29,29,starboard,
219923000,1620,21,13,14,26,29,16,29,29,29,starboard,
219001211,1680,3,5,13,24,29,18,29,29,29,starboard,
219923000,1680,21,13,13,24,29,18,29,29,29,starboard,
219001211,1740,3,5,12,22,29,19,29,29,29,starboard,
219923000,1740,21,13,12,22,29,19,29,29,29,starboard,
219001211,1800,3,5,12,21,29,19,29,29,29,starboard,
219923000,1800,21,13,12,21,29,19,29,29,29,starboard,
219001211,1860,3,5,11,19,29,18,29,29,29,starboard,
219923000,1860,21,13,11,19,29,18,29,29,29,starboard,
219001211,1920,3,5,10,17,29,19,29,29,29,starboard,
219923000,1920,21,13,10,17,29,19,29,29,29,starboard,
219001211,1980,3,5,9,16,29,19,29,29,29,starboard,
219923000,1980,21,13,9,16,29,19,29,29,29,starboard,
219001211,2040,3,5,8,14,29,19,29,29,29,starboard,
219923000,2040,21,13,8,14,29,19,29,29,29,starboard,
219001211,2100,3,5,7,13,29,18,29,29,29,starboard,
219923000,2100,21,13,7,13,29,18,29,29,29,starboard,
219001211,2160,3,5,7,11,29,19,29,29,29,starboard,
219923000,2160,21,13,7,11,29,19,29,29,29,starboard,
219001211,2220,3,5,6,10,29,19,29,29,29,starboard,
219923000,2220,21,13,6,10,29,19,29,29,29,starboard,
219001211,2280,3,5,5,8,29,18,29,29,29,starboard,
219923000,2280,21,13,5,8,29,18,29,29,29,starboard,
219001211,2340,3,5,5,7,29,18,29,29,29,starboard,
219923000,2340,21,13,5,7,29,18,29,29,29,starboard,
219001211,2400,3,5,4,5,29,17,29,29,29,starboard,
219923000,2400,22,13,4,5,29,17,29,29,29,starboard,
219001211,2460,3,5,3,4,29,17,29,29,29,starboard,
219923000,2460,22,13,3,4,29,17,29,29,29,starboard,
219001211,2520,3,5,3,2,29,17,29,29,29,starboard,
219923000,2520,22,13,3,2,29,17,29,29,29,starboard,
219001211,2580,3,5,2,1,29,17,29,29,29,starboard,
219923000,2580,22,13,2,1,29,17,29,29,29,starboard,
219001211,2640,3,5,2,0,29,17,29,29,29,starboard,
219923000,2640,22,13,2,0,29,17,29,29,29,starboard,
