mmsi,x,y,time,CR_PS,CR_SS,HO,OT_en,OT_ing
257062170,8935.91,3862.57,3660,0,0,1,0,0
259299000,8968.33,144.636,3660,0,0,1,0,0
257062170,9264.52,4139.4,3720,0,0,1,0,0
259299000,8968.33,145.534,3720,0,0,0,1,0
257062170,9563.62,4399.48,3780,0,0,1,0,0
259299000,8968.33,146.377,3780,0,0,0,1,0
257062170,9890.7,4665.1,3840,0,0,0,1,0
259299000,8973.9,164.576,3840,0,0,0,0,1
257062170,10211.2,4909.24,3900,0,0,0,1,0
259299000,9032.41,398.682,3900,0,0,0,0,1
257062170,10547.7,5165.77,3960,0,0,0,1,0
259299000,9029.69,795.905,3960,0,0,0,0,1
257062170,10867.2,5417.4,4020,0,0,0,1,0
259299000,9101.2,1735.68,4020,0,0,0,0,1
257062170,11185.6,5656.13,4080,0,0,0,1,0
259299000,9381.46,2623.94,4080,0,0,0,0,1
257062170,11505.6,5896,4140,0,0,0,1,0
259299000,9947.5,3412.79,4140,0,0,0,0,1
257062170,11821.4,6143.41,4200,0,0,0,1,0
259299000,10497,4171.1,4200,0,0,0,0,1
257062170,12129.7,6400.72,4260,0,0,0,1,0
259299000,11073.6,4948.13,4260,0,0,0,0,1
257062170,12433.6,6677.25,4320,0,0,0,1,0
259299000,11713.3,5660.1,4320,0,0,0,0,1
257062170,12697.2,7003.97,4380,0,0,0,1,0
259299000,12360.5,6337.42,4380,0,0,0,0,1
257062170,12899.9,7343.56,4440,0,0,0,1,0
259299000,12971,7092.89,4440,0,0,0,0,1
257062170,13079.9,7734.5,4500,0,0,0,0,1
259299000,13455.3,7900.79,4500,0,0,0,1,0
257062170,13221.9,8117.29,4560,0,0,0,0,1
259299000,13921.5,8764.61,4560,0,0,0,1,0
257062170,13211.6,8508.82,4620,0,0,0,0,1
259299000,14183.7,9677.88,4620,0,0,0,1,0
257062170,13056.2,8774.11,4680,0,0,0,0,1
259299000,14423.9,10628.9,4680,0,0,0,1,0
257062170,12843.3,8908.22,4740,0,0,1,0,0
259299000,14612.4,11556.2,4740,0,0,1,0,0
