mmsi,x,y,cog,sog,time,colreg_compliant,distance_risk_of_collision,distance_risk_of_collision_front,good_seamanship,unmodeled_behaviour,has_turned_portwards,has_turned_starboardwards,stands_on_correct,ample_time_acceptable,safe_distance_front_acceptable,safe_distance_acceptable,safe_distance_midpoint_acceptable,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,is_risk_of_collision,situation_started,will_give_way,is_pre_ample_time,safe_distance,safe_distance_to_midpoint,gives_way_correct,stand_on_role,change_in_course_port,change_in_course_starboard,change_in_speed_lower,change_in_speed_higher,mean_initial_course,max_initial_course,mean_initial_speed,max_initial_speed,
219001211,-848.713,-870.225,3.90605,4,600,0.979995,0,0,0.99014,0.000974822,0,0,1,0.999904,1,1,1,0.217484,0.177425,0.25131,0.177234,0.176548,0.0495341,0.899252,0.051214,0.0695013,0.113328,0.0409756,0.995699,0.89554,0.688761,0.685334,0.40679,0,0,-0,-0,-135,-135,3.96,3.96,
219923000,-11587.9,-10350.8,0.520108,9.8,600,0.980125,0,0,0.99028,0.00088264,0,0,1,0.99987,1,1,1,0.175559,0.218213,0.249197,0.179044,0.177987,0.049239,0.900481,0.0502804,0.0698598,0.111743,0.0445545,0.995895,0.89665,0.945355,0.478092,0.369706,0,0,-0,-0,25,25,9.72,9.72,
219001211,-938.34,-956.342,3.92874,3.9,660,0.979995,0,0,0.99026,0.000979052,0,0,1,0.999836,1,1,1,0.269469,0.154389,0.27281,0.151592,0.15174,0.0495866,0.900758,0.0496551,0.124344,0.235465,0.0707991,0.99607,0.895844,0.859404,0.748323,0.428993,0,0,-0,-0,-135,-135,3.96,3.96,
219923000,-11328.5,-10198.1,0.521853,9.8,660,0.980461,0,0,0.9902,0.00104698,0,0,1,0.999895,1,1,1,0.154566,0.269197,0.271513,0.153014,0.15171,0.0514473,0.898816,0.0497365,0.124232,0.236063,0.0835907,0.996183,0.896438,0.94584,0.410921,0.326528,0,0,-0,-0,25,25,9.72,9.72,
219001211,-1023.85,-1042.16,3.90954,3.9,720,0.981293,0,0,0.99055,0.00118903,0,0,1,0.999893,1,1,1,0.27271,0.120325,0.369078,0.118538,0.119349,0.0499499,0.900211,0.0498394,0.0693984,0.402881,0.0407516,0.995934,0.896026,0.557687,0.662237,0.402599,0,0,-0,-0,-135,-135,3.96,3.96,
219923000,-11064.6,-10049.9,0.521853,9.8,720,0.97972,0,0,0.9903,0.00114199,0,0,1,0.999918,1,1,1,0.118588,0.272672,0.371272,0.118937,0.118531,0.0495958,0.899794,0.05061,0.0689747,0.404457,0.0510572,0.996025,0.895773,0.946432,0.319934,0.264808,0,0,-0,-0,25,25,9.72,9.72,
219001211,-1116.82,-1112.72,3.7734,3.7,780,0.979454,0,0,0.989691,0.0010846,0.215247,0,0.784753,0.999901,1,1,1,0.26146,0.113676,0.403983,0.10939,0.111491,0.0507138,0.898578,0.050708,0.0159697,0.444046,0.0103224,0.995824,0.89583,0.945074,0.367185,0.383699,0.215247,0,-0,-0,-140.56,-145,3.96,3.96,
219923000,-10805.8,-9897.01,0.523599,9.8,780,0.980414,0,0,0.990604,0.00105649,0,0.21391,0.78609,0.999814,1,1,1,0.110268,0.259369,0.403837,0.116581,0.109945,0.0503614,0.901018,0.0486201,0.0160517,0.443373,0.0151407,0.99587,0.897405,0.947247,0.302257,0.254677,0,0.21391,-0,-0,30.5663,35,9.72,9.72,
219001211,-1216.69,-1183.9,3.76468,3.9,840,0.978926,0,0,0.988867,0.00107673,0.327335,0,0.78071,0.999919,1,1,1,0.230293,0.0826112,0.522391,0.0823647,0.0823405,0.0502833,0.89967,0.0500466,0.00855431,0.587466,0.00561279,0.995819,0.897295,0.946541,0.287056,0.331723,0.21929,0,-0,-0,-140.583,-145,3.96,3.96,
219923000,-10549.6,-9741.64,0.521853,9.7,840,0.979568,0,0,0.98994,0.000938626,0.0740927,0.216371,0.925907,0.999917,1,1,1,0.0796452,0.235671,0.519996,0.0847751,0.0799121,0.0521125,0.899156,0.0487317,0.0157958,0.591449,0.0150091,0.995955,0.896458,0.947001,0.219726,0.196657,0.0740927,0,-0,-0,26.4567,25,9.72,9.72,
