mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,has_turned_portwards,has_turned_starboardwards,change_in_speed,is_changing_course,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision,current_risk_of_collision
219022165,-36602.2,-9265.43,780,0.948936,0.98002,0.00214577,0,0,0,0,1,0,0,0,0,0.0458039,0.903667,0.0505296,0.99835,0.99835
244150372,-36326.6,-6386.09,780,0.950626,0.97989,0.00234246,0,0,0,0,0,1,0,0,0,0.0492259,0.894135,0.0566386,0.994948,0.994948
219022165,-36765.7,-9025.02,840,0.949854,0.98034,0.00216601,0,0,0,0,1,0,0,0,0,0.0462447,0.90343,0.0503252,0.998192,0.996389
244150372,-36445.8,-6535.2,840,0.949872,0.98026,0.00235273,0,0,0,0,0,1,0,0,0,0.0493375,0.893027,0.0576357,0.995349,0.991646
219022165,-36920,-8789.9,900,0.949464,0.97996,0.00203218,0,0,0,0,1,0,0,0,0,0.0453311,0.90462,0.0500488,0.998049,0.996167
244150372,-36557.5,-6680.86,900,0.949742,0.9792,0.00222189,0,0,0,0,0,1,0,0,0,0.0504227,0.893075,0.0565019,0.995925,0.991726
219022165,-37084.6,-8550.98,960,0.950099,0.98008,0.00220018,0,0,0,0,1,0,0,0,0,0.043069,0.905427,0.0515036,0.998354,0.988501
244150372,-36653.2,-6840.23,960,0.950212,0.98075,0.0021793,0,0,0,1,0,1,0,0,0,0.0507601,0.891948,0.0572918,0.995932,0.987986
219022165,-37081.8,-8285.14,1020,0.562923,0.97978,0.0256055,1,0,0,1,1,0,0,0,0,0.564951,0.412036,0.0230124,0.996606,0.996462
244150372,-36756.9,-6997.21,1020,0.614347,0.97975,0.0270243,0,0,0,0,0,1,0,0,0,0.0220933,0.409275,0.568631,0.995607,0.995376
219022165,-36958.3,-8022.75,1080,0.57038,0.97986,0.0238297,1,0,0,1,1,0,0,0,0,0.576592,0.401158,0.0222501,0.999076,0.998137
244150372,-36862.8,-7155.04,1080,0.596306,0.97952,0.0230044,0,0,0,0,0,1,0,0,0,0.021038,0.38567,0.593292,0.99414,0.993636
219022165,-36826.7,-7768.89,1140,0.0608896,0.9796,0.0637139,1,0,0,0,1,0,0,0,0,0.0575401,0.88986,0.0526001,0.999721,0.998316
244150372,-36964.5,-7312.63,1140,0.590937,0.9802,0.0214786,0,0,0,0,0,1,0,0,0,0.0195701,0.416539,0.563891,0.955125,0.954527
219022165,-36743.7,-7499.54,1200,0.0452835,0.98056,0.0481402,1,0,0,1,1,0,0,0,0,0.053392,0.900098,0.0465101,0.999564,0.998848
244150372,-37062.5,-7470.77,1200,0.599246,0.98021,0.0338758,0,0,0,0,0,1,0,0,0,0.0196034,0.381957,0.598439,0.99975,0.999491
219022165,-36721.9,-7213.36,1260,0.0462805,0.97911,0.0491393,1,0,0,1,1,0,0,0,0,0.0533224,0.898272,0.0484056,0.999749,0.998259
244150372,-37145.7,-7575.23,1260,0.612369,0.97971,0.0010869,0,0,0,0,0,1,0,0,0,0.0190732,0.340384,0.640543,0.99981,0.99928
219022165,-36739.1,-6925.13,1320,0.0392664,0.97888,0.0421784,1,0,0,1,1,0,0,0,0,0.0596284,0.89215,0.0482218,0.999524,0.998098
244150372,-37225.5,-7669.94,1320,0.54763,0.97957,0.00124461,0,0,0,0,0,1,0,0,0,0.0211789,0.398184,0.580637,0.999662,0.99896
219022165,-36778.6,-6638.45,1380,0.0943009,0.98014,0.0970373,1,0,0,0,1,0,0,0,0,0.0591083,0.896096,0.0447954,0.999715,0.998259
244150372,-37305.3,-7764.65,1380,0.470991,0.9801,0.00165259,0,0,0,0,0,1,0,0,0,0.0261397,0.472488,0.501372,0.999624,0.998845
219022165,-36821.3,-6356.3,1440,0,0.9799,0.00296568,1,0,0,0,1,0,0,0,0,0.0556672,0.89388,0.050453,0.999653,0.998428
244150372,-37385.1,-7859.37,1440,0.442116,0.98036,0.0186833,0,0,0,0,0,1,0,0,0,0.02735,0.499277,0.473373,0.999617,0.998725
219022165,-36866.5,-6071.68,1500,0.0869849,0.98037,0.089731,1,0,0,0,1,0,0,0,0,0.0506068,0.906811,0.0425818,0.99976,0.997208
244150372,-37464.9,-7954.09,1500,0.51819,0.98008,0.00149982,0,0,0,0,0,1,0,0,0,0.0244525,0.430421,0.545126,0.999661,0.998216
