mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision
211237730,26950.6,-446.563,7320,0.979773,0.990051,3.67379e-05,1,0,0,0,0,0.0334865,0.91505,0.051463,0.999707
261146000,28142.4,3213.91,7320,0.979945,0.985518,0,0,1,0,0,0,0.0466132,0.880395,0.0729919,0.99574
211237730,26871.7,-337.519,7380,0.980047,0.989878,7.5483e-06,1,0,0,0,0,0.0337656,0.91672,0.0495148,0.999885
261146000,28018.4,3152.74,7380,0.980095,0.985425,0,0,1,0,0,0,0.0492704,0.878196,0.072534,0.997773
211237730,26799.8,-235.976,7440,0.979868,0.989497,0,1,0,0,0,0,0.0360436,0.91371,0.0502464,0.998564
261146000,27908.8,3081.97,7440,0.978919,0.985703,6.0922e-06,0,1,0,0,0,0.0479565,0.879537,0.0725068,0.994121
211237730,26726.9,-130.557,7500,0.980372,0.989704,5.55031e-06,1,0,0,0,0,0.0346423,0.915854,0.0495035,0.999931
261146000,27793.7,3014.29,7500,0.979953,0.985401,1.09227e-05,0,1,0,0,0,0.0481701,0.878241,0.0735891,0.99774
211237730,26643.9,-25.9095,7560,0.980183,0.989609,4.77314e-06,1,0,0,0,0,0.0350174,0.913575,0.0514073,0.991422
261146000,27696.4,2942.38,7560,0.979549,0.985413,7.14824e-06,0,1,0,0,0,0.0484999,0.877917,0.0735828,0.985823
211237730,26571,94.9437,7620,0.979243,0.990001,2.87787e-05,1,0,0,0,0,0.0340325,0.916327,0.0496407,0.998671
261146000,27593.1,2878.2,7620,0.979761,0.985648,1.45259e-05,0,1,0,0,0,0.0489914,0.877266,0.0737431,0.994252
211237730,26493.1,207.403,7680,0.980414,0.990276,7.09208e-06,1,0,0,0,0,0.0333177,0.915959,0.0507228,0.98354
261146000,27494.7,2806.99,7680,0.979681,0.9856,1.31178e-05,0,1,0,0,0,0.0490285,0.877522,0.07345,0.979838
211237730,26415.1,337.379,7740,0.979193,0.989596,6.11154e-06,1,0,0,0,0,0.0338095,0.915332,0.0508589,1
261146000,27375.1,2746.81,7740,0.980589,0.985114,1.98798e-05,0,1,0,0,0,0.0499173,0.877132,0.0729508,0.999026
211237730,26314.9,450.028,7800,0.979063,0.990069,5.26515e-06,1,0,0,0,0,0.0354151,0.913087,0.0514983,0.998972
261146000,27260.7,2679.11,7800,0.98058,0.985339,8.74066e-06,0,1,0,0,0,0.0478811,0.8776,0.0745192,0.994696
211237730,26215.4,577.873,7860,0.980085,0.99033,9.09246e-06,1,0,0,0,0,0.0348634,0.914485,0.0506519,0.995709
261146000,27150.4,2620.05,7860,0.979851,0.985657,1.42515e-05,0,1,0,0,0,0.0477662,0.877275,0.0749591,0.986505
211237730,26131.5,708.939,7920,0.979369,0.989899,5.89994e-06,1,0,0,0,0,0.0325358,0.915938,0.0515266,0.979665
261146000,27038.1,2559.31,7920,0.978888,0.985397,1.59143e-05,0,1,0,0,0,0.0502578,0.874586,0.0751566,0.970992
211237730,26037.3,843.705,7980,0.980136,0.989724,1.52679e-05,1,0,0,0,0,0.0323632,0.916096,0.0515407,0.997382
261146000,26929.7,2496.31,7980,0.981024,0.985653,1.90797e-05,0,1,0,0,0,0.0506387,0.872732,0.076629,0.991552
211237730,25947.5,975.498,8040,0.980331,0.989829,1.17466e-05,1,0,0,0,0,0.0316092,0.917974,0.0504166,0.981145
261146000,26821,2425.74,8040,0.980321,0.98513,1.64286e-05,0,1,0,0,0,0.0489983,0.874262,0.0767402,0.968914
211237730,25848,1095.03,8100,0.979349,0.989971,8.89702e-06,1,0,0,0,0,0.0297571,0.919039,0.051204,0.988495
261146000,26726,2365.34,8100,0.981036,0.985548,8.93253e-06,0,1,0,0,0,0.049284,0.873594,0.0771221,0.978838
211237730,25771.3,1223.67,8160,0.980675,0.989896,1.20838e-05,1,0,0,0,0,0.0262967,0.923361,0.0503424,0.993129
261146000,26625.6,2302.38,8160,0.979412,0.985267,1.35224e-05,0,1,0,0,0,0.0459645,0.87676,0.0772751,0.985878
211237730,25681.2,1352.03,8220,0.981186,0.990795,1.22984e-05,1,0,0,0,0,0.0321609,0.915657,0.0521826,0.998286
261146000,26512.2,2244.91,8220,0.978609,0.985894,1.22624e-05,0,1,0,0,0,0.04957,0.872894,0.0775358,0.992908
211237730,25604.4,1484.67,8280,0.980409,0.988424,8.27188e-06,1,0,0,0,0,0.0211917,0.92809,0.0507186,0.993959
261146000,26405.2,2188.38,8280,0.979118,0.985475,1.01358e-05,0,1,0,0,0,0.0493078,0.869767,0.0809251,0.987841
211237730,25504.2,1623.82,8340,0.980464,0.990498,9.98857e-06,1,0,0,0,0,0.0227,0.92631,0.0509905,0.993263
261146000,26290.8,2124.41,8340,0.98122,0.986129,1.19461e-05,0,1,0,0,0,0.0496805,0.873448,0.0768716,0.988358
211237730,25437.4,1758.8,8400,0.980566,0.990924,4.89084e-06,1,0,0,0,0,0.030677,0.919302,0.0500207,0.986993
261146000,26179.4,2057.93,8400,0.979371,0.985055,1.90751e-05,0,1,0,0,0,0.0476581,0.869826,0.0825163,0.985794
211237730,25333.6,1888.73,8460,0.980752,0.990492,1.09825e-05,1,0,0,0,0,0.0407828,0.907963,0.0512546,0.986249
261146000,26068,1988.88,8460,0.979026,0.984281,1.89579e-05,0,1,0,0,0,0.0541506,0.859187,0.0866622,0.99506
211237730,25235.1,2027.49,8520,0.980621,0.990074,1.17464e-05,1,0,0,0,0,0,0.948375,0.0516247,0.986225
261146000,25949.8,1924.01,8520,0.981396,0.984396,2.2155e-05,0,1,0,0,0,0.0497255,0.871082,0.0791923,0.99014
211237730,25132.9,2175.67,8580,0.980017,0.990316,1.14165e-05,1,0,0,0,0,0.0311419,0.918616,0.0502425,0.986347
261146000,25832.8,1853.65,8580,0.980784,0.985861,9.5626e-06,0,1,0,0,0,0.0466156,0.871591,0.0817935,0.987011
211237730,25012.5,2315.58,8640,0.979632,0.990015,1.19296e-05,1,0,0,0,0,0.0091697,0.940045,0.0507858,0.99143
261146000,25733.7,1783.1,8640,0.979096,0.986211,1.68261e-05,0,1,0,0,0,0.0330125,0.886998,0.0799897,0.990637
211237730,24922.7,2469.01,8700,0.980339,0.981831,1.13801e-05,1,0,0,0,0,0.0488523,0.900456,0.0506918,0.976574
261146000,25644.7,1713.43,8700,0.976766,0.984996,2.30102e-05,0,1,0,0,0,0.0652339,0.85096,0.083806,0.988196
211237730,24812.2,2606.43,8760,0.981113,0.990576,1.03469e-05,1,0,0,0,0,0.0466165,0.902787,0.0505966,0.991495
261146000,25548.4,1640.07,8760,0.977087,0.98553,1.8266e-05,0,1,0,0,0,0.0577441,0.861918,0.0803379,0.989986
211237730,24716.9,2749.81,8820,0.980716,0.990194,9.53062e-06,1,0,0,0,0,0,0.946998,0.0530022,0.979855
261146000,25436,1568.5,8820,0.981544,0.984896,2.15933e-05,0,1,0,0,0,0.0464435,0.872323,0.0812337,0.978922
211237730,24612,2889.14,8880,0.980099,0.989821,9.82908e-06,1,0,0,0,0,0,0.948896,0.0511041,0.969695
261146000,25314.1,1515.34,8880,0.974339,0.985766,2.10373e-05,0,1,0,0,0,0.0371179,0.87449,0.0883922,0.968198
211237730,24511,3029.62,8940,0.98099,0.9902,1.09055e-05,1,0,0,0,0,0.0182201,0.930661,0.0511187,0.957936
261146000,25188,1469.87,8940,0.979978,0.985367,1.73557e-05,0,1,0,0,0,0.0586614,0.859408,0.0819302,0.950702
211237730,24421.1,3160.14,9000,0.981224,0.990499,1.04278e-05,1,0,0,0,0,0.0410295,0.907612,0.0513581,0.987464
261146000,25066.1,1399.66,9000,0.980712,0.986261,1.73906e-05,0,1,0,0,0,0.0592875,0.866194,0.074519,0.961663
211237730,24322.1,3275.72,9060,0.979935,0.989728,1.03323e-05,1,0,0,0,0,0,0.94666,0.0533404,0.939303
261146000,24955.8,1340.23,9060,0.977421,0.986254,1.9157e-05,0,1,0,0,0,0.0350055,0.887969,0.077026,0.950505
211237730,24244.8,3389.85,9120,0.980116,0.989825,1.1926e-05,1,0,0,0,0,0,0.947137,0.0528626,0.890409
261146000,24833.6,1289.98,9120,0.982095,0.985194,1.89552e-05,0,1,0,0,0,0.0619395,0.854523,0.0835376,0.868744
211237730,24167,3495.64,9180,0.980005,0.989666,1.22377e-05,1,0,0,0,0,0,0.946576,0.0534237,0.955958
261146000,24720.4,1228.99,9180,0.982437,0.984288,1.58336e-05,0,1,0,0,0,0.0772027,0.830283,0.0925147,0.965988
211237730,24099.4,3611.62,9240,0.980049,0.990128,1.40811e-05,1,0,0,0,0,0,0.947161,0.0528394,0.917719
261146000,24600,1169.5,9240,0.983327,0.985594,1.14224e-05,0,1,0,0,0,0.0513424,0.875891,0.0727664,0.961932
211237730,24011.3,3716.24,9300,0.982055,0.991401,5.35042e-06,1,0,0,0,0,0.11434,0.838953,0.0467069,0.988048
261146000,24486.8,1100.52,9300,0.97823,0.984049,2.19603e-05,0,1,0,0,0,0.015044,0.902499,0.082457,0.984579
211237730,23977.1,3831.18,9360,0.980778,0.990437,1.11691e-05,1,0,0,0,0,0.0415988,0.908525,0.0498759,0.959713
261146000,24398.7,1011.69,9360,0.971788,0.982727,1.38387e-05,0,1,0,0,0,0.0588525,0.841157,0.0999903,0.955928
211237730,23935.4,3925.57,9420,0.981059,0.990437,1.3917e-05,1,0,0,0,0,0.0611987,0.892231,0.0465701,0.999325
261146000,24371.6,901.086,9420,0.983679,0.984655,2.07513e-05,0,1,0,0,0,0.0221497,0.910635,0.0672152,0.999947
211237730,23901.5,4010.48,9480,0.980325,0.989707,1.87746e-05,1,0,0,0,0,0,0.949032,0.050968,0.99961
261146000,24360.2,783.268,9480,0.985232,0.983462,1.84284e-05,0,1,0,0,0,0.031542,0.897617,0.0708414,0.999967
