mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision
210445000,12038.2,9211.61,720,0.979888,0.985404,0,0,1,0,0,0,0.0487341,0.872211,0.0790548,1
219829000,16079.9,9813.88,720,0.979785,0.98954,8.839e-06,1,0,0,0,0,0.031126,0.917612,0.0512617,0.9999
210445000,12299.3,9096.31,780,0.97902,0.986592,2.85295e-05,0,1,0,0,0,0.0496054,0.866526,0.0838686,0.999982
219829000,16011.7,9678.49,780,0.979662,0.989827,7.55709e-06,1,0,0,0,0,0.0302053,0.919012,0.0507829,0.999643
210445000,12560.4,8981.09,840,0.977735,0.985754,8.01647e-06,0,1,0,0,0,0.046804,0.858952,0.0942438,0.999993
219829000,15944.4,9545.71,840,0.980256,0.990112,1.29564e-05,1,0,0,0,0,0.0299228,0.918169,0.0519082,0.998824
210445000,12821.4,8865.82,900,0.975465,0.985438,2.95913e-05,0,1,0,0,0,0.0470539,0.845395,0.107551,0.999927
219829000,15877.8,9413.05,900,0.979486,0.990121,5.54807e-06,1,0,0,0,0,0.0287705,0.921058,0.050172,0.997946
210445000,13082.6,8750.56,960,0.970332,0.985205,3.49732e-05,0,1,0,0,0,0.0465259,0.822239,0.131235,0.999966
219829000,15809.7,9278.71,960,0.979656,0.989802,4.81045e-06,1,0,0,0,0,0.0276768,0.921055,0.0512684,0.996651
210445000,13343.7,8635.38,1020,0.00203378,0.98501,0.00205613,0,1,0,0,0,0.0531579,0.889723,0.0571195,0.999633
219829000,15745.7,9146.99,1020,0.979436,0.989816,4.11888e-06,1,0,0,0,0,0.0261562,0.922582,0.0512616,0.994553
210445000,13603.8,8518.96,1080,0,0.985459,2.16711e-05,0,1,0,0,0,0.0515247,0.890832,0.0576428,0.998787
219829000,15684.1,9014.24,1080,0.980149,0.989288,1.42839e-05,1,0,0,0,0,0.02592,0.923355,0.050725,0.991383
210445000,13844.8,8352.53,1140,0,0.984922,1.78298e-05,0,1,0,0,0,0.0517019,0.890594,0.0577039,0.997146
219829000,15620.6,8879.58,1140,0.979901,0.990147,1.84528e-05,1,0,0,0,0,0.0271389,0.922296,0.0505652,0.98535
210445000,14068.2,8172.64,1200,0,0.98476,2.0651e-05,0,1,0,0,0,0.0495745,0.892267,0.0581587,0.992979
219829000,15557.2,8751.25,1200,0.979972,0.989968,5.30672e-06,1,0,0,0,0,0.0264755,0.923077,0.0504476,0.97901
210445000,14291.6,7992.84,1260,0,0.985245,1.96499e-05,0,1,0,0,0,0.0496804,0.891896,0.0584235,0.988706
219829000,15497.7,8616.88,1260,0.979213,0.989797,6.86078e-06,1,0,0,0,0,0.0250987,0.924041,0.0508607,0.970025
210445000,14515,7813,1320,0,0.985311,2.01473e-05,0,1,0,0,0,0.0497992,0.893005,0.0571957,0.986378
219829000,15438.3,8482.56,1320,0.979848,0.990138,3.94475e-06,1,0,0,0,0,0.0227275,0.924361,0.0529111,0.969888
210445000,14732.5,7615.03,1380,0,0.984401,1.97968e-05,0,1,0,0,0,0.0478319,0.894361,0.0578075,0.987221
219829000,15377.6,8349.31,1380,0.980301,0.989458,1.36465e-05,1,0,0,0,0,0.0273743,0.921349,0.0512766,0.96986
210445000,14937.3,7408.91,1440,0,0.985663,1.99307e-05,0,1,0,0,0,0.0494898,0.892421,0.058089,0.986853
219829000,15318.2,8211.99,1440,0.980591,0.990472,8.82317e-06,1,0,0,0,0,0.0306748,0.919211,0.0501144,0.969006
210445000,15148.3,7206.22,1500,0,0.985445,1.9678e-05,0,1,0,0,0,0.0495733,0.893676,0.0567509,0.968023
219829000,15252.9,8078.75,1500,0.981089,0.989718,7.03901e-06,1,0,0,0,0,0.0213874,0.927065,0.0515474,0.969873
210445000,15345,7007.86,1560,0,0.984759,1.96345e-05,0,1,0,0,0,0.0503606,0.892944,0.0566954,0.969896
