mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision
255805883,15891.9,86580.8,2820,0.980667,0.985632,2.28993e-05,0,0,0,0,1,0.0496277,0.87941,0.0709621,0.587722
259490000,15553,92588.7,2820,0.979452,0.985808,1.94062e-05,0,0,0,0,1,0.0488032,0.878861,0.0723357,0.590979
255805883,15912.3,87013.2,2880,0.97974,0.986574,0,0,0,0,0,1,0.0469796,0.884893,0.0681277,0.589606
259490000,15931.8,91938,2880,0.979574,0.985937,1.67953e-05,0,0,0,0,1,0.0488134,0.879314,0.0718724,0.590657
255805883,15942.7,87437.8,2940,0.979587,0.986295,2.80058e-06,0,0,0,0,1,0.05089,0.873624,0.0754859,0.702659
259490000,16292.1,91285.8,2940,0.979096,0.9849,1.63252e-05,0,0,0,0,1,0.0531301,0.942989,0.00388093,0.703443
255805883,15983.8,87875,3000,0.980012,0.984563,6.30281e-09,0,0,0,0,1,0.0490984,0.876107,0.0747948,0.761532
259490000,16670.6,90610.1,3000,0.979196,0.985639,1.50768e-05,0,0,0,0,1,0.0531523,0.943373,0.0034744,0.7569
255805883,16083.3,88312.6,3060,0.979699,0.986301,2.01702e-05,0,0,0,0,1,0.046851,0.88135,0.071799,0.850763
259490000,17019.9,89952.4,3060,0.978926,0.984997,1.42684e-05,0,0,0,0,1,0.0528767,0.944173,0.00295027,0.847498
255805883,16242.8,88733.1,3120,0.983647,0.649821,0.000159881,0,0,0,0,1,0.048838,0.914586,0.0365758,0.305008
259490000,17381.8,89278.2,3120,0.979034,0.98519,1.52769e-05,0,0,0,0,1,0.0514921,0.945929,0.00257882,0.879013
255805883,16471.3,89116.5,3180,0.979588,0.655992,0.000451732,0,0,0,0,1,0.0623921,0.905867,0.0317406,0.351576
259490000,17750.9,88581.2,3180,0.979166,0.985693,1.63515e-05,0,0,0,0,1,0.0534689,0.944088,0.00244292,0.879481
255805883,16716.5,89503,3240,0.981041,0.666745,0.000348497,0,0,0,0,1,0.0553833,0.918129,0.0264875,0.326038
259490000,18122.3,87900.7,3240,0.979273,0.984907,1.55243e-05,0,0,0,0,1,0.0526202,0.944795,0.00258461,0.879918
255805883,16966.3,89883.7,3300,0.981248,0.645674,0.000378009,0,0,0,0,1,0.0528664,0.907332,0.0398019,0.352584
259490000,18489.9,87213.9,3300,0.979045,0.9848,1.54498e-05,0,0,0,0,1,0.0529564,0.94438,0.00266392,0.881307
255805883,17219.8,90260.6,3360,0.973717,0.65704,0.00019237,0,0,0,0,1,0.0483305,0.918877,0.0327927,0.457654
259490000,18859.3,86518.2,3360,0.978542,0.985836,1.70275e-05,0,0,0,0,1,0.0520003,0.945434,0.00256613,0.912639
255805883,17471,90636,3420,0.984511,0.669168,0.000375653,0,0,0,0,1,0.0546383,0.913594,0.0317673,0.424294
259490000,19223.4,85829.3,3420,0.979077,0.985664,1.59412e-05,0,0,0,0,1,0.0534757,0.943845,0.00267976,0.908998
255805883,17729.1,91019,3480,0.980256,0.672225,0.000433006,0,0,0,0,1,0.0536949,0.912525,0.0337801,0.433902
259490000,19598.3,85118.3,3480,0.97931,0.985253,1.60827e-05,0,0,0,0,1,0.0519191,0.945727,0.00235441,0.909009
255805883,17984.8,91391.9,3540,0.982665,0.662125,0.000388908,0,0,0,0,1,0.0538804,0.916784,0.0293357,0.348743
259490000,19962.6,84431.7,3540,0.978987,0.98545,1.50773e-05,0,0,0,0,1,0.0528324,0.944541,0.00262645,0.882174
