mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision
219022165,-35756.4,-10790.5,420,0.979867,0.989834,0,1,0,0,0,0,0.0344434,0.914221,0.0513357,0.771581
244150372,-35561.6,-5609.04,420,0.710768,0.992226,0.000265333,0,1,0,0,0,0.0497091,0.898063,0.0522282,0.217759
219022165,-35833.8,-10507.1,480,0.775658,0.383007,0.0106215,1,0,0,0,0,0.422292,0.545237,0.0324708,0.614218
244150372,-35728.4,-5680.69,480,0.000848291,0.984775,0.000866921,0,1,0,0,0,0.049525,0.901688,0.0487872,0.999849
219022165,-35958.2,-10242.8,540,0.728168,0.110928,0.0192282,1,0,0,0,0,0.67258,0.309294,0.0181261,0.941512
244150372,-35855.5,-5810.48,540,0.0468907,0.0579433,0.048193,0,1,0,0,0,0.0378438,0.907563,0.0545935,0.987975
219022165,-36116,-9994.7,600,0.592114,0.0408803,0.0321475,1,0,0,0,0,0.579985,0.397219,0.0227955,0.99865
244150372,-35990.8,-5941.13,600,0.0725866,0.0796864,0.0739062,0,1,0,0,0,0.0393065,0.920245,0.0404482,0.987933
219022165,-36269.5,-9754.03,660,0.900426,0.00838273,0.00592827,1,0,0,0,0,0.90093,0.0948116,0.00425847,0.998013
244150372,-36100.1,-6083.01,660,0.0639458,0.0780054,0.065213,0,1,0,0,0,0.0494147,0.900457,0.0501287,0.976878
219022165,-36434.4,-9510.28,720,0.0394494,0.0603312,0.0407957,1,0,0,0,0,0.046725,0.907178,0.0460968,0.984385
244150372,-36213.6,-6234.63,720,0.0673681,0.0757666,0.0687434,0,1,0,0,0,0.0521934,0.901668,0.0461381,0.983512
219022165,-36602.2,-9265.43,780,0.273934,0.286352,0.275013,1,0,0,0,0,0.0393536,0.914122,0.0465246,0.994071
244150372,-36326.6,-6386.09,780,0.0696047,0.0774176,0.0709543,0,1,0,0,0,0.0507795,0.897009,0.0522115,0.989097
219022165,-36765.7,-9025.02,840,0.556324,0.568279,0.556937,1,0,0,0,0,0.0196679,0.966905,0.0134271,0.988899
244150372,-36445.8,-6535.2,840,0.0655038,0.0717727,0.0668872,0,1,0,0,0,0.0552545,0.895301,0.0494442,0.983406
219022165,-36920,-8789.9,900,0,0.0265406,0.00158733,1,0,0,0,0,0.0448535,0.87306,0.0820864,0.980756
244150372,-36557.5,-6680.86,900,0.0637943,0.0783698,0.0651024,0,1,0,0,0,0.0506336,0.885696,0.0636707,0.979339
219022165,-37084.6,-8550.98,960,0,0.00134034,0.00135367,1,0,0,0,0,0.0172268,0.772285,0.210488,0.999987
244150372,-36653.2,-6840.23,960,0.0720475,0.0727297,0.0735055,0,1,0,0,0,0.0402677,0.899782,0.0599506,0.981878
219022165,-37081.8,-8285.14,1020,0,0.00228433,0.00230753,1,0,0,0,0,0.196358,0.803527,0.000114358,0.999998
244150372,-36756.9,-6997.21,1020,0.0823475,0.0832639,0.0839856,0,1,0,0,0,0.057833,0.904805,0.0373621,0.999999
219022165,-36958.3,-8022.75,1080,0,0.990149,1,1,0,0,0,0,0.0507184,0.900662,0.0486196,0.997921
244150372,-36862.8,-7155.04,1080,0.00636018,0.00146313,0.007838,0,1,0,0,0,0.0504095,0.932434,0.0171562,0.999997
219022165,-36826.7,-7768.89,1140,0,0.990245,1,1,0,0,0,0,0.0500439,0.899644,0.0503118,0.997883
244150372,-36964.5,-7312.63,1140,0,0.00119992,0.0012121,0,1,0,0,0,0.134714,0.725835,0.139451,0.999997
219022165,-36743.7,-7499.54,1200,0,0.99054,1,1,0,0,0,0,0.0498479,0.899592,0.0505604,0.998902
244150372,-37062.5,-7470.77,1200,0,0.00130285,0.00131616,0,1,0,0,0,6.563e-05,0.931191,0.0687438,0.999998
219022165,-36721.9,-7213.36,1260,0,0.990335,1,1,0,0,0,0,0.0495676,0.899937,0.0504956,0.998096
244150372,-37145.7,-7575.23,1260,0,0.00291806,0.0029474,0,1,0,0,0,0.000152983,0.999702,0.000144728,0.999994
219022165,-36739.1,-6925.13,1320,0,0.990309,1,1,0,0,0,0,0.049075,0.90132,0.0496054,0.997964
244150372,-37225.5,-7669.94,1320,0,0.000894035,0.00090311,0,1,0,0,0,0.0831738,0.916782,4.40117e-05,0.999998
219022165,-36778.6,-6638.45,1380,0,0.989806,1,1,0,0,0,0,0.049517,0.901023,0.04946,0.997856
244150372,-37305.3,-7764.65,1380,0,0.00133581,0.00134921,0,1,0,0,0,6.98728e-05,0.999861,6.88591e-05,0.999997
219022165,-36821.3,-6356.3,1440,0,0.990061,1,1,0,0,0,0,0.0501029,0.899476,0.0504211,0.99775
244150372,-37385.1,-7859.37,1440,0,0.00147158,0.00148636,0,1,0,0,0,7.36725e-05,0.999854,7.27041e-05,0.999997
219022165,-36866.5,-6071.68,1500,0,0.989794,1,1,0,0,0,0,0.0507278,0.898968,0.0503045,0.9967
244150372,-37464.9,-7954.09,1500,0,0.00109446,0.00110554,0,1,0,0,0,5.54128e-05,0.739758,0.260186,0.999996
