mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,has_turned_portwards,has_turned_starboardwards,change_in_speed,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision,current_risk_of_collision,is_changing_course,start
211200040,4880.37,13777.1,120,0.99518,0.98981,0.000140079,0,0,0,0,0,1,0,0,0.0519774,0.849226,0.0987969,0.998016,0.998016,1,0
259351000,6442.35,6197.6,120,0.994989,0.99025,0.000306442,0,0,0,0,0,1,0,0,0.0492684,0.851307,0.099425,0.998075,0.998075,0,0
211200040,4895.66,13557.9,180,0.994649,0.9899,0.000188658,0,0,0,0,0,1,0,0,0.055504,0.944145,0.000351111,0.999648,0.999627,1,0
259351000,6427.84,6390.15,180,0.99509,0.99031,0.000194816,0,0,0,0,0,1,0,0,0.0487916,0.850495,0.100713,0.99988,0.99988,0,0
211200040,4924.11,13342.1,240,0.0837663,0.9897,0.0350149,0,0,0,0,0,1,0,0,0.064256,0.87284,0.0629043,0.950683,0.92538,1,0
259351000,6420.68,6576.95,240,0.994604,0.9902,0.000189521,0,0,0,0,0,1,0,0,0.0506939,0.847952,0.101354,0.99978,0.975353,0,0
211200040,4967.58,13149.5,300,0.0468855,0.9899,0.0471252,0,0,0,0,0,1,0,0,0.0522978,0.886261,0.0614407,0.999807,0.99307,0,0
259351000,6409.86,6767.36,300,0.994921,0.99026,0.000176004,0,0,0,0,0,1,0,0,0.0502346,0.850783,0.0989827,0.99982,0.992681,0,0
211200040,5021.79,12968.8,360,0.0372082,0.99018,0.0374403,0,0,0,0,0,1,0,0,0.0503161,0.884569,0.0651149,0.99989,0.99949,1,0
259351000,6399.03,6947.59,360,0.143107,0.98967,0.068081,0,0,0,0,0,1,0,0,0.0498419,0.851247,0.0989108,0.924379,0.924184,0,0
211200040,5065.74,12780.9,420,0.0339218,0.98997,0.0341551,0,0,0,0,0,1,0,0,0.0495045,0.882545,0.0679508,0.99992,0.999886,0,0
259351000,6377.07,7125.18,420,0.0863925,0.98966,0.0534415,0,0,0,0,0,1,0,0,0.0458361,0.863447,0.0907167,0.985634,0.985634,0,0
211200040,5087.43,12598.7,480,0,0.9903,0.00024493,1,0,0,0,0,1,0,0,0.0529212,0.890164,0.0569153,0.999927,0.931973,1,0
259351000,6355.12,7307.33,480,0.0909227,0.98981,0.0487422,0,0,0,0,0,1,0,0,0.048042,0.84648,0.105478,0.976302,0.893206,0,0
211200040,5109.45,12408.5,540,0,0.98959,0.00025011,1,0,0,0,0,1,0,0,0.0530144,0.893033,0.0539525,0.999804,0.974523,1,0
259351000,6330.72,7482.15,540,0.0848839,0.98951,0.0653224,0,0,0,0,0,1,0,0,0.0476599,0.854242,0.098098,0.984987,0.954148,0,0
211200040,5120.38,12197.3,600,0,0.99003,0.000249105,1,0,0,0,0,1,0,0,0.051641,0.890796,0.0575635,0.999845,0.974959,0,0
259351000,6307.89,7662.41,600,0.122497,0.99026,0.0569956,0,0,0,0,0,1,0,0,0.0504656,0.837979,0.111555,0.965964,0.909934,0,0
211200040,5119.31,11987.5,660,0,0.99043,0.000246632,1,0,1,0,0,1,0,0,0.0519825,0.895103,0.0529146,0.99984,0.965103,0,0
259351000,6278.17,7845.47,660,0.14169,0.99006,0.0506518,0,0,0,0,0,1,0,0,0.0424721,0.858696,0.0988316,0.963772,0.875525,0,0
211200040,5140.59,11765.6,720,0,0.98983,0.000247755,1,0,1,0,0,1,0,0,0.0512899,0.888705,0.0600048,1,0.949041,0,0
259351000,6267.4,8030.86,720,0.0826059,0.99032,0.0554008,0,0,0,0,0,1,0,0,0.0480074,0.859415,0.0925775,0.999822,0.927812,1,0
211200040,5162.24,11549.9,780,0,0.0265269,0.0267992,1,1,1,0,0,1,0,0,0.0224993,0.974816,0.00268509,0.999996,0.999871,1,0
259351000,6245.5,8215.51,780,0.0969297,0.99,0.0441303,0,0,0,0,0,1,0,0,0.0504234,0.840478,0.109098,0.999965,0.94287,1,0
211200040,5172.77,11339.7,840,0,0.0235948,0.0238574,1,1,1,0,0,1,0,0,0.0825272,0.915057,0.00241631,0.999998,0.999601,1,0
259351000,6223.61,8400.04,840,0.0970518,0.98952,0.0516074,0,0,0,0,0,1,0,0,0.0481892,0.857453,0.0943582,0.954157,0.937798,0,0
211200040,5172.16,11122.3,900,0,0.0211901,0.0213925,1,1,1,0,0,1,0,0,0.00108038,0.996687,0.00223285,0.999997,0.999483,1,0
259351000,6201.72,8581.14,900,0.216392,0.9901,0.0519023,0,0,0,0,0,1,0,0,0.0362143,0.878418,0.0853677,0.835212,0.811925,0,0
211200040,5171.54,10895.3,960,0,0.0140685,0.0142109,1,1,0,0,0,1,0,0,0.000716206,0.997873,0.00141048,0.999999,0.999024,1,0
259351000,6179.84,8765.43,960,0,0.98985,0.000287357,0,0,0,0,0,1,0,0,0.0564423,0.843958,0.0995994,0.999838,0.931222,0,0
211200040,5170.94,10672.4,1020,0,0.989631,1,1,1,0,0,0,1,0,0,0.0495871,0.84807,0.102343,0.999917,0.975988,1,0
259351000,6157.98,8950.68,1020,0.0963633,0.99006,0.0966485,0,0,0,0,0,1,0,0,0.0490315,0.857312,0.0936565,0.999895,0.976238,0,0
211200040,5181.5,10452.5,1080,0,0.990386,1,1,1,0,0,0,1,0,0,0.0489018,0.851514,0.0995839,0.999954,0.950525,1,0
259351000,6124.98,9134.3,1080,0,0.9901,0.000342547,0,0,0,0,0,1,0,0,0.0522251,0.845395,0.10238,0.999994,0.949038,0,0
211200040,5197.79,10247.3,1140,0,0.989735,1,1,1,0,0,0,1,0,0,0.0484675,0.850799,0.100733,0.99995,0.983207,1,0
259351000,6100.12,9316.24,1140,0,0.9899,0.000381029,0,0,0,0,0,1,0,0,0.048704,0.849615,0.101681,0.999925,0.985889,0,0
211200040,5214.18,10034.9,1200,0,0.989879,1,1,1,0,0,0,1,0,0,0.0497197,0.851555,0.0987258,0.999912,0.982728,0,0
259351000,6070.15,9502.81,1200,0,0.98991,0.000260645,0,0,0,0,0,1,0,0,0.0483593,0.847911,0.103729,0.999438,0.984943,0,0
211200040,5246.71,9815.14,1260,0,0.989679,1,1,1,0,0,0,1,0,0,0.0503997,0.848178,0.101423,0.999934,0.982813,1,0
259351000,6048.32,9689.85,1260,0,0.99022,0.000236932,0,0,0,0,0,1,0,0,0.0373364,0.867586,0.0950773,0.999721,0.9847,0,0
211200040,5269.27,9610.48,1320,0,0.990154,1,1,1,0,0,0,1,0,0,0.0494301,0.850245,0.100325,0.999868,0.982901,1,0
259351000,6023.15,9872.03,1320,0,0.99061,0.000309765,0,0,0,0,0,1,0,0,0.0573591,0.833758,0.108883,0.999576,0.983094,0,0
211200040,5323.71,9414.63,1380,0,0.989749,1,1,1,0,0,0,1,0,0,0.0490869,0.851877,0.0990359,0.999912,0.982848,0,0
259351000,5993.53,10053.9,1380,0,0.99014,0.000309071,0,0,0,0,0,1,0,0,0.0482485,0.851471,0.100281,0.999994,0.9793,0,0
211200040,5355.89,9217.71,1440,0,0.989594,1,1,1,0,0,0,1,0,0,0.0496537,0.850158,0.100188,0.999889,0.982984,1,0
259351000,5968.71,10237.2,1440,0,0.99034,0.00028988,0,0,0,0,0,1,0,0,0.0498247,0.850693,0.0994825,0.999979,0.97082,0,0
211200040,5399.27,8995.61,1500,0,0.99024,1,1,1,0,0,0,1,0,0,0.050511,0.849241,0.100248,0.999933,0.98833,1,0
259351000,5936.33,10420,1500,0,0.99018,0.000566696,0,0,0,0,0,1,0,0,0.0383073,0.858711,0.102981,0.999992,0.98783,0,0
211200040,5438.08,8769.25,1560,0,0.990639,1,1,1,1,0,0,1,0,0,0.0503527,0.849746,0.0999016,0.999925,0.983636,1,0
259351000,5902.84,10602.4,1560,0,0.99049,0.000544022,0,0,0,0,0,1,0,0,0.0446588,0.852498,0.102843,0.99998,0.974717,0,0
211200040,5466.54,8536.7,1620,0,0.989609,1,1,1,1,0,0,1,0,0,0.0507267,0.849216,0.100057,0.999875,0.989061,0,0
259351000,5861.77,10781.7,1620,0,0.98998,0.000371413,0,0,0,0,0,1,0,0,0.0514703,0.837331,0.111199,0.999987,0.970183,0,0
211200040,5538.83,8329.41,1680,0,0.990274,1,1,1,0,0,0,1,0,0,0.0498969,0.848552,0.101551,0.999942,0.974908,1,0
259351000,5828.85,10962.6,1680,0,0.98998,0.000235784,0,0,0,0,0,1,0,0,0.0590413,0.837691,0.103268,0.999983,0.97527,0,0
211200040,5618.71,8123.06,1740,0,0.98992,1,1,1,0,0,0,1,0,0,0.0502451,0.849795,0.0999604,0.999924,0.909596,1,0
259351000,5804.59,11133.6,1740,0,0.98934,0.000399467,0,0,0,0,0,1,0,0,0.0348612,0.856627,0.108512,0.999995,0.905727,0,0
211200040,5710.31,7924.51,1800,0,0.990249,1,1,1,0,0,0,1,0,0,0.0486555,0.852898,0.0984461,0.99997,0.989334,1,0
259351000,5774.12,11308,1800,0,0.99016,0.000309639,0,0,0,0,0,1,0,0,0.0374337,0.863672,0.0988943,0.99999,0.981826,0,0
211200040,5786.23,7733.1,1860,0,0.99016,1,1,1,0,0,0,1,0,0,0.0495669,0.852444,0.0979891,0.999943,0.90681,1,0
259351000,5749.9,11484.1,1860,0,0.99055,0.000348734,0,0,0,0,0,1,0,0,0.0592926,0.836725,0.103982,1,0.898683,0,0
