mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,has_turned_portwards,has_turned_starboardwards,change_in_speed,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision,current_risk_of_collision,is_changing_course,start
211200040,5843.2,7532.26,1920,0,0.98987,1,1,1,0,0,0,1,0,0,0.0495402,0.849956,0.100504,0.999933,0.99711,1,0
259351000,5730.62,11672.8,1920,0,0.99018,0.000307069,0,0,0,0,0,1,0,0,0.0352568,0.859262,0.105481,0.999995,0.998142,0,0
211200040,5916.92,7342.77,1980,0,0.990019,1,1,1,0,0,0,1,0,0,0.0514466,0.84938,0.0991736,0.999933,0.476701,1,0
259351000,5706.64,11851.2,1980,0,0.99009,0.000300636,0,0,0,0,0,1,0,0,0.0455487,0.853426,0.101026,0.999989,0.483571,1,0
211200040,6035.81,7248.71,2040,0,0.990004,1,1,1,0,0,0,1,0,0,0.0512799,0.850536,0.0981836,0.999917,0.279267,1,0
259351000,5671.99,12034,2040,0,0.99002,0.000330273,0,0,0,0,0,1,0,0,0.0269549,0.876451,0.0965945,0.999993,0.210314,0,0
211200040,6157.49,7155.83,2100,0,0.990303,1,1,1,0,0,0,1,0,0,0.0496561,0.850389,0.0999548,0.999948,0.672063,1,0
259351000,5643.12,12210.5,2100,0,0.98956,0.000383404,0,0,0,0,0,1,0,0,0.0737688,0.812291,0.11394,0.999975,0.677535,1,0
211200040,6239.88,6951.6,2160,0,0.989605,1,1,1,1,0,0,1,0,0,0.050438,0.85019,0.0993718,0.999906,0.995121,1,0
259351000,5643.69,12396.3,2160,0,0.98959,0.000284405,0,0,0,0,0,1,0,0,0.0479028,0.853097,0.0989999,0.999995,0.999612,1,0
211200040,6286.46,6705.58,2220,0,0.989766,1,1,1,1,0,0,1,0,0,0.0507672,0.849573,0.0996598,0.999913,0.997985,0,0
259351000,5655.39,12576.6,2220,0,0.9906,0.000579048,1,0,0,0,0,1,0,0,0.0788866,0.816003,0.10511,0.999989,0.992282,0,0
211200040,6362.27,6475.63,2280,0,0.989943,1,1,1,1,0,0,1,0,0,0.0504406,0.848993,0.100566,0.999958,0.99991,0,0
259351000,5655.99,12767,2280,0,0.98998,0.000280793,1,0,0,0,0,1,0,0,0.0483154,0.892802,0.0588824,0.999998,0.999997,0,0
211200040,6446.36,6266.86,2340,0,0.989665,1,1,1,1,0,0,1,0,0,0.0501259,0.84963,0.100244,0.999956,0.99253,1,0
259351000,5667.73,12953.5,2340,0,0.99014,0.000237551,1,0,0,0,0,1,0,0,0.0319784,0.905315,0.0627067,0.999988,0.994245,0,0
211200040,6453.58,6253.53,2400,0,0.990067,1,1,1,0,0,0,1,0,0,0.0490533,0.849778,0.101169,0.999913,0.278141,0,0
259351000,5668.31,13131.7,2400,0,0.99048,0.000451982,1,0,0,0,0,1,0,0,0.041878,0.894976,0.063146,0.99999,0.312771,0,0
