mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision
219022165,-35550,-11937.9,180,0.980055,0.986687,1.96933e-05,0,1,0,0,0,0.0503868,0.883684,0.0659297,0.654539
244150372,-35664.5,-4943.49,180,0.980124,0.989673,8.77489e-06,1,0,0,0,0,0.0386824,0.910077,0.0512406,0.731173
219022165,-35607,-11648.5,240,0.979994,0.987134,3.4575e-05,0,1,0,0,0,0.0500522,0.885252,0.0646954,0.657808
244150372,-35571.2,-5106.66,240,0.979791,0.99039,0,1,0,0,0,0,0.0375497,0.91105,0.0514007,0.731805
219022165,-35652.6,-11360.2,300,0.98002,0.987278,1.64028e-05,0,1,0,0,0,0.049847,0.885366,0.0647873,0.665378
244150372,-35474.8,-5270.98,300,0.980696,0.989953,0,1,0,0,0,0,0.0389122,0.910588,0.0505,0.738523
219022165,-35708.1,-11077.9,360,0.9801,0.986192,2.62333e-05,0,0,1,0,0,0.048364,0.882859,0.0687775,0.847284
244150372,-35442.1,-5456.05,360,0.980961,0.929682,4.81119e-05,0,1,0,0,0,0.0498916,0.901123,0.0489857,0.0615372
219022165,-35756.4,-10790.5,420,0.979784,0.985698,1.14072e-05,1,0,0,0,0,0.0296203,0.900558,0.0698215,0.844265
244150372,-35561.6,-5609.04,420,0.978642,0.988452,6.86836e-05,0,1,0,0,0,0.0518823,0.897626,0.050492,0.0015928
219022165,-35833.8,-10507.1,480,0.980391,0.984477,0.000130674,1,0,0,0,0,0.0543115,0.893779,0.0519096,0.0064451
244150372,-35728.4,-5680.69,480,0.960479,0.985339,0.00033439,0,1,0,0,0,0.046773,0.901526,0.0517009,0.0187481
219022165,-35958.2,-10242.8,540,0.959973,0.971239,0.000386178,1,0,0,0,0,0.0853803,0.867531,0.047089,0.0643764
244150372,-35855.5,-5810.48,540,0.977156,0.991791,0.000244625,0,1,0,0,0,0.0422986,0.895472,0.0622289,0.00350749
219022165,-36116,-9994.7,600,0.957821,0.984284,0.000478334,1,0,0,0,0,0.0932524,0.862591,0.0441564,0.0642369
244150372,-35990.8,-5941.13,600,0.97417,0.987091,0.000298064,0,1,0,0,0,0.0014096,0.94231,0.0562808,0.00394273
219022165,-36269.5,-9754.03,660,0.944491,0.91064,0.00063205,1,0,0,0,0,0.132993,0.864208,0.00279893,0.0293983
244150372,-36100.1,-6083.01,660,0.979792,0.975308,0.000229467,0,1,0,0,0,0.0340101,0.883791,0.0821989,0.0030683
219022165,-36434.4,-9510.28,720,0.98542,0.997926,8.87341e-05,1,0,0,0,0,0.000796859,0.998478,0.000725604,0.00782553
244150372,-36213.6,-6234.63,720,0.980107,0.991039,0.000191562,0,1,0,0,0,0.0387787,0.921987,0.0392345,0.00285344
219022165,-36602.2,-9265.43,780,0,0.858718,0.000196614,1,0,0,0,0,0.0468219,0.901972,0.0512056,0.533234
244150372,-36326.6,-6386.09,780,0.980147,0.99715,0.000209196,0,1,0,0,0,0.0833295,0.873714,0.0429568,0.00287844
219022165,-36765.7,-9025.02,840,0,0.852487,0.000205864,1,0,0,0,0,0.0463659,0.903538,0.0500957,0.524567
244150372,-36445.8,-6535.2,840,0.984314,0.997923,0.000163374,0,1,0,0,0,0.00104147,0.886288,0.112671,0.00213873
219022165,-36920,-8789.9,900,0,0.858344,0.000184907,1,0,0,0,0,0.0675812,0.88824,0.0441792,0.5159
244150372,-36557.5,-6680.86,900,0.978617,0.996341,0.000278853,0,1,0,0,0,0.00140406,0.997279,0.00131735,0.00371606
219022165,-37084.6,-8550.98,960,0,0.914404,0.000303024,1,0,0,0,0,0.140355,0.682124,0.177521,0.429772
244150372,-36653.2,-6840.23,960,0.00805641,0.904742,0.00821485,0,1,0,0,0,0.0514583,0.918072,0.03047,0.0992468
219022165,-37081.8,-8285.14,1020,0,0.783204,0.000249984,1,0,0,0,0,1.23581e-05,0.940737,0.0592504,0.217038
244150372,-36756.9,-6997.21,1020,0.0160155,0.747972,0.0163086,0,1,0,0,0,0.0115949,0.970601,0.0178042,0.256793
