mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,has_turned_portwards,has_turned_starboardwards,change_in_speed,is_changing_course,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision,current_risk_of_collision
219022165,-35958.2,-10242.8,540,0.950947,0.98027,0.00212754,0,0,0,0,1,0,0,0,0,0.0480525,0.900441,0.0515069,0.99996,0.99996
244150372,-35855.5,-5810.48,540,0.949752,0.97994,0.00217973,0,0,0,0,0,1,0,0,0,0.0488415,0.898556,0.0526021,0.998871,0.998871
219022165,-36116,-9994.7,600,0.948886,0.97986,0.00198597,0,0,0,0,1,0,0,0,0,0.0489987,0.90193,0.0490712,0.99999,0.99977
244150372,-35990.8,-5941.13,600,0.950908,0.97991,0.00212172,0,0,0,0,0,1,0,0,0,0.0507992,0.897562,0.0516388,0.999255,0.997495
219022165,-36269.5,-9754.03,660,0.950931,0.97967,0.00203042,0,0,0,0,1,0,0,0,0,0.0465543,0.903811,0.0496344,0.999989,0.99526
244150372,-36100.1,-6083.01,660,0.947918,0.97984,0.0024352,0,1,0,0,0,1,0,0,0,0.0531741,0.94405,0.0027757,0.999131,0.992459
219022165,-36434.4,-9510.28,720,0.950071,0.98026,0.00189602,0,0,0,0,1,0,0,0,0,0.0462296,0.903208,0.0505627,0.99998,0.996494
244150372,-36213.6,-6234.63,720,0.947564,0.97982,0.00239516,0,1,0,0,0,1,0,0,0,0.0521143,0.945011,0.0028751,0.999069,0.992346
219022165,-36602.2,-9265.43,780,0.950196,0.98018,0.00195362,0,0,0,0,1,0,0,0,0,0.0444604,0.905863,0.0496768,0.99998,0.998181
244150372,-36326.6,-6386.09,780,0.947537,0.98013,0.00243432,0,1,0,0,0,1,0,0,0,0.0538999,0.943271,0.00282944,0.999045,0.994857
219022165,-36765.7,-9025.02,840,0.950296,0.97982,0.00215609,0,0,0,0,1,0,0,0,0,0.0432215,0.905951,0.050828,0.99999,0.996029
244150372,-36445.8,-6535.2,840,0.94835,0.98004,0.00248103,0,1,0,0,0,1,0,0,0,0.0520897,0.945163,0.00274745,0.999158,0.992376
219022165,-36920,-8789.9,900,0.949677,0.98024,0.00199427,0,0,0,0,1,0,0,0,0,0.0441692,0.905,0.0508312,0.999961,0.996637
244150372,-36557.5,-6680.86,900,0.94764,0.97954,0.0024724,0,1,0,0,0,1,0,0,0,0.0532742,0.943957,0.0027688,0.999257,0.993157
219022165,-37084.6,-8550.98,960,0.95007,0.97994,0.00207979,0,0,0,0,1,0,0,0,0,0.0421196,0.907029,0.0508517,0.99998,0.988845
244150372,-36653.2,-6840.23,960,0.947513,0.97942,0.00249126,0,1,0,0,0,1,0,0,0,0.0519602,0.945277,0.00276281,0.999224,0.988532
219022165,-37081.8,-8285.14,1020,0.0599345,0.98095,0.0611131,1,0,0,0,1,0,0,0,0,0.0476934,0.901447,0.0508593,0.998328,0.997685
244150372,-36756.9,-6997.21,1020,0.757714,0.779833,0.618458,0,1,0,0,0,1,0,0,0,0.0865237,0.881942,0.0315344,0.826225,0.826167
219022165,-36958.3,-8022.75,1080,0.0496392,0.97936,0.0524684,1,0,0,0,1,0,0,0,0,0.0549805,0.892898,0.0521215,0.999971,0.998499
244150372,-36862.8,-7155.04,1080,0.704233,0.737483,0.741339,0,1,0,0,0,1,0,0,0,0.0456611,0.916236,0.0381025,0.987028,0.985843
219022165,-36826.7,-7768.89,1140,0.0599462,0.97967,0.0628115,1,0,0,0,1,0,0,0,0,0.046647,0.906678,0.0466751,0.999965,0.998394
244150372,-36964.5,-7312.63,1140,0.766921,0.792719,0.807427,0,1,0,0,0,1,0,0,0,0.0421114,0.916552,0.0413361,0.999756,0.999024
219022165,-36743.7,-7499.54,1200,0.0956861,0.9789,0.0984181,1,0,0,0,1,0,0,0,0,0.0432353,0.912324,0.0444408,0.999982,0.998982
244150372,-37062.5,-7470.77,1200,0.771384,0.794717,0.81176,0,1,0,0,0,1,0,0,0,0.043023,0.917307,0.0396697,0.999868,0.999144
219022165,-36721.9,-7213.36,1260,0,0.9798,0.0030164,1,0,0,0,1,0,0,0,0,0.0512931,0.898878,0.0498288,0.999956,0.998531
244150372,-37145.7,-7575.23,1260,0.659979,0.681876,0.695279,0,1,0,0,0,1,0,0,0,0.0741468,0.886236,0.0396168,0.999668,0.99897
219022165,-36739.1,-6925.13,1320,0,0.97943,0.00300434,1,0,0,0,1,0,0,0,0,0.0520092,0.897543,0.0504475,1,0.998663
244150372,-37225.5,-7669.94,1320,0.657997,0.678799,0.69219,0,1,0,0,0,1,0,0,0,0.0324899,0.927915,0.0395949,0.999883,0.99915
219022165,-36778.6,-6638.45,1380,0,0.98004,0.00306492,1,0,0,0,1,0,0,0,0,0.0458422,0.902644,0.0515141,0.999971,0.998197
244150372,-37305.3,-7764.65,1380,0.725617,0.748493,0.763325,0,1,0,0,0,1,0,0,0,0.078778,0.880601,0.0406215,0.999643,0.998354
219022165,-36821.3,-6356.3,1440,0,0.97982,0.00303015,1,0,0,0,1,0,0,0,0,0.0489724,0.899334,0.0516936,0.999965,0.998273
244150372,-37385.1,-7859.37,1440,0.59973,0.619464,0.631408,0,1,0,0,0,1,0,0,0,0.123576,0.845377,0.0310471,0.999988,0.999459
219022165,-36866.5,-6071.68,1500,0,0.97979,0.00306128,1,0,0,0,1,0,0,0,0,0.0490979,0.90126,0.0496416,1,0.996859
244150372,-37464.9,-7954.09,1500,0.674168,0.774241,0.708793,0,1,0,0,0,1,0,0,0,0.0346018,0.93022,0.0351783,0.919233,0.917
