mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision,current_risk_of_collision
219022165,-35756.4,-10790.5,420,0.980159,0.98985,0,1,0,0,0,0,0.0500676,0.89935,0.0505819,0.770653,0.770653
244150372,-35561.6,-5609.04,420,0.918183,0.99008,2.23782e-05,0,1,0,0,0,0.049589,0.898426,0.051985,0.0634783,0.0634783
219022165,-35833.8,-10507.1,480,0.980563,0.98974,1.74111e-05,1,0,0,0,0,0.048127,0.902014,0.049859,0.998722,0.998662
244150372,-35728.4,-5680.69,480,0.00429296,0.99032,0.000432872,0,1,0,0,0,0.0514292,0.89691,0.0516608,0.995964,0.995964
219022165,-35958.2,-10242.8,540,0.703114,0.98968,0.000174426,1,0,0,0,0,0.717723,0.266819,0.0154585,0.999682,0.999682
244150372,-35855.5,-5810.48,540,0.474521,0.481111,0.040986,0,1,0,0,0,0.0232926,0.949601,0.0271064,0.559875,0.559077
219022165,-36116,-9994.7,600,0.707905,0.99043,0.000100168,1,0,0,0,0,0.722363,0.263203,0.0144341,0.999976,0.999943
244150372,-35990.8,-5941.13,600,0.239524,0.257609,0.0482741,0,1,0,0,0,0.0294466,0.929658,0.0408958,0.790665,0.789835
219022165,-36269.5,-9754.03,660,0.738052,0.9897,3.67486e-06,1,0,0,0,0,0.751034,0.236003,0.0129627,0.999995,0.998861
244150372,-36100.1,-6083.01,660,0.379513,0.390206,0.0401242,0,1,0,0,0,0.0401093,0.926373,0.0335175,0.649627,0.643993
219022165,-36434.4,-9510.28,720,0.768979,0.99011,3.02858e-06,1,0,0,0,0,0.78028,0.208043,0.0116769,0.999993,0.998979
244150372,-36213.6,-6234.63,720,0.419453,0.42824,0.0448438,0,1,0,0,0,0.0306142,0.937694,0.0316918,0.616036,0.609289
219022165,-36602.2,-9265.43,780,0,0.99007,1.38395e-05,1,0,0,0,0,0.0501493,0.899831,0.0500201,0.999965,0.998099
244150372,-36326.6,-6386.09,780,0.704945,0.70885,0.0214228,0,1,0,0,0,0.0144516,0.855257,0.130291,0.31236,0.310257
219022165,-36765.7,-9025.02,840,0,0.99025,1.42576e-05,1,0,0,0,0,0.0505631,0.899463,0.0499742,0.999974,0.996925
244150372,-36445.8,-6535.2,840,0.389794,0.391803,0.0438662,0,1,0,0,0,0.0336588,0.935335,0.0310057,0.651613,0.643655
219022165,-36920,-8789.9,900,0,0.98991,1.41467e-05,1,0,0,0,0,0.0503736,0.901096,0.0485306,0.999939,0.996024
244150372,-36557.5,-6680.86,900,0.0659721,0.0666489,0.0673351,0,1,0,0,0,0.0542846,0.906098,0.0396174,1,0.990778
219022165,-37084.6,-8550.98,960,0,0.98908,1.39591e-05,1,0,0,0,0,0.0498719,0.89897,0.0511581,0.999996,0.990585
244150372,-36653.2,-6840.23,960,0.0651902,0.0658708,0.0665328,0,1,0,0,0,0.0486549,0.91004,0.0413055,1,0.993552
219022165,-37081.8,-8285.14,1020,0,0.00197327,0.00199312,1,0,0,0,0,0.0590773,0.859098,0.081825,1,0.999999
244150372,-36756.9,-6997.21,1020,0.0812435,0.0818875,0.0826665,0,1,0,0,0,0.0373427,0.898641,0.0640163,1,0.999999
219022165,-36958.3,-8022.75,1080,0,0.00612893,0.00619256,1,0,0,0,0,0.192499,0.807199,0.00030296,1,0.999985
244150372,-36862.8,-7155.04,1080,0.0550278,0.0565489,0.0565643,0,1,0,0,0,0.0229756,0.928852,0.0481725,1,0.999997
219022165,-36826.7,-7768.89,1140,0,0.0003805,0.000384129,1,0,0,0,0,1.94767e-05,0.999962,1.8909e-05,1,0.999999
244150372,-36964.5,-7312.63,1140,0,0.00154667,0.00156249,0,1,0,0,0,0.0577503,0.911907,0.0303423,1,0.985394
219022165,-36743.7,-7499.54,1200,0,0.000737096,0.000744909,1,0,0,0,0,0.0567296,0.943233,3.71976e-05,1,0.999999
244150372,-37062.5,-7470.77,1200,0,0.00154476,0.00156038,0,1,0,0,0,0.0568702,0.923457,0.0196724,1,0.999998
219022165,-36721.9,-7213.36,1260,0,0.989296,1,1,0,0,0,0,0.0500316,0.901664,0.0483044,0.999984,0.997982
244150372,-37145.7,-7575.23,1260,0,0.00145784,0.00147263,0,1,0,0,0,0.0232956,0.928552,0.0481524,1,0.999997
219022165,-36739.1,-6925.13,1320,0,0.00894541,0.00903526,1,0,0,0,0,0.991417,0.00814376,0.000439085,1,0.999979
244150372,-37225.5,-7669.94,1320,0,0.00152775,0.00154325,0,1,0,0,0,0.0919845,0.849046,0.0589695,1,0.999997
219022165,-36778.6,-6638.45,1380,0,0.989948,1,1,0,0,0,0,0.0492786,0.90112,0.0496011,0.999972,0.998146
244150372,-37305.3,-7764.65,1380,0,0.00100345,0.00101372,0,1,0,0,0,0.0541384,0.917814,0.0280479,1,0.999998
219022165,-36821.3,-6356.3,1440,0,0.99015,1,1,0,0,0,0,0.0497298,0.89972,0.0505498,0.999985,0.998113
244150372,-37385.1,-7859.37,1440,0,0.00164881,0.00166515,0,1,0,0,0,8.56868e-05,0.880757,0.119158,1,0.999997
219022165,-36866.5,-6071.68,1500,0,0.00076865,0.000776227,1,0,0,0,0,3.90508e-05,0.999922,3.85398e-05,1,0.999997
244150372,-37464.9,-7954.09,1500,0,0.00128332,0.00129615,0,1,0,0,0,6.5438e-05,0.999872,6.29337e-05,1,0.999995
