mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision
219022165,-36116,-9994.7,600,0.979924,0.989573,8.81195e-06,1,0,0,0,0,0.0330924,0.915239,0.0516689,0.999788
244150372,-35990.8,-5941.13,600,0.980809,0.985861,2.26937e-05,0,1,0,0,0,0.0499668,0.875415,0.0746178,0.996226
219022165,-36269.5,-9754.03,660,0.980033,0.990164,1.50691e-05,1,0,0,0,0,0.0321494,0.917303,0.0505478,0.995858
244150372,-36100.1,-6083.01,660,0.980514,0.985555,2.51301e-05,0,1,0,0,0,0.0474345,0.876001,0.0765646,0.990532
219022165,-36434.4,-9510.28,720,0.980313,0.990035,6.45424e-06,1,0,0,0,0,0.0323874,0.917381,0.0502316,0.996256
244150372,-36213.6,-6234.63,720,0.980322,0.985555,9.4423e-06,0,1,0,0,0,0.0491368,0.873263,0.0776003,0.99042
219022165,-36602.2,-9265.43,780,0.980193,0.990161,2.2196e-05,1,0,0,0,0,0.0311614,0.917992,0.0508469,0.998193
244150372,-36326.6,-6386.09,780,0.979187,0.985913,5.28194e-06,0,1,0,0,0,0.048786,0.871703,0.0795113,0.993718
219022165,-36765.7,-9025.02,840,0.979949,0.989834,4.24486e-05,1,0,0,0,0,0.0317556,0.916747,0.0514974,0.996751
244150372,-36445.8,-6535.2,840,0.980455,0.985641,1.16443e-05,0,1,0,0,0,0.0494627,0.869633,0.0809044,0.990755
219022165,-36920,-8789.9,900,0.980879,0.9905,8.23101e-06,1,0,0,0,0,0.0305809,0.919463,0.0499563,0.995837
244150372,-36557.5,-6680.86,900,0.979867,0.985489,1.0526e-05,0,1,0,0,0,0.0482049,0.869805,0.0819898,0.990734
219022165,-37084.6,-8550.98,960,0.980499,0.989609,7.10879e-06,1,0,0,0,0,0.0265911,0.922895,0.0505144,0.990186
244150372,-36653.2,-6840.23,960,0.978839,0.984983,2.17464e-05,0,1,0,0,0,0.0539846,0.944782,0.00123326,0.985267
219022165,-37081.8,-8285.14,1020,0.0033096,0.985441,0.000736361,1,0,0,0,0,0.0263426,0.921603,0.0520545,0.996639
244150372,-36756.9,-6997.21,1020,0.571451,0.546368,0.0287601,0,1,0,0,0,0.0908563,0.862724,0.0464195,0.450462
219022165,-36958.3,-8022.75,1080,0,0.985447,2.62669e-05,1,0,0,0,0,0.0310653,0.916671,0.0522634,0.9978
244150372,-36862.8,-7155.04,1080,0.67784,0.679568,0.0234498,0,1,0,0,0,0.0616581,0.916595,0.021747,0.328939
219022165,-36826.7,-7768.89,1140,0,0.984108,2.53296e-05,1,0,0,0,0,0.0216408,0.925785,0.0525743,0.998218
244150372,-36964.5,-7312.63,1140,0.598765,0.599533,0.0282496,0,1,0,0,0,0.0286701,0.920883,0.0504471,0.426399
219022165,-36743.7,-7499.54,1200,0.00671064,0.98442,0.00673437,1,0,0,0,0,0.0241588,0.923887,0.0519543,0.999114
244150372,-37062.5,-7470.77,1200,0.471996,0.48047,0.0391301,0,1,0,0,0,0.0350453,0.909294,0.0556604,0.557832
219022165,-36721.9,-7213.36,1260,0.00706241,0.983562,0.00708486,1,0,0,0,0,0.0281684,0.921951,0.0498811,0.998305
244150372,-37145.7,-7575.23,1260,0.435886,0.436695,0.0462044,0,1,0,0,0,0.0160668,0.924189,0.0597441,0.608526
219022165,-36739.1,-6925.13,1320,0,0.985566,2.43922e-05,1,0,0,0,0,0.0265736,0.922849,0.0505775,0.997932
244150372,-37225.5,-7669.94,1320,0.466066,0.484875,0.0449352,0,1,0,0,0,0.161464,0.767254,0.0712816,0.557603
219022165,-36778.6,-6638.45,1380,0,0.985574,2.36245e-05,1,0,0,0,0,0.0266392,0.923829,0.0495316,0.997878
244150372,-37305.3,-7764.65,1380,0.60324,0.604503,0.0271065,0,1,0,0,0,0.0237673,0.928674,0.0475584,0.422205
219022165,-36821.3,-6356.3,1440,0,0.983531,2.2932e-05,1,0,0,0,0,0.0252902,0.922205,0.0525052,0.997869
244150372,-37385.1,-7859.37,1440,0.604198,0.633645,0.0316078,0,1,0,0,0,0.110794,0.844677,0.0445289,0.395578
219022165,-36866.5,-6071.68,1500,0,0.984722,2.27931e-05,1,0,0,0,0,0.0257952,0.923245,0.0509601,0.996479
244150372,-37464.9,-7954.09,1500,0.67585,0.675338,0.0254788,0,1,0,0,0,0.0204642,0.935127,0.0444085,0.347012
