mmsi,times,x,y,sog,cog
211237730,2019-07-09 08:05:00,26037.3006568149,843.705055752071,5.1,122.7
211237730,2019-07-09 08:06:00,25947.4530608174,975.497978054184,5,126.3
211237730,2019-07-09 08:07:00,25848.02843239,1095.0271786892,5.1,126.9
211237730,2019-07-09 08:08:00,25771.3299734727,1223.67040456871,4.9,126.6
211237730,2019-07-09 08:09:00,25681.1594991643,1352.02515108375,5,124.4
211237730,2019-07-09 08:10:00,25604.35930995,1484.67030680203,5.2,126.3
211237730,2019-07-09 08:11:00,25504.1779607452,1623.82398222509,5.3,116
211237730,2019-07-09 08:12:00,25437.4111753884,1758.79937828382,5.1,127.2
211237730,2019-07-09 08:13:00,25333.5596708038,1888.73221107751,5.4,123.8
211237730,2019-07-09 08:14:00,25235.0626062145,2027.4873235013,5.6,129.2
211237730,2019-07-09 08:15:00,25132.9000818521,2175.66551320187,5.8,124.3
211237730,2019-07-09 08:16:00,25012.4732511193,2315.57923119652,5.9,131.1
211237730,2019-07-09 08:17:00,24922.686767399,2469.00903295964,5.4,119.1
211237730,2019-07-09 08:18:00,24812.180582697,2606.42963019961,5.9,131.9
211237730,2019-07-09 08:19:00,24716.9410631325,2749.80643345719,5.5,125.8
211237730,2019-07-09 08:20:00,24612.0143832659,2889.14467690147,5.6,123.7
211237730,2019-07-09 08:21:00,24510.991370395,3029.6195133151,5.5,126
211237730,2019-07-09 08:22:00,24421.1026436014,3160.14028306103,5,128.6
211237730,2019-07-09 08:23:00,24322.0735112584,3275.7156121829,4.6,125.9
211237730,2019-07-09 08:24:00,24244.7639928055,3389.84803068105,4.4,120.5
211237730,2019-07-09 08:25:00,24167.0049971738,3495.64139113704,4.4,130.5
211237730,2019-07-09 08:26:00,24099.3926826656,3611.62132811386,4.3,119.6
211237730,2019-07-09 08:27:00,24011.2808210649,3716.24027579796,4.5,129.8
211237730,2019-07-09 08:28:00,23977.0854097278,3831.18345159791,3.3,103.8
211237730,2019-07-09 08:29:00,23935.4113657388,3925.57314866219,3,109.3
211237730,2019-07-09 08:30:00,23901.5261499236,4010.48022597969,3,112.1
211237730,2019-07-09 08:31:00,23878.7855021788,4100.92050741764,2.8,102.7
211237730,2019-07-09 08:32:00,23845.4562051057,4181.35941481358,2.9,116.9
211237730,2019-07-09 08:33:00,23777.6073433333,4265.71036026835,3.6,129.1
211237730,2019-07-09 08:34:00,23677.4573821325,4345.3900519511,4.5,148.9
211237730,2019-07-09 08:35:00,23553.2421638949,4415.44358965693,4.8,150.6
211237730,2019-07-09 08:36:00,23422.6947951846,4498.86103249052,5,143.5
211237730,2019-07-09 08:37:00,23301.293185409,4592.46705257744,5.1,146.6
211237730,2019-07-09 08:38:00,23154.5994969287,4674.9602691193,5.2,151.2
211237730,2019-07-09 08:39:00,23045.3521064487,4777.56534151922,4.9,124.9
211237730,2019-07-09 08:40:00,22978.1218721145,4902.83901623769,4.6,124.5
211237730,2019-07-09 08:41:00,22892.6244271572,5023.19133791821,4.6,124
211237730,2019-07-09 08:42:00,22833.6353478097,5142.20340805385,4.2,115.2
211237730,2019-07-09 08:43:00,22765.287199129,5255.56729644128,4.2,122.4
211237730,2019-07-09 08:44:00,22699.7201193134,5364.10207528876,4,120.6
211237730,2019-07-09 08:45:00,22631.4851280839,5474.19414844912,4.3,120.8
211237730,2019-07-09 08:46:00,22576.612465278,5580.45565580158,3.7,119.1
211237730,2019-07-09 08:47:00,22510.9239113732,5675.58573394881,3.8,119.2
211237730,2019-07-09 08:48:00,22444.1380778622,5780.67771165541,3.9,123.2
211237730,2019-07-09 08:49:00,22365.5521892307,5887.57910995331,4.3,124.8
211237730,2019-07-09 08:50:00,22299.7830342025,5998.6395001581,3.9,119.1
211237730,2019-07-09 08:51:00,22241.2523914516,6107.24785157363,4.1,121.6
257165000,2019-07-09 05:52:00,22941.1948674261,9014.66139086722,NaN,NaN
257165000,2019-07-09 05:53:00,22941.1948674261,9014.66139086722,NaN,NaN
257165000,2019-07-09 05:54:00,22941.1948674261,9014.66139086722,NaN,NaN
257165000,2019-07-09 05:55:00,22941.1948674261,9014.66139086722,NaN,NaN
257165000,2019-07-09 05:56:00,22941.1948674261,9014.66139086722,NaN,NaN
257165000,2019-07-09 05:57:00,22941.1948674261,9014.66139086722,NaN,NaN
257165000,2019-07-09 05:58:00,22941.1948674261,9014.66139086722,NaN,NaN
257165000,2019-07-09 05:59:00,22941.1948674261,9014.66139086722,NaN,NaN
257165000,2019-07-09 06:00:00,22941.1948674261,9014.66139086722,NaN,NaN
257165000,2019-07-09 06:01:00,22941.1948674261,9014.66139086722,NaN,NaN
