;mmsi;date_time_utc;sog;cog;true_heading;nav_status;calc_speed;lon;lat
98;576190000;2020-10-28 14:07:00;0.9;273.5;29.0;0.0;;6.981328;64.214086
99;576190000;2020-10-28 14:08:00;1.1;265.5;38.0;0.0;;6.981183;64.214181
100;576190000;2020-10-28 14:09:00;1.3;257.6;46.0;0.0;;6.981039;64.214276
101;576190000;2020-10-28 14:10:00;1.5;249.6;55.0;0.0;;6.980894;64.214371
102;576190000;2020-10-28 14:11:00;1.7;241.6;63.0;0.0;;6.980749;64.214467
103;576190000;2020-10-28 14:12:00;1.9;233.7;72.0;0.0;;6.980605;64.214562
104;576190000;2020-10-28 14:13:00;2.2;225.7;80.0;0.0;;6.98046;64.214657
105;576190000;2020-10-28 14:14:00;2.4;217.7;89.0;0.0;;6.980315;64.214752
106;576190000;2020-10-28 14:15:00;2.6;209.8;97.0;0.0;;6.980171;64.214848
107;576190000;2020-10-28 14:16:00;2.8;201.8;106.0;0.0;;6.980026;64.214943
108;576190000;2020-10-28 14:17:00;3.0;193.9;114.0;0.0;;6.979882;64.215038
109;576190000;2020-10-28 14:18:00;3.2;185.9;122.0;0.0;;6.979737;64.215133
110;576190000;2020-10-28 14:19:00;3.4;177.9;131.0;0.0;;6.979592;64.215229
111;576190000;2020-10-28 14:20:00;3.6;170.0;139.0;0.0;;6.979448;64.215324
112;576190000;2020-10-28 14:21:00;3.8;162.0;148.0;0.0;;6.979303;64.215419
113;576190000;2020-10-28 14:22:00;4.1;156.3;157.0;0.0;;6.979332;64.215358
114;576190000;2020-10-28 14:23:00;4.6;168.7;163.0;0.0;;6.980064;64.214049
115;576190000;2020-10-28 14:24:00;4.8;172.2;165.0;0.0;;6.980712;64.212721
116;576190000;2020-10-28 14:25:00;;;;;;6.98136;64.2116
117;576190000;2020-10-28 14:26:00;;;;;;6.98136;64.2116
118;576190000;2020-10-28 14:27:00;;;;;;6.98136;64.2116
119;576190000;2020-10-28 14:28:00;;;;;;6.98136;64.2116
