;mmsi;date_time_utc;sog;cog;true_heading;nav_status;calc_speed;lon;lat
58;259252000;2019-06-16 08:42:00;13.0;34.1;36.0;0.0;;7.147235;63.747938
59;259252000;2019-06-16 08:43:00;13.0;33.7;36.0;0.0;;7.151702;63.7509
60;259252000;2019-06-16 08:44:00;12.9;33.9;36.0;0.0;;7.156336;63.753844
61;259252000;2019-06-16 08:45:00;13.0;33.8;36.0;0.0;;7.160804;63.756809
62;259252000;2019-06-16 08:46:00;13.0;34.0;36.0;0.0;;7.165376;63.759844
63;259562000;2019-06-16 08:26:00;;;;;;7.44174;63.6807
64;259562000;2019-06-16 08:27:00;10.3;166.9;169.0;7.0;;7.442656;63.678891
65;259562000;2019-06-16 08:28:00;;;;;;7.44389;63.6764
66;259562000;2019-06-16 08:29:00;;;;;;7.44389;63.6764
67;259562000;2019-06-16 08:30:00;;;;;;7.44389;63.6764
68;259562000;2019-06-16 08:31:00;;;;;;7.44389;63.6764
69;259562000;2019-06-16 08:32:00;;;;;;7.44389;63.6764
70;259562000;2019-06-16 08:33:00;;;;;;7.44389;63.6764
71;259562000;2019-06-16 08:34:00;;;;;;7.44389;63.6764
72;259562000;2019-06-16 08:35:00;;;;;;7.44389;63.6764
73;259562000;2019-06-16 08:36:00;;;;;;7.44389;63.6764
74;259562000;2019-06-16 08:37:00;;;;;;7.44389;63.6764
75;259562000;2019-06-16 08:38:00;;;;;;7.44389;63.6764
76;259562000;2019-06-16 08:39:00;;;;;;7.44389;63.6764
77;259562000;2019-06-16 08:40:00;;;;;;7.44389;63.6764
78;259562000;2019-06-16 08:41:00;;;;;;7.44389;63.6764
79;259562000;2019-06-16 08:42:00;;;;;;7.44389;63.6764
80;259562000;2019-06-16 08:43:00;;;;;;7.44389;63.6764
81;259562000;2019-06-16 08:44:00;;;;;;7.44389;63.6764
82;259562000;2019-06-16 08:45:00;;;;;;7.44389;63.6764
83;259562000;2019-06-16 08:46:00;;;;;;7.44389;63.6764
