;mmsi;date_time_utc;sog;cog;true_heading;nav_status;calc_speed;lon;lat
0;215349000;2020-01-09 23:26:00;8.9;251.0;246.0;0.0;;7.368;63.2227
1;215349000;2020-01-09 23:27:00;8.9;241.6;243.0;0.0;;7.362983;63.221536
2;215349000;2020-01-09 23:28:00;9.7;245.8;244.0;0.0;;7.358082;63.2203
3;215349000;2020-01-09 23:29:00;9.6;239.8;246.0;0.0;;7.353168;63.21905
4;215349000;2020-01-09 23:30:00;9.5;238.3;242.0;0.0;;7.348092;63.217822
5;215349000;2020-01-09 23:31:00;8.9;245.7;243.0;0.0;;7.343167;63.216717
6;215349000;2020-01-09 23:32:00;9.3;240.6;245.0;0.0;;7.338202;63.21534
7;215349000;2020-01-09 23:33:00;9.0;244.2;244.0;0.0;;7.332934;63.21428
8;215349000;2020-01-09 23:34:00;9.1;236.2;240.0;0.0;;7.328248;63.21295
9;215349000;2020-01-09 23:35:00;8.9;229.0;243.0;0.0;;7.3235;63.2117
10;215349000;2020-01-09 23:36:00;9.2;240.5;243.0;0.0;;7.318594;63.210291
11;215349000;2020-01-09 23:37:00;9.4;239.0;241.0;0.0;;7.31383;63.2092
12;215349000;2020-01-09 23:38:00;9.3;241.9;241.0;0.0;;7.309094;63.207773
13;215349000;2020-01-09 23:39:00;9.6;249.0;243.0;0.0;;7.30433;63.2065
14;215349000;2020-01-09 23:40:00;9.1;238.5;242.0;0.0;;7.299458;63.205275
15;215349000;2020-01-09 23:41:00;9.0;243.0;241.0;0.0;;7.29483;63.204
16;215349000;2020-01-09 23:42:00;9.3;236.4;240.0;0.0;;7.290076;63.202714
17;215349000;2020-01-09 23:43:00;9.1;240.0;242.0;0.0;;7.28533;63.2013
18;215349000;2020-01-09 23:44:00;8.9;242.2;242.0;0.0;;7.280752;63.2002
19;215349000;2020-01-09 23:45:00;8.2;231.0;239.0;0.0;;7.27617;63.199
20;215349000;2020-01-09 23:46:00;8.6;244.9;244.0;0.0;;7.271575;63.197709
21;215349000;2020-01-09 23:47:00;8.8;241.5;241.0;0.0;;7.267;63.1966
22;215349000;2020-01-09 23:48:00;8.7;242.2;242.0;0.0;;7.262253;63.1953
