;mmsi;date_time_utc;sog;cog;true_heading;nav_status;calc_speed;lon;lat
23;215349000;2020-01-09 23:49:00;8.9;236.2;241.0;0.0;;7.257632;63.19408
24;215349000;2020-01-09 23:50:00;9.0;239.0;242.0;0.0;;7.252752;63.1928
25;215349000;2020-01-09 23:51:00;9.5;240.5;242.0;0.0;;7.247915;63.19155
26;215349000;2020-01-09 23:52:00;9.4;234.3;242.0;0.0;;7.243151;63.190336
27;215349000;2020-01-09 23:53:00;9.7;246.9;239.0;0.0;;7.238075;63.189027
28;215349000;2020-01-09 23:54:00;8.8;241.0;241.0;0.0;;7.23333;63.1877
29;215349000;2020-01-09 23:55:00;9.3;241.6;241.0;0.0;;7.22856;63.1865
30;257450220;2020-01-09 23:26:00;;;;;;7.50884;63.1021
31;257450220;2020-01-09 23:27:00;;;;;;7.50884;63.1021
32;257450220;2020-01-09 23:28:00;;;;;;7.50884;63.1021
33;257450220;2020-01-09 23:29:00;;;;;;7.50884;63.1021
34;257450220;2020-01-09 23:30:00;;;;;;7.50884;63.1021
35;257450220;2020-01-09 23:31:00;;;;;;7.50884;63.1021
36;257450220;2020-01-09 23:32:00;;;;;;7.50884;63.1021
37;257450220;2020-01-09 23:33:00;;;;;;7.50884;63.1021
38;257450220;2020-01-09 23:34:00;;;;;;7.50884;63.1021
39;257450220;2020-01-09 23:35:00;;;;;;7.50884;63.1021
40;257450220;2020-01-09 23:36:00;;;;;;7.50884;63.1021
41;257450220;2020-01-09 23:37:00;;;;;;7.50884;63.1021
42;257450220;2020-01-09 23:38:00;;;;;;7.50884;63.1021
43;257450220;2020-01-09 23:39:00;;;;;;7.50884;63.1021
44;257450220;2020-01-09 23:40:00;;;;;;7.50884;63.1021
45;257450220;2020-01-09 23:41:00;8.1;47.4;511.0;-99.0;;7.510105;63.102552
46;257450220;2020-01-09 23:42:00;8.2;35.7;511.0;-99.0;;7.513591;63.104124
47;257450220;2020-01-09 23:43:00;7.6;54.6;511.0;-99.0;;7.517334;63.105552
48;257450220;2020-01-09 23:44:00;6.6;56.9;511.0;-99.0;;7.521591;63.106739
49;257450220;2020-01-09 23:45:00;7.7;42.1;511.0;-99.0;;7.525486;63.107987
50;257450220;2020-01-09 23:46:00;9.4;52.1;511.0;-99.0;;7.529355;63.109383
51;257450220;2020-01-09 23:47:00;8.5;64.4;511.0;-99.0;;7.533236;63.110752
52;257450220;2020-01-09 23:48:00;8.0;57.7;511.0;-99.0;;7.537092;63.11198
53;257450220;2020-01-09 23:49:00;8.2;41.5;511.0;-99.0;;7.541093;63.113367
54;257450220;2020-01-09 23:50:00;;;;;;7.54172;63.1136
55;257450220;2020-01-09 23:51:00;;;;;;7.54172;63.1136
56;257450220;2020-01-09 23:52:00;;;;;;7.54172;63.1136
57;257450220;2020-01-09 23:53:00;;;;;;7.54172;63.1136
58;257450220;2020-01-09 23:54:00;;;;;;7.54172;63.1136
59;257450220;2020-01-09 23:55:00;;;;;;7.54172;63.1136
60;314179000;2020-01-09 23:26:00;11.8;62.0;64.0;0.0;;7.16783;63.2078
61;314179000;2020-01-09 23:27:00;12.0;65.0;66.0;0.0;;7.17433;63.2092
62;314179000;2020-01-09 23:28:00;11.8;62.0;62.0;0.0;;7.18083;63.2107
63;314179000;2020-01-09 23:29:00;11.5;63.0;66.0;0.0;;7.187258;63.2122
64;314179000;2020-01-09 23:30:00;11.6;63.0;63.0;0.0;;7.19367;63.2135
65;314179000;2020-01-09 23:31:00;11.9;65.0;63.0;0.0;;7.20006;63.214967
66;314179000;2020-01-09 23:32:00;11.4;64.0;63.0;0.0;;7.20667;63.2163
67;314179000;2020-01-09 23:33:00;11.7;63.6;63.0;0.0;;7.21306;63.21772
68;314179000;2020-01-09 23:34:00;11.9;67.0;65.0;0.0;;7.21959;63.219125
69;314179000;2020-01-09 23:35:00;12.1;67.0;64.0;0.0;;7.22609;63.2206
70;314179000;2020-01-09 23:36:00;11.8;67.0;71.0;0.0;;7.23283;63.222
71;314179000;2020-01-09 23:37:00;12.2;68.0;69.0;0.0;;7.23957;63.2231
72;314179000;2020-01-09 23:38:00;11.9;69.5;71.0;0.0;;7.246585;63.224325
73;314179000;2020-01-09 23:39:00;12.3;66.0;68.0;0.0;;7.2535;63.2255
74;314179000;2020-01-09 23:40:00;12.5;69.6;73.0;0.0;;7.260428;63.22684
75;314179000;2020-01-09 23:41:00;12.5;68.0;69.0;0.0;;7.2675;63.228
76;314179000;2020-01-09 23:42:00;12.5;67.0;69.0;0.0;;7.27467;63.2293
77;314179000;2020-01-09 23:43:00;12.4;70.0;72.0;0.0;;7.28183;63.2307
78;314179000;2020-01-09 23:44:00;12.8;67.0;69.0;0.0;;7.28909;63.2319
79;314179000;2020-01-09 23:45:00;12.6;66.0;70.0;0.0;;7.29617;63.2333
80;314179000;2020-01-09 23:46:00;12.1;74.0;72.0;0.0;;7.30332;63.2345
81;314179000;2020-01-09 23:47:00;12.4;66.5;70.0;0.0;;7.310435;63.235725
82;314179000;2020-01-09 23:48:00;12.3;70.0;72.0;0.0;;7.31741;63.237
83;314179000;2020-01-09 23:49:00;12.3;69.5;70.0;0.0;;7.32456;63.2381
84;314179000;2020-01-09 23:50:00;12.6;65.0;73.0;0.0;;7.33141;63.2394
85;314179000;2020-01-09 23:51:00;12.2;70.3;74.0;0.0;;7.33839;63.240467
86;314179000;2020-01-09 23:52:00;12.1;69.0;69.0;0.0;;7.3455;63.2415
87;314179000;2020-01-09 23:53:00;12.5;70.0;69.0;0.0;;7.35246;63.2428
88;314179000;2020-01-09 23:54:00;12.2;72.0;69.0;0.0;;7.3595;63.244
89;314179000;2020-01-09 23:55:00;12.3;68.8;73.0;0.0;;7.366267;63.245175
